code,current_losses,current_ties,current_wins,d_rating,global_d,global_o,global_rating,goal_diff,goals_against,goals_scored,id,losses,make_champs,make_europa,make_playoffs,make_pro_rel,name,o_rating,position_1,pro_rel_d,pro_rel_o,promoted,relegated,sdr_id,ties,win_league,wins,current_points,last_updated,group
AUX,12.0,7.0,11.0,1.49391,1.47628,1.08235,36.4,1.8919,48.8778,50.7697,172,14.65715,0.0,0.0,0.0,0.0,Auxerre,1.06472,0.0,0.00112,0.0008,0.0,0.0001,74433,9.35525,0.0,13.9876,40.0,2018-03-19 21:38,
US ,18.0,5.0,7.0,1.90377,1.88614,0.9429,25.83411,-19.76165,63.36885,43.6072,7721,21.7308,0.0,0.0,0.0,0.0,US Quevilly,0.92527,0.0,0.00143,0.00069,0.0,0.6705,75049,7.16705,0.0,9.10215,26.0,2018-03-19 21:38,
GFC,15.0,8.0,7.0,1.7424,1.72477,0.69708,22.52683,-25.14755,54.5988,29.45125,7707,18.7765,0.0,0.0,0.0,0.0,GFC Ajaccio,0.67945,0.0,0.00131,0.00051,0.0,0.4138,74956,10.26815,0.0,8.95535,29.0,2018-03-19 21:38,
VAL,13.0,7.0,9.0,1.89673,1.8791,0.9195,25.4101,-16.0434,61.79655,45.75315,6732,17.3602,0.0,0.0,0.0,0.0,Valenciennes,0.90187,0.0,0.00142,0.00068,0.0,0.04225,74442,9.298,0.0,11.3418,34.0,2018-03-19 21:38,
AJC,8.0,6.0,16.0,1.59868,1.58105,1.22126,37.71004,15.32705,46.61875,61.9458,2503,10.81815,0.0,0.0,0.0,0.19725,AC Ajaccio,1.20363,0.00015,1.47998,1.29557,0.1137,0.0,74460,8.2128,0.00015,18.96905,54.0,2018-03-19 21:38,
HAC,9.0,9.0,12.0,1.18054,1.16291,0.96348,39.9202,13.6051,34.81345,48.41855,3236,10.93475,0.0,0.0,0.0,0.0074,Le Havre,0.94585,0.0,1.02573,1.12143,0.00385,0.0,74456,11.41175,0.0,15.6535,45.0,2018-03-19 21:38,
CHAT,9.0,6.0,15.0,1.53664,1.51901,1.04736,34.69352,2.92935,49.9402,52.86955,2995,11.62435,0.0,0.0,0.0,0.06735,Chateauroux,1.02973,0.0,1.36666,1.15789,0.03445,0.0,74448,8.37195,0.0,18.0037,51.0,2018-03-19 21:38,
NIME,8.0,4.0,18.0,1.31544,1.29781,1.52177,50.7178,39.44625,37.8653,77.31155,7730,9.6901,0.0,0.0,0.0,0.1249,Nimes,1.50414,0.0299,1.38106,1.40677,0.87765,0.0,75037,5.8113,0.0299,22.4986,58.0,2018-03-19 21:38,
LNS,15.0,7.0,8.0,1.30873,1.2911,0.8946,35.29646,1.51055,42.8643,44.37485,175,17.297,0.0,0.0,0.0,0.0,Lens,0.87697,0.0,0.00098,0.00066,0.0,0.034,74429,9.6394,0.0,11.0636,31.0,2018-03-19 21:38,
NIO,15.0,5.0,10.0,1.87702,1.85939,0.85869,24.31905,-16.9113,58.85405,41.94275,6990,18.94505,0.0,0.0,0.0,0.0,Niort,0.84106,0.0,0.00141,0.00063,0.0,0.0309,74459,7.15045,0.0,11.9045,35.0,2018-03-19 21:38,
FBBP,18.0,3.0,9.0,2.31655,2.29892,1.02367,21.72621,-29.55305,79.66,50.10695,11895,22.1187,0.0,0.0,0.0,0.0,Bourg-Peronnas,1.00604,0.0,0.00174,0.00075,0.0,0.35635,75090,4.8636,0.0,11.0177,30.0,2018-03-19 21:38,
TOUR,20.0,6.0,3.0,1.85242,1.83479,0.75017,22.17877,-34.393,64.08675,29.69375,6992,23.9574,0.0,0.0,0.0,0.0,Tours,0.73254,0.0,0.00139,0.00055,0.0,0.9914,74996,8.6555,0.0,5.3871,15.0,2018-03-19 21:38,
PAR,6.0,10.0,14.0,1.23636,1.21873,0.98297,39.20912,12.1613,35.1803,47.3416,6851,8.4673,0.0,0.0,0.0,0.11335,Paris FC,0.96534,0.0,1.11563,1.07719,0.0616,0.0,79049,12.5286,0.0,17.0041,52.0,2018-03-19 21:38,
REI,5.0,3.0,22.0,0.97169,0.95406,1.40605,56.19535,45.30415,24.44305,69.7472,3243,6.35785,0.0,0.0,0.0,0.0004,Reims,1.38842,0.96975,0.51166,0.44435,0.9999,0.0,74454,5.11695,0.96975,26.5252,69.0,2018-03-19 21:38,
BRS,9.0,8.0,13.0,1.43363,1.416,1.03884,36.5143,6.9755,45.8323,52.8078,6997,11.4294,0.0,0.0,0.0,0.01855,Brest,1.02121,0.0,1.24972,1.21378,0.00885,0.0,74453,10.29995,0.0,16.27065,47.0,2018-03-19 21:38,
CLER,7.0,9.0,14.0,1.10213,1.0845,1.02532,43.39236,17.7256,31.8072,49.5328,3171,9.13095,0.0,0.0,0.0,0.13785,Clermont Foot,1.00769,0.0,0.99606,1.10039,0.09345,0.0,74466,11.45405,0.0,17.415,51.0,2018-03-19 21:38,
ORL,12.0,8.0,10.0,1.81919,1.80156,0.9872,28.19965,-7.4834,57.4373,49.9539,17483,15.00665,0.0,0.0,0.0,0.0,Orléans,0.96957,0.0,0.00136,0.00073,0.0,0.0011,75135,10.25165,0.0,12.7417,38.0,2018-03-19 21:38,
NCY,14.0,10.0,6.0,1.56532,1.54769,0.73948,26.38531,-16.3573,52.4582,36.1009,3267,17.58165,0.0,0.0,0.0,0.0,AS Nancy Lorraine,0.72185,0.0,0.00117,0.00054,0.0,0.4596,74441,12.4637,0.0,7.95465,28.0,2018-03-19 21:38,
SOC,12.0,4.0,13.0,1.88485,1.86722,1.0803,29.25746,-10.1411,63.82155,53.68045,272,15.53525,0.0,0.0,0.0,0.0028,Sochaux,1.06267,0.0,1.6094,1.30747,0.0016,0.0,74435,6.3493,0.0,16.11545,43.0,2018-03-13 19:33,
LOR,7.0,8.0,14.0,1.4648,1.44717,1.34112,43.27763,18.52095,45.14335,63.6643,273,9.25625,0.0,0.0,0.0,0.28825,Lorient,1.32349,0.0008,1.3821,1.36922,0.2698,0.0,74443,10.2686,0.0008,18.47515,50.0,2018-03-13 19:33,
AUX,11.0,7.0,11.0,1.30201,1.28438,1.10425,40.94736,6.91,44.6167,51.5267,172,13.51525,0.0,0.0,0.0,0.002,Auxerre,1.08662,0.0,1.00507,1.2249,0.0012,0.0,74433,9.72015,0.0,14.7646,40.0,2018-03-13 19:33,
US ,18.0,5.0,6.0,1.93706,1.91943,0.80445,22.21405,-24.7771,63.99915,39.22205,7721,22.5268,0.0,0.0,0.0,0.0,US Quevilly,0.78682,0.0,0.00145,0.00059,0.0,0.8882,75049,7.46195,0.0,8.01125,23.0,2018-03-13 19:33,
GFC,14.0,8.0,7.0,1.77484,1.75721,0.74614,23.21984,-24.29495,55.3505,31.05555,7707,18.16,0.0,0.0,0.0,0.0,GFC Ajaccio,0.72851,0.0,0.00133,0.00055,0.0,0.3153,74956,10.56705,0.0,9.27295,29.0,2018-03-13 19:33,
VAL,12.0,7.0,9.0,1.71882,1.70119,0.8698,27.06955,-12.90235,57.3937,44.49135,6732,16.45035,0.0,0.0,0.0,0.0,Valenciennes,0.85217,0.0,0.00129,0.00064,0.0,0.02235,74442,9.775,0.0,11.77465,34.0,2018-03-13 19:33,
AJC,8.0,6.0,15.0,1.68449,1.66686,1.24607,36.63944,14.29835,48.27215,62.5705,2503,11.20855,0.0,0.0,0.0,0.1657,AC Ajaccio,1.22844,0.00025,1.53964,1.32522,0.10985,0.0,74460,8.4733,0.00025,18.31815,51.0,2018-03-13 19:33,
HAC,8.0,9.0,12.0,1.12972,1.11209,0.96721,41.17437,15.22495,33.47745,48.7024,3236,10.16165,0.0,0.0,0.0,0.05045,Le Havre,0.94958,0.0,0.98409,1.08752,0.03145,0.0,74456,11.725,0.0,16.11335,45.0,2018-03-13 19:33,
CHAT,9.0,6.0,14.0,1.54185,1.52422,1.00098,33.43873,1.43665,49.99575,51.4324,2995,12.05895,0.0,0.0,0.0,0.0506,Chateauroux,0.98335,0.0,1.36342,1.14239,0.0295,0.0,74448,8.75485,0.0,17.1862,48.0,2018-03-13 19:33,
NIME,8.0,4.0,17.0,1.39228,1.37465,1.50364,48.60357,36.8001,39.7674,76.5675,7730,10.1347,0.0,0.0,0.0,0.15485,Nimes,1.48601,0.03125,1.44187,1.39824,0.80935,0.0,75037,6.1432,0.03125,21.7221,55.0,2018-03-13 19:33,
LNS,14.0,7.0,8.0,1.2412,1.22357,0.86438,35.88658,2.65305,40.85655,43.5096,175,16.80865,0.0,0.0,0.0,0.0,Lens,0.84675,0.0,0.00093,0.00064,0.0,0.0303,74429,10.0109,0.0,11.18045,31.0,2018-03-13 19:33,
NIO,15.0,5.0,9.0,1.98326,1.96563,0.87791,23.19563,-18.7345,61.52425,42.78975,6990,19.5149,0.0,0.0,0.0,0.0,Niort,0.86028,0.0,0.00149,0.00065,0.0,0.13325,74459,7.3279,0.0,11.1572,32.0,2018-03-13 19:33,
FBBP,17.0,3.0,9.0,2.35618,2.33855,1.09175,22.5574,-28.05295,80.6754,52.62245,11895,21.4148,0.0,0.0,0.0,0.0,Bourg-Peronnas,1.07412,0.0,0.00177,0.00081,0.0,0.23065,75090,5.0684,0.0,11.5168,30.0,2018-03-13 19:33,
TOUR,20.0,5.0,3.0,1.95722,1.93959,0.79072,21.62619,-35.4034,66.5734,31.17,6992,24.5619,0.0,0.0,0.0,0.0,Tours,0.77309,0.0,0.00147,0.00058,0.0,0.98945,74996,7.8324,0.0,5.6057,14.0,2018-03-13 19:33,
PAR,6.0,10.0,13.0,1.17519,1.15756,0.87286,37.54619,9.95195,33.3687,43.32065,6851,8.7399,0.0,0.0,0.0,0.08375,Paris FC,0.85522,5e-05,1.03544,0.97254,0.0535,0.0,79049,13.051,5e-05,16.2091,49.0,2018-03-13 19:33,
REI,5.0,3.0,21.0,0.93946,0.92183,1.33562,55.33539,43.6384,23.6295,67.2679,3243,6.5105,0.0,0.0,0.0,0.00075,Reims,1.31799,0.9674,0.77736,0.68815,0.99955,0.0,74454,5.54855,0.9674,25.94095,66.0,2018-03-13 19:33,
BRS,8.0,8.0,13.0,1.41613,1.3985,1.10355,38.50752,9.79055,45.11325,54.9038,6997,10.62665,0.0,0.0,0.0,0.0764,Brest,1.08592,5e-05,1.27145,1.22195,0.05515,0.0,74453,10.53845,5e-05,16.8349,47.0,2018-03-13 19:33,
CLER,7.0,9.0,13.0,1.13868,1.12105,1.00295,41.9393,16.1082,32.6256,48.7338,3171,9.37575,0.0,0.0,0.0,0.1244,Clermont Foot,0.98532,0.0002,1.02615,1.08821,0.09555,0.0,74466,11.7783,0.0002,16.84595,48.0,2018-03-13 19:33,
ORL,11.0,8.0,10.0,1.77901,1.76138,0.98931,28.91656,-6.13685,56.3757,50.23885,17483,14.528,0.0,0.0,0.0,5e-05,Orléans,0.97168,0.0,0.10471,0.09423,5e-05,0.00055,75135,10.47415,0.0,12.99785,38.0,2018-03-13 19:33,
NCY,13.0,10.0,6.0,1.53493,1.5173,0.76761,27.63014,-14.88995,51.55455,36.6646,3267,17.07295,0.0,0.0,0.0,0.0,AS Nancy Lorraine,0.74998,0.0,0.00115,0.00056,0.0,0.38995,74441,12.80805,0.0,8.119,28.0,2018-03-13 19:33,
SOC,10.0,4.0,13.0,1.69476,1.67713,1.19859,35.33641,-1.1299,58.69075,57.56085,272,13.6309,0.0,0.0,0.0,0.05125,Sochaux,1.18096,0.0001,1.48482,1.34741,0.04575,0.0,74435,6.9741,0.0001,17.395,43.0,2018-03-05 21:40,
LOR,7.0,8.0,13.0,1.48208,1.46445,1.34178,42.93011,18.08905,45.5885,63.67755,273,9.51635,0.0,0.0,0.0,0.2126,Lorient,1.32415,0.00185,1.38555,1.37821,0.2435,0.0,74443,10.5155,0.00185,17.96815,47.0,2018-03-05 21:40,
AUX,10.0,7.0,10.0,1.32405,1.30642,1.01885,38.26751,3.1306,45.20455,48.33515,172,13.3633,0.0,0.0,0.0,0.0033,Auxerre,1.00122,5e-05,0.99529,1.18585,0.0021,0.00025,74433,10.3911,5e-05,14.2456,37.0,2018-03-05 21:40,
US ,17.0,5.0,6.0,1.94606,1.92843,0.84635,23.02569,-23.0686,63.766,40.6974,7721,21.95355,0.0,0.0,0.0,0.0,US Quevilly,0.82872,0.0,0.00146,0.00062,0.0,0.7808,75049,7.7383,0.0,8.30815,23.0,2018-03-05 21:40,
GFC,13.0,8.0,7.0,1.80118,1.78355,0.78285,23.69491,-23.20015,55.51375,32.3136,7707,17.48825,0.0,0.0,0.0,0.0,GFC Ajaccio,0.76522,0.0,0.00135,0.00057,0.0,0.1865,74956,10.9041,0.0,9.60765,29.0,2018-03-05 21:40,
VAL,12.0,7.0,9.0,1.71882,1.70119,0.8698,27.06955,-12.7208,57.288,44.5672,6732,16.40775,0.0,0.0,0.0,0.0,Valenciennes,0.85217,0.0,0.00129,0.00064,0.0,0.01655,74442,9.8106,0.0,11.78165,34.0,2018-03-05 21:40,
AJC,8.0,6.0,14.0,1.75457,1.73694,1.2525,35.47668,12.89625,49.7475,62.64375,2503,11.48055,0.0,0.0,0.0,0.12255,AC Ajaccio,1.23487,0.0011,1.58973,1.33676,0.10365,0.0,74460,8.7137,0.0011,17.80575,48.0,2018-03-05 21:40,
HAC,8.0,9.0,11.0,1.11504,1.09741,0.9124,39.99753,13.86865,33.1778,47.04645,3236,10.48825,0.0,0.0,0.0,0.0321,Le Havre,0.89477,0.0,0.96222,1.07283,0.02215,0.0,74456,12.19315,0.0,15.3186,42.0,2018-03-05 21:40,
CHAT,8.0,6.0,14.0,1.42502,1.40739,1.03874,36.68617,5.86505,46.5583,52.42335,2995,11.3114,0.0,0.0,0.0,0.1072,Chateauroux,1.02111,0.0005,1.27208,1.13112,0.08515,0.0,74448,9.04615,0.0005,17.64245,48.0,2018-03-05 21:40,
NIME,8.0,4.0,16.0,1.4124,1.39477,1.41768,46.19086,32.89385,40.3706,73.26445,7730,10.5971,0.0,0.0,0.0,0.1894,Nimes,1.40005,0.03505,1.42843,1.34493,0.67305,0.0,75037,6.5133,0.03505,20.8896,52.0,2018-03-05 21:40,
LNS,13.0,7.0,8.0,1.23875,1.22112,0.92634,37.63246,5.7114,40.6165,46.3279,175,15.765,0.0,0.0,0.0,0.0,Lens,0.90871,0.0,0.00093,0.00068,0.0,0.0095,74429,10.196,0.0,12.039,31.0,2018-03-05 21:40,
NIO,14.0,5.0,9.0,1.98416,1.96653,0.89,23.45025,-18.48345,61.59865,43.1152,6990,19.05905,0.0,0.0,0.0,0.0,Niort,0.87237,0.0,0.00149,0.00065,0.0,0.0857,74459,7.60675,0.0,11.3342,32.0,2018-03-05 21:40,
FBBP,17.0,3.0,8.0,2.48522,2.46759,1.08953,20.88341,-31.4167,83.7183,52.3016,11895,22.27515,0.0,0.0,0.0,0.0,Bourg-Peronnas,1.0719,0.0,0.00186,0.0008,0.0,0.4574,75090,5.2614,0.0,10.46345,27.0,2018-03-05 21:40,
TOUR,20.0,5.0,3.0,1.95722,1.93959,0.79072,21.62619,-35.8292,66.8723,31.0431,6992,24.66475,0.0,0.0,0.0,0.0,Tours,0.77309,0.0,0.00147,0.00058,0.0,0.98775,74996,7.8231,0.0,5.51215,14.0,2018-03-05 21:40,
PAR,6.0,10.0,12.0,1.22812,1.21049,0.84989,35.76365,7.5694,34.9055,42.4749,6851,9.2007,0.0,0.0,0.0,0.05245,Paris FC,0.83226,0.0001,1.06343,0.97683,0.0402,0.0,79049,13.34265,0.0001,15.45665,46.0,2018-03-05 21:40,
REI,5.0,3.0,20.0,0.97614,0.95851,1.23131,51.84056,39.65875,24.37685,64.0356,3243,6.7708,0.0,0.0,0.0,0.0027,Reims,1.21368,0.9601,1.20677,0.93634,0.99795,0.0,74454,5.93775,0.9601,25.29145,63.0,2018-03-05 21:40,
BRS,8.0,8.0,12.0,1.43823,1.4206,1.05721,36.88679,7.3703,45.7042,53.0745,6997,11.26975,0.0,0.0,0.0,0.04075,Brest,1.03958,0.0,1.25837,1.20637,0.0325,0.0,74453,10.89515,0.0,15.8351,44.0,2018-03-05 21:40,
CLER,6.0,9.0,13.0,1.07695,1.05932,0.98954,43.01415,17.2515,30.98895,48.24045,3171,8.61405,0.0,0.0,0.0,0.18485,Clermont Foot,0.97191,0.00115,0.98643,1.03212,0.19205,0.0,74466,12.22525,0.00115,17.1607,48.0,2018-03-05 21:40,
ORL,10.0,8.0,10.0,1.68066,1.66303,1.00506,30.99017,-2.9936,53.59645,50.60285,17483,13.84445,0.0,0.0,0.0,0.00085,Orléans,0.98743,0.0,0.82563,0.79749,0.0005,0.0006,75135,10.79445,0.0,13.3611,38.0,2018-03-05 21:40,
NCY,13.0,10.0,5.0,1.59485,1.57722,0.78232,26.97784,-15.4624,52.66605,37.20365,3267,17.3013,0.0,0.0,0.0,0.0,AS Nancy Lorraine,0.76469,0.0,0.0012,0.00057,0.0,0.47495,74441,13.1127,0.0,7.586,25.0,2018-03-05 21:40,
SOC,10.0,4.0,13.0,1.69476,1.67713,1.19859,35.33641,-0.82595,58.3172,57.49125,272,13.5834,0.0,0.0,0.0,0.04895,Sochaux,1.18096,5e-05,1.48963,1.34791,0.0492,0.0,74435,6.96205,5e-05,17.45455,43.0,2018-02-26 22:07,
LOR,7.0,8.0,12.0,1.54504,1.52741,1.36555,42.18152,17.3242,46.8505,64.1747,273,9.85085,0.0,0.0,0.0,0.1459,Lorient,1.34792,0.00045,1.415,1.43245,0.17865,0.0,74443,10.7934,0.00045,17.35575,44.0,2018-02-26 22:07,
AUX,10.0,7.0,10.0,1.32405,1.30642,1.01885,38.26751,2.8738,45.02115,47.89495,172,13.40085,0.0,0.0,0.0,0.00305,Auxerre,1.00122,0.0,1.05005,1.24287,0.0021,0.00015,74433,10.42905,0.0,14.1701,37.0,2018-02-26 22:07,
US ,16.0,5.0,6.0,1.8996,1.88197,0.86991,24.23755,-21.0576,62.50945,41.45185,7721,21.078,0.0,0.0,0.0,0.0,US Quevilly,0.85228,0.0,0.00142,0.00064,0.0,0.576,75049,8.04315,0.0,8.87885,23.0,2018-02-26 22:07,
GFC,13.0,7.0,7.0,1.81814,1.80051,0.78142,23.40727,-23.53335,55.84025,32.3069,7707,17.9262,0.0,0.0,0.0,0.0,GFC Ajaccio,0.76379,0.0,0.00136,0.00057,0.0,0.1782,74956,10.18395,0.0,9.88985,28.0,2018-02-26 22:07,
VAL,11.0,7.0,9.0,1.73701,1.71938,0.92855,28.17964,-10.72665,57.40625,46.6796,6732,15.56225,0.0,0.0,0.0,0.0,Valenciennes,0.91092,0.0,0.0013,0.00068,0.0,0.0069,74442,10.0548,0.0,12.38295,34.0,2018-02-26 22:07,
AJC,7.0,6.0,14.0,1.54193,1.5243,1.20023,38.32931,15.90935,44.3902,60.29955,2503,10.3957,0.0,0.0,0.0,0.2027,AC Ajaccio,1.1826,0.0028,1.43715,1.23415,0.2414,0.0,74460,9.04525,0.0028,18.55905,48.0,2018-02-26 22:07,
HAC,7.0,9.0,11.0,1.13616,1.11853,0.95714,40.7513,14.9881,33.5367,48.5248,3236,9.86175,0.0,0.0,0.0,0.05735,Le Havre,0.93951,5e-05,0.97994,1.08447,0.0489,0.0,74456,12.44185,5e-05,15.6964,42.0,2018-02-26 22:07,
CHAT,8.0,6.0,13.0,1.48049,1.46286,1.06347,36.19568,5.2847,47.6909,52.9756,2995,11.58865,0.0,0.0,0.0,0.06975,Chateauroux,1.04584,0.00015,1.30273,1.18173,0.0663,0.0,74448,9.29665,0.00015,17.1147,45.0,2018-02-26 22:07,
NIME,8.0,4.0,15.0,1.40155,1.38392,1.39661,45.93479,32.2506,39.9915,72.2421,7730,10.8177,0.0,0.0,0.0,0.19675,Nimes,1.37898,0.01655,1.38419,1.34537,0.556,0.0,75037,6.86585,0.01655,20.31645,49.0,2018-02-26 22:07,
LNS,13.0,6.0,8.0,1.2368,1.21917,0.93686,37.95965,6.3118,40.25875,46.57055,175,15.96835,0.0,0.0,0.0,5e-05,Lens,0.91923,0.0,0.06416,0.07271,5e-05,0.0082,74429,9.4979,0.0,12.53375,30.0,2018-02-26 22:07,
NIO,14.0,5.0,8.0,2.02751,2.00988,0.86354,22.25822,-20.56665,62.3805,41.81385,6990,19.67605,0.0,0.0,0.0,0.0,Niort,0.84591,0.0,0.00152,0.00063,0.0,0.2056,74459,7.83145,0.0,10.4925,29.0,2018-02-26 22:07,
FBBP,17.0,3.0,7.0,2.39629,2.37866,0.93994,19.11168,-34.1926,81.0841,46.8915,11895,23.0003,0.0,0.0,0.0,0.0,Bourg-Peronnas,0.92231,0.0,0.0018,0.00069,0.0,0.68725,75090,5.5295,0.0,9.4702,24.0,2018-02-26 22:07,
TOUR,20.0,5.0,2.0,2.01144,1.99381,0.67289,18.32887,-41.48175,68.4557,26.97395,6992,25.88735,0.0,0.0,0.0,0.0,Tours,0.65526,0.0,0.00151,0.00049,0.0,0.9976,74996,7.9445,0.0,4.16815,11.0,2018-02-26 22:07,
PAR,5.0,10.0,12.0,1.20892,1.19129,0.84225,35.96095,7.8805,34.31805,42.19855,6851,8.71815,0.0,0.0,0.0,0.06605,Paris FC,0.82462,0.0005,1.05243,0.94081,0.06155,0.0,79049,13.64725,0.0005,15.6346,46.0,2018-02-26 22:07,
REI,4.0,3.0,20.0,0.90667,0.88904,1.2275,53.50979,41.00945,22.65605,63.6655,3243,5.9622,0.0,0.0,0.0,0.00175,Reims,1.20987,0.9788,1.12621,0.8662,0.9984,0.0,74454,6.3428,0.9788,25.695,63.0,2018-02-26 22:07,
BRS,7.0,8.0,12.0,1.26105,1.24342,1.09157,41.51971,13.1149,41.4033,54.5182,6997,9.81885,0.0,0.0,0.0,0.11315,Brest,1.07394,0.0004,1.13646,1.16925,0.1351,0.0,74453,11.14485,0.0004,17.0363,44.0,2018-02-26 22:07,
CLER,6.0,9.0,12.0,1.07344,1.05581,0.92026,41.17909,15.24795,30.811,46.05895,3171,9.13935,0.0,0.0,0.0,0.0941,Clermont Foot,0.90263,0.00025,0.9449,1.00837,0.10235,0.0,74466,12.6682,0.00025,16.19245,45.0,2018-02-26 22:07,
ORL,10.0,8.0,9.0,1.77418,1.75655,1.01738,29.65806,-4.8644,55.7957,50.9313,17483,14.42905,0.0,0.0,0.0,0.00045,Orléans,0.99975,0.0,0.56112,0.5449,0.00025,0.0029,75135,11.0106,0.0,12.56035,35.0,2018-02-26 22:07,
NCY,12.0,10.0,5.0,1.62863,1.611,0.81922,27.33338,-14.9464,53.2689,38.3225,3267,16.8024,0.0,0.0,0.0,0.0,AS Nancy Lorraine,0.80159,0.0,0.00122,0.0006,0.0,0.3372,74441,13.33215,0.0,7.86545,25.0,2018-02-26 22:07,
SOC,9.0,4.0,13.0,1.62926,1.61163,1.16899,35.87396,0.26545,56.39915,56.6646,272,12.90395,0.0,0.0,0.0,0.09025,Sochaux,1.15136,0.00035,1.45458,1.26447,0.108,0.0,74435,7.29655,0.00035,17.7995,43.0,2018-02-19 21:38,
LOR,7.0,8.0,11.0,1.6305,1.61287,1.35062,40.11274,14.6406,49.10105,63.74165,273,10.3592,0.0,0.0,0.0,0.10255,Lorient,1.33299,0.0006,1.46961,1.44358,0.12975,0.0,74443,11.07365,0.0006,16.56715,41.0,2018-02-19 21:38,
AUX,10.0,7.0,9.0,1.37911,1.36148,1.00447,36.74478,0.9115,46.34215,47.25365,172,13.76465,0.0,0.0,0.0,0.0032,Auxerre,0.98684,0.0,1.08452,1.28296,0.00215,0.00135,74433,10.69675,0.0,13.5386,34.0,2018-02-19 21:38,
US ,15.0,5.0,6.0,1.90517,1.88754,0.83311,23.31834,-22.3555,62.72455,40.36905,7721,20.9833,0.0,0.0,0.0,0.0,US Quevilly,0.81548,0.0,0.00143,0.00061,0.0,0.64225,75049,8.205,0.0,8.8117,23.0,2018-02-19 21:38,
GFC,12.0,7.0,7.0,1.67593,1.6583,0.77279,25.4012,-20.04835,51.9926,31.94425,7707,17.1522,0.0,0.0,0.0,0.0,GFC Ajaccio,0.75516,0.0,0.00126,0.00057,0.0,0.13565,74956,10.6105,0.0,10.2373,28.0,2018-02-19 21:38,
VAL,10.0,7.0,9.0,1.7158,1.69817,0.97145,29.56745,-8.5317,56.69945,48.16775,6732,14.8985,0.0,0.0,0.0,0.00095,Valenciennes,0.95382,0.0,0.97261,0.92298,0.00065,0.0059,74442,10.3548,0.0,12.7467,34.0,2018-02-19 21:38,
AJC,7.0,6.0,13.0,1.50615,1.48852,1.14969,37.81799,14.7896,43.4277,58.2173,2503,10.73655,0.0,0.0,0.0,0.1617,AC Ajaccio,1.13206,0.00255,1.38879,1.19545,0.206,0.0,74460,9.3919,0.00255,17.87155,45.0,2018-02-19 21:38,
HAC,7.0,8.0,11.0,1.18156,1.16393,1.02414,41.52908,17.14805,34.54395,51.692,3236,9.90695,0.0,0.0,0.0,0.119,Le Havre,1.00651,0.0009,1.05369,1.10628,0.13325,0.0,74456,11.5117,0.0009,16.58135,41.0,2018-02-19 21:38,
CHAT,8.0,6.0,12.0,1.46715,1.44952,0.96769,34.03469,1.70125,47.61035,49.3116,2995,12.0175,0.0,0.0,0.0,0.05015,Chateauroux,0.95005,0.00015,1.26504,1.10074,0.04635,0.0,74448,9.669,0.00015,16.3135,42.0,2018-02-19 21:38,
NIME,8.0,4.0,14.0,1.41442,1.39679,1.32452,43.95514,28.8521,40.3439,69.196,7730,11.1997,0.0,0.0,0.0,0.18965,Nimes,1.30689,0.0117,1.36659,1.29403,0.46405,0.0,75037,7.20915,0.0117,19.59115,46.0,2018-02-19 21:38,
LNS,12.0,6.0,8.0,1.22193,1.2043,0.99349,39.80748,8.5385,39.7692,48.3077,175,15.07745,0.0,0.0,0.0,0.00045,Lens,0.97586,0.0,0.43078,0.58592,0.0004,0.0048,74429,9.76935,0.0,13.1532,30.0,2018-02-19 21:38,
NIO,13.0,5.0,8.0,1.93114,1.91351,0.87274,23.83502,-16.99355,59.1597,42.16615,6990,18.8977,0.0,0.0,0.0,0.0,Niort,0.85511,0.0,0.00145,0.00064,0.0,0.1606,74459,8.22405,0.0,10.87825,29.0,2018-02-19 21:38,
FBBP,17.0,2.0,7.0,2.52893,2.5113,0.97958,18.33059,-36.7769,84.78745,48.01055,11895,23.9101,0.0,0.0,0.0,0.0,Bourg-Peronnas,0.96195,0.0,0.0019,0.00072,0.0,0.7936,75090,4.61455,0.0,9.47535,23.0,2018-02-19 21:38,
TOUR,20.0,4.0,2.0,2.04638,2.02875,0.68242,18.1056,-42.052,69.46415,27.41215,6992,26.3712,0.0,0.0,0.0,0.0,Tours,0.66479,0.0,0.00153,0.0005,0.0,0.9975,74996,7.19595,0.0,4.43285,10.0,2018-02-19 21:38,
PAR,4.0,10.0,12.0,1.20466,1.18703,0.89604,37.54371,9.74985,34.03925,43.7891,6851,7.8283,0.0,0.0,0.0,0.13715,Paris FC,0.87841,0.00165,1.08801,0.94345,0.1743,0.0,79049,13.98175,0.00165,16.18995,46.0,2018-02-19 21:38,
REI,4.0,3.0,19.0,0.86844,0.85081,1.23151,54.60071,42.32685,21.51235,63.8392,3243,5.87975,0.0,0.0,0.0,0.00195,Reims,1.21388,0.98165,1.06899,0.86806,0.9986,0.0,74454,6.5011,0.98165,25.61915,60.0,2018-02-19 21:38,
BRS,7.0,8.0,11.0,1.33194,1.31431,1.08763,39.87586,11.46005,43.0673,54.52735,6997,10.31645,0.0,0.0,0.0,0.0851,Brest,1.07,5e-05,1.17241,1.18557,0.0981,0.0,74453,11.4764,5e-05,16.20715,41.0,2018-02-19 21:38,
CLER,6.0,9.0,11.0,1.13601,1.11838,0.90818,39.40328,13.0901,32.4752,45.5653,3171,9.74215,0.0,0.0,0.0,0.05695,Clermont Foot,0.89055,0.0004,0.97614,1.02076,0.06345,0.0,74466,13.02095,0.0004,15.2369,42.0,2018-02-19 21:38,
