code,current_losses,current_ties,current_wins,d_rating,global_d,global_o,global_rating,goal_diff,goals_against,goals_scored,id,losses,make_champs,make_europa,make_playoffs,make_pro_rel,name,o_rating,position_1,pro_rel_d,pro_rel_o,promoted,relegated,sdr_id,ties,win_league,wins,current_points,last_updated,group
HAN,12.0,8.0,9.0,1.38159,1.06307,1.83753,62.82735,-9.8603,52.09595,42.23565,2428,14.68375,0.0,0.0,0.0,0.007,Hannover 96,1.51902,0.0,1.52035,1.38015,0.0,0.00165,74056,9.1695,0.0,10.14675,35.0,2018-04-11 20:47,
FRA,9.0,7.0,13.0,1.03637,0.71785,1.88329,71.89405,5.28385,39.97015,45.254,125,11.17705,0.11875,0.0,0.0,0.0,Eintracht Frankfurt,1.56477,0.0,0.00078,0.00117,0.0,0.0,74052,8.2294,0.0,14.59355,46.0,2018-04-11 20:47,
HSV,17.0,7.0,5.0,1.319,1.00048,1.6049,59.51904,-25.0969,53.1201,28.0232,127,19.3089,0.0,0.0,0.0,0.08955,Hamburg SV,1.28638,0.0,1.21885,1.38803,0.0,0.9059,78530,8.34855,0.0,6.34255,22.0,2018-04-11 20:47,
DOR,6.0,9.0,14.0,1.1399,0.82138,2.43001,78.03294,19.3376,45.92275,65.26035,124,7.6207,0.88315,0.0,0.0,0.0,Borussia Dortmund,2.11149,0.0,0.00085,0.00158,0.0,0.0,74050,10.19825,0.0,16.18105,51.0,2018-04-11 20:47,
LEV,7.0,9.0,13.0,1.02031,0.7018,2.26269,78.23611,17.54135,41.58775,59.1291,131,8.32805,0.72495,0.0,0.0,0.0,Bayer Leverkusen,1.94418,0.0,0.00077,0.00146,0.0,0.0,74045,10.2199,0.0,15.45205,48.0,2018-04-11 20:47,
BMU,3.0,3.0,23.0,0.71598,0.39746,3.30241,93.08415,65.484,24.24605,89.73005,132,3.32135,1.0,0.0,0.0,0.0,Bayern Munich,2.98389,1.0,0.00054,0.00224,0.0,0.0,74078,3.65585,1.0,27.0228,72.0,2018-04-11 20:47,
BRE,11.0,9.0,9.0,1.17169,0.85317,2.02152,71.09556,-1.7478,41.6777,39.9299,137,12.7692,0.0,0.0,0.0,0.0006,Werder Bremen,1.70301,0.0,0.8107,0.90416,0.0,0.00015,74042,10.3435,0.0,10.8873,36.0,2018-04-11 20:47,
HER,9.0,12.0,8.0,1.09696,0.77844,1.65332,66.04332,-0.90395,39.76705,38.8631,129,10.7744,0.0,0.0,0.0,0.0001,Hertha Berlin,1.3348,0.0,0.1629,0.14564,0.0,0.0,74051,13.4154,0.0,9.8102,36.0,2018-04-11 20:47,
STU,13.0,5.0,11.0,1.16102,0.8425,1.59319,63.17861,-11.2508,42.05115,30.80035,134,15.5209,0.0,0.0,0.0,0.0001,VfB Stuttgart,1.27467,0.0,0.1807,0.15476,0.0,5e-05,74040,6.1841,0.0,12.295,38.0,2018-04-11 20:47,
WLF,10.0,14.0,4.0,1.18057,0.86205,1.60493,62.93515,-9.56305,44.26335,34.7003,138,12.2746,0.0,0.0,0.0,0.27905,VfL Wolfsburg,1.28641,0.0,1.23018,1.21532,0.0,0.1343,74046,15.67595,0.0,6.04945,26.0,2018-04-03 20:46,
MGB,11.0,7.0,10.0,1.27569,0.95717,2.00393,68.39823,-7.1961,50.65245,43.45635,268,13.3902,5e-05,0.0,0.0,0.0002,Borussia Monchengladbach,1.68541,0.0,0.19843,0.19336,0.0,0.00015,74048,8.44545,0.0,12.16435,37.0,2018-04-03 20:46,
MNZ,14.0,8.0,6.0,1.26568,0.94716,1.61229,60.97949,-19.09485,54.59705,35.5022,2950,16.65975,0.0,0.0,0.0,0.4561,Mainz,1.29377,0.0,1.28962,1.24491,0.0,0.2359,74062,9.60725,0.0,7.733,26.0,2018-04-03 20:46,
AUG,10.0,9.0,9.0,1.2121,0.89359,1.82333,66.55399,-0.53105,44.2176,43.68655,3841,12.48625,5e-05,0.0,0.0,0.0011,FC Augsburg,1.50481,0.0,1.22906,1.15258,0.0,0.00045,74082,10.6333,0.0,10.88045,36.0,2018-04-03 20:46,
COL,18.0,5.0,5.0,1.49498,1.17646,1.79494,59.35913,-31.50305,65.0661,33.56305,122,20.95735,0.0,0.0,0.0,0.0755,FC Cologne,1.47642,0.0,1.37415,1.61623,0.0,0.91195,74049,6.47895,0.0,6.5637,20.0,2018-04-03 20:46,
FRE,10.0,12.0,6.0,1.27214,0.95362,1.59088,60.36115,-20.6214,53.2961,32.6747,126,12.283,0.0,0.0,0.0,0.09985,SC Freiburg,1.27236,0.0,1.38476,1.15479,0.0,0.0436,74053,13.7246,0.0,7.9924,30.0,2018-04-03 20:46,
HOF,8.0,9.0,11.0,1.19798,0.87946,2.26076,74.3751,12.82995,48.80025,61.6302,7911,9.87875,0.16525,0.0,0.0,0.0,TSG Hoffenheim,1.94224,0.0,0.0009,0.00146,0.0,0.0,84341,10.4626,0.0,13.65865,42.0,2018-04-03 20:46,
SCH,6.0,7.0,15.0,0.92866,0.61015,1.984,76.15635,15.4857,36.11305,51.59875,133,7.59295,0.96625,0.0,0.0,0.0,Schalke 04,1.66548,0.0,0.0007,0.00125,0.0,0.0,74039,8.6425,0.0,17.76455,52.0,2018-04-03 20:46,
RBL,8.0,7.0,13.0,1.10933,0.79082,2.20897,75.51739,7.8805,44.1925,52.073,11420,9.7958,0.502,0.0,0.0,0.0,RB Leipzig,1.89046,0.0,0.00083,0.00142,0.0,0.0,91099,8.57185,0.0,15.63235,46.0,2018-04-03 20:46,
HAN,12.0,8.0,8.0,1.38599,1.06747,1.81874,62.35305,-11.1238,52.63615,41.51235,2428,15.1069,0.0,0.0,0.0,0.04095,Hannover 96,1.50022,0.0,1.51755,1.36314,0.0,0.0153,74056,9.4247,0.0,9.4684,32.0,2018-04-03 20:46,
FRA,9.0,6.0,13.0,1.05522,0.7367,1.89404,71.62781,5.47845,40.2402,45.71865,125,11.4972,0.1685,0.0,0.0,0.0,Eintracht Frankfurt,1.57552,0.0,0.00079,0.00118,0.0,0.0,74052,7.48385,0.0,15.01895,45.0,2018-04-03 20:46,
HSV,17.0,7.0,4.0,1.29701,0.97849,1.48998,57.51876,-26.92805,52.3817,25.45365,127,19.8614,0.0,0.0,0.0,0.0468,Hamburg SV,1.17146,0.0,1.16676,1.31236,0.0,0.9493,78530,8.6566,0.0,5.482,19.0,2018-04-03 20:46,
DOR,6.0,9.0,13.0,1.16446,0.84595,2.39004,76.9761,16.90115,46.79715,63.6983,124,7.8637,0.76715,0.0,0.0,0.0,Borussia Dortmund,2.07153,0.0,0.00087,0.00155,0.0,0.0,74050,10.4453,0.0,15.691,48.0,2018-04-03 20:46,
LEV,7.0,9.0,12.0,1.03526,0.71675,2.15801,76.38846,13.76415,42.1661,55.93025,131,8.85165,0.4282,0.0,0.0,0.0,Bayer Leverkusen,1.8395,0.0,0.00078,0.00138,0.0,0.0,74045,10.5111,0.0,14.63725,45.0,2018-04-03 20:46,
BMU,3.0,3.0,22.0,0.72908,0.41056,3.36558,93.25657,64.1288,24.28935,88.41815,132,3.45225,1.0,0.0,0.0,0.0,Bayern Munich,3.04706,1.0,0.00055,0.00229,0.0,0.0,74078,3.8133,1.0,26.73445,69.0,2018-04-03 20:46,
BRE,10.0,9.0,9.0,1.15605,0.83753,2.02666,71.54346,-0.52255,40.88275,40.3602,137,12.0752,0.001,0.0,0.0,0.0004,Werder Bremen,1.70814,0.0,0.64465,0.68291,0.0,0.00025,74042,10.61625,0.0,11.30855,36.0,2018-04-03 20:46,
HER,8.0,12.0,8.0,1.09184,0.77332,1.63006,65.6994,-0.478,39.2307,38.7527,129,10.2653,0.00055,0.0,0.0,5e-05,Hertha Berlin,1.31154,0.0,0.09142,0.07764,0.0,5e-05,74051,13.7088,0.0,10.0259,36.0,2018-04-03 20:46,
STU,12.0,5.0,11.0,1.13534,0.81682,1.61971,64.38338,-8.9068,40.70775,31.80095,134,15.04,0.001,0.0,0.0,0.0,VfB Stuttgart,1.30119,0.0,0.00085,0.00098,0.0,0.0,74040,6.43315,0.0,12.52685,38.0,2018-04-03 20:46,
WLF,10.0,13.0,4.0,1.22917,0.91065,1.63194,62.29536,-10.3403,45.9568,35.6165,138,12.83065,0.0,0.0,0.0,0.30125,VfL Wolfsburg,1.31342,0.0,1.27106,1.25111,0.0,0.1902,74046,14.94145,0.0,6.2279,25.0,2018-03-18 18:59,
MGB,11.0,6.0,10.0,1.32966,1.01114,2.04384,67.88116,-7.24205,52.3828,45.14075,268,13.7968,0.0017,0.0,0.0,0.0007,Borussia Monchengladbach,1.72532,0.0,1.07266,0.97312,0.0,0.0004,74048,7.67925,0.0,12.52395,36.0,2018-03-18 18:59,
MNZ,14.0,7.0,6.0,1.29809,0.97958,1.6668,61.34157,-19.2097,56.26925,37.05955,2950,17.05215,0.0,0.0,0.0,0.3859,Mainz,1.34828,0.0,1.31985,1.29689,0.0,0.25505,74062,8.83475,0.0,8.1131,25.0,2018-03-18 18:59,
AUG,10.0,8.0,9.0,1.25535,0.93683,1.86553,66.32792,-1.3919,46.40095,45.00905,3841,13.08925,0.00085,0.0,0.0,0.00325,FC Augsburg,1.54701,0.0,1.4958,1.32726,0.0,0.00105,74082,9.8205,0.0,11.09025,35.0,2018-03-18 18:59,
COL,17.0,5.0,5.0,1.40231,1.08379,1.82922,62.18195,-25.5083,60.47935,34.97105,122,20.3451,0.0,0.0,0.0,0.13755,FC Cologne,1.5107,0.0,1.31049,1.61683,0.0,0.8229,74049,6.74605,0.0,6.90885,20.0,2018-03-18 18:59,
FRE,9.0,12.0,6.0,1.2723,0.95379,1.62543,61.09702,-19.4316,53.05245,33.62085,126,11.8575,0.0,0.0,0.0,0.0867,SC Freiburg,1.30692,0.0,1.39368,1.17643,0.0,0.0404,74053,13.9485,0.0,8.194,30.0,2018-03-18 18:59,
HOF,8.0,9.0,10.0,1.22754,0.90902,2.1478,71.94325,6.74295,50.08405,56.827,7911,10.2621,0.07665,0.0,0.0,0.0,TSG Hoffenheim,1.82928,0.0,0.00092,0.00137,0.0,0.0,84341,10.7256,0.0,13.0123,39.0,2018-03-18 18:59,
SCH,6.0,7.0,14.0,0.9567,0.63818,1.9842,75.49646,14.12155,37.0673,51.18885,133,7.82745,0.91105,0.0,0.0,0.0,Schalke 04,1.66568,5e-05,0.00072,0.00125,0.0,0.0,74039,8.87495,5e-05,17.2976,49.0,2018-03-18 18:59,
RBL,8.0,7.0,12.0,1.07789,0.75937,2.15333,75.36605,7.2312,43.31275,50.54395,11420,10.09385,0.3465,0.0,0.0,0.0,RB Leipzig,1.83482,0.0,0.00081,0.00138,0.0,0.0,91099,8.8201,0.0,15.08605,43.0,2018-03-18 18:59,
HAN,11.0,8.0,8.0,1.34186,1.02335,1.77987,62.61191,-9.96295,50.6946,40.73165,2428,14.4554,0.0,0.0,0.0,0.03155,Hannover 96,1.46135,0.0,1.48965,1.29321,0.0,0.013,74056,9.7186,0.0,9.826,32.0,2018-03-18 18:59,
FRA,8.0,6.0,13.0,1.04861,0.73009,1.90229,71.93149,6.52645,39.4752,46.00165,125,10.871,0.29655,0.0,0.0,0.0,Eintracht Frankfurt,1.58378,0.0,0.00079,0.00119,0.0,0.0,74052,7.76455,0.0,15.36445,45.0,2018-03-18 18:59,
HSV,17.0,6.0,4.0,1.31217,0.99365,1.47999,56.919,-27.56145,52.7782,25.21675,127,20.3844,0.0,0.0,0.0,0.0473,Hamburg SV,1.16148,0.0,1.17175,1.3075,0.0,0.94935,78530,7.93415,0.0,5.68145,18.0,2018-03-18 18:59,
DOR,5.0,9.0,13.0,1.10438,0.78587,2.43778,78.86183,22.03435,43.00655,65.0409,124,7.44115,0.839,0.0,0.0,0.0,Borussia Dortmund,2.11927,0.0,0.00083,0.00159,0.0,0.0,74050,10.59415,0.0,15.9647,48.0,2018-03-18 18:59,
LEV,7.0,8.0,12.0,1.06781,0.74929,2.21668,76.54246,14.4452,43.3971,57.8423,131,9.08535,0.52235,0.0,0.0,0.0,Bayer Leverkusen,1.89816,0.0,0.0008,0.00142,0.0,0.0,74045,9.7302,0.0,15.18445,44.0,2018-03-18 18:59,
BMU,3.0,3.0,21.0,0.75888,0.44036,3.27198,92.37508,58.94935,25.3962,84.34555,132,3.6198,1.0,0.0,0.0,0.0,Bayern Munich,2.95347,0.99995,0.00057,0.00222,0.0,0.0,74078,4.04525,0.99995,26.33495,66.0,2018-03-18 18:59,
BRE,10.0,9.0,8.0,1.16267,0.84416,2.01736,71.23225,-1.44985,41.10745,39.6576,137,12.44165,0.0008,0.0,0.0,0.0047,Werder Bremen,1.69884,0.0,1.36502,1.45323,0.0,0.00115,74042,10.87865,0.0,10.6797,33.0,2018-03-18 18:59,
HER,8.0,11.0,8.0,1.11599,0.79747,1.68234,66.14925,0.00125,40.26455,40.2658,129,10.504,0.00255,0.0,0.0,0.00105,Hertha Berlin,1.36382,0.0,0.74557,0.61287,0.0,0.00015,74051,12.98495,0.0,10.51105,35.0,2018-03-18 18:59,
STU,12.0,4.0,11.0,1.12556,0.80705,1.6349,64.94446,-7.9542,40.18295,32.22875,134,15.1596,0.002,0.0,0.0,5e-05,VfB Stuttgart,1.31639,0.0,0.10166,0.08785,0.0,0.0,74040,5.72395,0.0,13.11645,37.0,2018-03-18 18:59,
WLF,9.0,13.0,4.0,1.23269,0.91417,1.66251,62.8474,-9.19175,46.02605,36.8343,138,12.15865,0.0,0.0,0.0,0.2895,VfL Wolfsburg,1.34399,0.0,1.2842,1.25829,0.0,0.1517,74046,15.23795,0.0,6.6034,25.0,2018-03-14 18:55,
MGB,11.0,5.0,10.0,1.2863,0.96778,1.97132,67.56805,-7.47655,50.5549,43.07835,268,14.191,0.00645,0.0,0.0,0.00255,Borussia Monchengladbach,1.6528,0.0,1.41319,1.27043,0.0,0.00085,74048,6.9862,0.0,12.8228,35.0,2018-03-14 18:55,
MNZ,13.0,7.0,6.0,1.25671,0.93819,1.68863,62.79973,-16.33945,54.3387,37.99925,2950,16.43795,0.0,0.0,0.0,0.4006,Mainz,1.37011,0.0,1.29176,1.29985,0.0,0.20015,74062,9.13115,0.0,8.4309,25.0,2018-03-14 18:55,
AUG,9.0,8.0,9.0,1.19452,0.876,1.90389,68.48022,1.33,44.2117,45.5417,3841,12.27925,0.00845,0.0,0.0,0.00295,FC Augsburg,1.58537,0.0,1.44088,1.32851,0.0,0.00095,74082,10.11065,0.0,11.6101,35.0,2018-03-14 18:55,
COL,17.0,5.0,4.0,1.45969,1.14117,1.81056,60.48448,-28.7815,62.7243,33.9428,122,20.98795,0.0,0.0,0.0,0.05175,FC Cologne,1.49204,0.0,1.30898,1.66327,0.0,0.93965,74049,6.96595,0.0,6.0461,17.0,2018-03-14 18:55,
FRE,8.0,12.0,6.0,1.21419,0.89567,1.64624,62.9652,-17.6961,51.54765,33.85155,126,11.01625,0.0001,0.0,0.0,0.0664,SC Freiburg,1.32772,0.0,1.35506,1.16767,0.0,0.0294,74053,14.28825,0.0,8.6955,30.0,2018-03-14 18:55,
HOF,8.0,8.0,10.0,1.17091,0.85239,2.0929,72.31186,6.97165,48.09965,55.0713,7911,10.5564,0.1358,0.0,0.0,0.0,TSG Hoffenheim,1.77438,0.0,0.00088,0.00133,0.0,0.0,84341,10.0218,0.0,13.4218,38.0,2018-03-14 18:55,
SCH,6.0,7.0,13.0,0.98141,0.66289,1.98858,74.98371,12.98355,38.30875,51.2923,133,8.18845,0.84865,0.0,0.0,0.0,Schalke 04,1.67007,0.0,0.00074,0.00125,0.0,0.0,74039,9.205,0.0,16.60655,46.0,2018-03-14 18:55,
RBL,8.0,7.0,11.0,1.11557,0.79705,2.05499,72.94788,4.2046,44.7245,48.9291,11420,10.87675,0.16465,0.0,0.0,0.0,RB Leipzig,1.73647,0.0,0.00084,0.0013,0.0,0.0,91099,9.08795,0.0,14.0353,40.0,2018-03-14 18:55,
HAN,10.0,8.0,8.0,1.36075,1.04223,1.80161,62.60217,-10.1932,51.92205,41.72885,2428,14.086,0.00025,0.0,0.0,0.04455,Hannover 96,1.48309,0.0,1.51178,1.31876,0.0,0.01625,74056,9.90725,0.0,10.00675,32.0,2018-03-14 18:55,
FRA,8.0,6.0,12.0,1.06699,0.74847,1.8545,70.63886,3.7193,40.40595,44.12525,125,11.14685,0.23225,0.0,0.0,0.0,Eintracht Frankfurt,1.53598,0.0,0.0008,0.00115,0.0,0.0,74052,8.058,0.0,14.79515,42.0,2018-03-14 18:55,
HSV,16.0,6.0,4.0,1.25164,0.93312,1.47952,58.40928,-25.94195,51.13285,25.1909,127,19.55415,0.0,0.0,0.0,0.07805,Hamburg SV,1.161,0.0,1.12798,1.29381,0.0,0.90635,78530,8.3267,0.0,6.11915,18.0,2018-03-14 18:55,
DOR,5.0,9.0,12.0,1.14928,0.83076,2.52014,79.03825,22.28985,44.336,66.62585,124,7.6105,0.81335,0.0,0.0,0.0,Borussia Dortmund,2.20162,0.0,0.00086,0.00165,0.0,0.0,74050,10.74165,0.0,15.64785,45.0,2018-03-14 18:55,
LEV,6.0,8.0,12.0,1.05316,0.73464,2.28864,77.89548,17.873,42.38895,60.26195,131,8.17655,0.7872,0.0,0.0,0.0,Bayer Leverkusen,1.97013,0.0,0.00079,0.00148,0.0,0.0,74045,9.9325,0.0,15.89095,44.0,2018-03-14 18:55,
BMU,2.0,3.0,21.0,0.71517,0.39665,3.33572,93.26942,61.9293,24.12085,86.05015,132,2.7247,1.0,0.0,0.0,0.0,Bayern Munich,3.0172,1.0,0.00054,0.00226,0.0,0.0,74078,4.18295,1.0,27.09235,66.0,2018-03-14 18:55,
BRE,10.0,9.0,7.0,1.194,0.87548,1.94157,69.17533,-4.27995,41.73585,37.4559,137,12.98065,0.00045,0.0,0.0,0.0419,Werder Bremen,1.62305,0.0,1.34821,1.42103,0.0,0.014,74042,11.17315,0.0,9.8462,30.0,2018-03-14 18:55,
HER,8.0,11.0,7.0,1.11552,0.797,1.62013,64.89354,-1.40395,40.1649,38.76095,129,10.9346,0.00165,0.0,0.0,0.0127,Hertha Berlin,1.30161,0.0,1.32231,1.11617,0.0,0.00465,74051,13.3309,0.0,9.7345,32.0,2018-03-14 18:55,
STU,12.0,4.0,10.0,1.14434,0.82582,1.57538,63.22252,-9.99685,40.6406,30.64375,134,15.7282,0.00075,0.0,0.0,0.00905,VfB Stuttgart,1.25686,0.0,1.33317,1.08216,0.0,0.0036,74040,6.0423,0.0,12.2295,34.0,2018-03-14 18:55,
WLF,8.0,13.0,4.0,1.20453,0.88601,1.70876,64.48561,-6.4208,44.5237,38.1029,138,11.5773,0.0,0.0,0.0,0.23875,VfL Wolfsburg,1.39024,0.0,1.26859,1.29026,0.0,0.13665,74046,15.4985,0.0,6.9242,25.0,2018-03-04 18:52,
MGB,10.0,5.0,10.0,1.27464,0.95612,2.01205,68.56672,-5.90815,50.40365,44.4955,268,13.70325,0.02885,0.0,0.0,0.0022,Borussia Monchengladbach,1.69354,0.0,1.4392,1.31364,0.0,0.0009,74048,7.203,0.0,13.09375,35.0,2018-03-04 18:52,
MNZ,12.0,7.0,6.0,1.28999,0.97147,1.73127,62.86671,-15.5273,54.98955,39.46225,2950,15.85605,0.0,0.0,0.0,0.3238,Mainz,1.41275,0.0,1.33888,1.32488,0.0,0.19125,74062,9.3728,0.0,8.77115,25.0,2018-03-04 18:52,
AUG,9.0,8.0,8.0,1.19786,0.87934,1.84027,67.21753,-1.21875,44.6901,43.47135,3841,12.76935,0.0063,0.0,0.0,0.02615,FC Augsburg,1.52176,0.0,1.39461,1.31222,0.0,0.00795,74082,10.3983,0.0,10.83235,32.0,2018-03-04 18:52,
COL,16.0,5.0,4.0,1.45173,1.13321,1.80678,60.59128,-27.3428,61.44055,34.09775,122,20.52395,0.0,0.0,0.0,0.05895,FC Cologne,1.48826,0.0,1.30242,1.66011,0.0,0.9227,74049,7.19065,0.0,6.2854,17.0,2018-03-04 18:52,
FRE,8.0,11.0,6.0,1.24971,0.9312,1.68974,62.99302,-18.19025,53.226,35.03575,126,11.51065,0.00035,0.0,0.0,0.0922,SC Freiburg,1.37122,0.0,1.38384,1.21644,0.0,0.0465,74053,13.52565,0.0,8.9637,29.0,2018-03-04 18:52,
HOF,8.0,8.0,9.0,1.21292,0.89441,2.05617,70.74256,3.7704,49.4873,53.2577,7911,10.9608,0.10325,0.0,0.0,0.00055,TSG Hoffenheim,1.73765,0.0,0.91561,0.87048,0.0,0.0001,84341,10.27825,0.0,12.76095,35.0,2018-03-04 18:52,
SCH,6.0,7.0,12.0,1.0154,0.69689,2.02949,74.8464,11.97055,39.7771,51.74765,133,8.57205,0.7614,0.0,0.0,0.0,Schalke 04,1.71097,0.0,0.00076,0.00128,0.0,0.0,74039,9.4613,0.0,15.96665,43.0,2018-03-04 18:52,
RBL,8.0,6.0,11.0,1.14218,0.82366,2.08883,72.89613,4.4064,46.059,50.4654,11420,11.20895,0.25325,0.0,0.0,5e-05,RB Leipzig,1.77032,0.0,0.09922,0.10062,0.0,0.0,91099,8.3455,0.0,14.44555,39.0,2018-03-04 18:52,
HAN,9.0,8.0,8.0,1.30383,0.98531,1.8055,64.02107,-7.1422,49.48995,42.34775,2428,13.2233,0.0029,0.0,0.0,0.02935,Hannover 96,1.48698,0.0,1.48845,1.29951,0.0,0.0116,74056,10.21825,0.0,10.55845,32.0,2018-03-04 18:52,
FRA,7.0,6.0,12.0,1.06173,0.74321,1.81676,70.07982,3.78115,39.1216,42.90275,125,10.74585,0.34805,0.0,0.0,0.0,Eintracht Frankfurt,1.49824,0.0,0.0008,0.00112,0.0,0.0,74052,8.29765,0.0,14.9565,42.0,2018-03-04 18:52,
HSV,15.0,6.0,4.0,1.18455,0.86603,1.50095,60.58146,-21.7193,47.3693,25.65,127,19.25625,0.0,0.0,0.0,0.0846,Hamburg SV,1.18244,0.0,1.06835,1.29719,0.0,0.8922,78530,8.46965,0.0,6.2741,18.0,2018-03-04 18:52,
DOR,5.0,9.0,11.0,1.10232,0.7838,2.55669,80.42532,23.201,42.75185,65.95285,124,7.6175,0.7864,0.0,0.0,0.0,Borussia Dortmund,2.23817,0.0,0.00083,0.00168,0.0,0.0,74050,10.97175,0.0,15.41075,42.0,2018-03-04 18:52,
LEV,6.0,8.0,11.0,1.08279,0.76428,2.27264,77.03266,16.2375,43.7212,59.9587,131,8.48055,0.6974,0.0,0.0,0.0,Bayer Leverkusen,1.95412,0.0,0.00081,0.00147,0.0,0.0,74045,10.179,0.0,15.34045,41.0,2018-03-04 18:52,
BMU,2.0,3.0,20.0,0.71707,0.39855,3.19617,92.47994,57.13755,24.4559,81.59345,132,2.83125,1.0,0.0,0.0,0.0,Bayern Munich,2.87765,1.0,0.00054,0.00216,0.0,0.0,74078,4.3699,1.0,26.79885,63.0,2018-03-04 18:52,
BRE,10.0,9.0,6.0,1.19077,0.87225,1.93296,69.09635,-5.6477,41.82015,36.17245,137,13.21475,0.0006,0.0,0.0,0.1056,Werder Bremen,1.61444,0.0,1.31392,1.44548,0.0,0.04205,74042,11.4153,0.0,9.36995,27.0,2018-03-04 18:52,
HER,8.0,10.0,7.0,1.15409,0.83558,1.65742,64.69034,-1.177,41.4126,40.2356,129,11.25005,0.00655,0.0,0.0,0.0208,Hertha Berlin,1.33891,0.0,1.35917,1.12432,0.0,0.0088,74051,12.58285,0.0,10.1671,31.0,2018-03-04 18:52,
STU,12.0,3.0,10.0,1.17704,0.85852,1.60372,62.99809,-10.2103,42.1079,31.8976,134,16.1484,0.0047,0.0,0.0,0.017,VfB Stuttgart,1.2852,0.0,1.37087,1.08692,0.0,0.0072,74040,5.3212,0.0,12.5304,33.0,2018-03-04 18:52,
WLF,7.0,13.0,4.0,1.18518,0.86667,1.74207,65.62524,-5.2339,43.85925,38.62535,138,10.89525,0.0006,0.0,0.0,0.1741,VfL Wolfsburg,1.42355,0.0,1.26796,1.29207,0.0,0.1124,74046,15.7643,0.0,7.34045,25.0,2018-02-26 22:07,
MGB,10.0,4.0,10.0,1.22315,0.90463,1.99508,69.44919,-4.96005,49.07725,44.1172,268,13.86585,0.0745,0.0,0.0,0.0045,Borussia Monchengladbach,1.67656,0.0,1.48967,1.36908,0.0,0.001,74048,6.48435,0.0,13.6498,34.0,2018-02-26 22:07,
MNZ,12.0,6.0,6.0,1.30382,0.9853,1.78093,63.53473,-15.69095,56.50725,40.8163,2950,16.25695,0.0001,0.0,0.0,0.29845,Mainz,1.46241,0.0,1.3473,1.37664,0.0,0.233,74062,8.62765,0.0,9.1154,24.0,2018-02-26 22:07,
AUG,8.0,8.0,8.0,1.16799,0.84947,1.89904,69.02012,1.88285,43.66905,45.5519,3841,11.90565,0.03675,0.0,0.0,0.0128,FC Augsburg,1.58052,0.0,1.40701,1.34114,0.0,0.0044,74082,10.6492,0.0,11.44515,32.0,2018-02-26 22:07,
COL,15.0,5.0,4.0,1.40218,1.08366,1.76146,60.82175,-25.7045,58.9572,33.2527,122,19.7338,0.0,0.0,0.0,0.09,FC Cologne,1.44295,0.0,1.2778,1.58683,0.0,0.8697,74049,7.52885,0.0,6.73735,17.0,2018-02-26 22:07,
FRE,7.0,11.0,6.0,1.22771,0.90919,1.73461,64.43959,-15.07915,51.3203,36.24115,126,11.07085,0.0042,0.0,0.0,0.07765,SC Freiburg,1.4161,0.0,1.36695,1.23815,0.0,0.0425,74053,13.71555,0.0,9.2136,29.0,2018-02-26 22:07,
HOF,8.0,8.0,8.0,1.26292,0.9444,2.01706,68.92343,0.4715,51.557,52.0285,7911,11.60545,0.0584,0.0,0.0,0.0074,TSG Hoffenheim,1.69854,0.0,1.52612,1.42536,0.0,0.0025,84341,10.55835,0.0,11.8362,32.0,2018-02-26 22:07,
SCH,6.0,7.0,11.0,1.03068,0.71216,2.08125,75.31462,11.8214,40.87855,52.69995,133,8.7836,0.719,0.0,0.0,0.0,Schalke 04,1.76274,0.0,0.00077,0.00132,0.0,0.0,74039,9.65255,0.0,15.56385,40.0,2018-02-26 22:07,
RBL,8.0,5.0,11.0,1.16148,0.84296,2.12467,73.04278,4.66605,46.80365,51.4697,11420,11.5521,0.35675,0.0,0.0,0.0,RB Leipzig,1.80616,0.0,0.00087,0.00135,0.0,0.0,91099,7.5682,0.0,14.8797,38.0,2018-02-26 22:07,
HAN,8.0,8.0,8.0,1.31718,0.99866,1.83919,64.3651,-6.4109,50.05305,43.64215,2428,12.65475,0.0153,0.0,0.0,0.0285,Hannover 96,1.52067,0.0,1.50615,1.30264,0.0,0.0117,74056,10.4954,0.0,10.84985,32.0,2018-02-26 22:07,
FRA,7.0,6.0,11.0,1.08837,0.76985,1.83151,69.69961,3.4816,40.33745,43.81905,125,10.9583,0.31755,0.0,0.0,0.0,Eintracht Frankfurt,1.51299,0.0,0.00082,0.00113,0.0,0.0,74052,8.5442,0.0,14.4975,39.0,2018-02-26 22:07,
HSV,15.0,5.0,4.0,1.22843,0.90991,1.51397,59.76316,-21.9024,48.8886,26.9862,127,19.6707,0.0,0.0,0.0,0.08835,Hamburg SV,1.19546,0.0,1.10956,1.31279,0.0,0.8832,78530,7.72385,0.0,6.60545,17.0,2018-02-26 22:07,
DOR,5.0,8.0,11.0,1.12783,0.80931,2.58851,80.3223,23.51895,43.50475,67.0237,124,7.94575,0.8208,0.0,0.0,0.0,Borussia Dortmund,2.26999,0.0,0.00085,0.0017,0.0,0.0,74050,10.2144,0.0,15.83985,41.0,2018-02-26 22:07,
LEV,6.0,8.0,10.0,1.11081,0.7923,2.24502,76.02411,14.7106,44.2665,58.9771,131,8.92525,0.57005,0.0,0.0,0.0,Bayer Leverkusen,1.9265,0.0,0.00083,0.00144,0.0,0.0,74045,10.48755,0.0,14.5872,38.0,2018-02-26 22:07,
