code,current_losses,current_ties,current_wins,d_rating,global_d,global_o,global_rating,goal_diff,goals_against,goals_scored,id,losses,make_champs,make_europa,make_playoffs,make_pro_rel,name,o_rating,position_1,pro_rel_d,pro_rel_o,promoted,relegated,sdr_id,ties,win_league,wins,current_points,last_updated,group
NCE,13.0,9.0,15.0,1.00879,0.88857,1.67119,63.65711,0.9803,50.928,51.9083,2502,13.604,0.0,0.0,0.0,0.0,Nice,1.55098,0.0,0.00076,0.00116,0.0,0.0,74437,9.22855,0.0,15.16745,54.0,2018-05-16 20:41,
TRY,22.0,5.0,9.0,1.27466,1.15444,1.21477,46.68448,-25.55145,58.25435,32.7029,170,23.10165,0.0,0.0,0.0,0.1222,Troyes,1.09455,0.0,1.22987,1.14411,0.0,0.8328,74461,5.52565,0.0,9.3727,32.0,2018-05-06 21:01,
LYON,5.0,9.0,22.0,0.84213,0.72191,2.27205,77.935,46.1584,39.89705,86.05545,167,5.3302,0.90555,0.0,0.0,0.0,Lyon,2.15183,0.0,0.00063,0.00161,0.0,0.0,74432,9.43175,0.0,23.23805,75.0,2018-05-06 21:01,
TOU,18.0,10.0,8.0,1.08493,0.96471,1.35681,54.76454,-15.35285,51.5047,36.15185,179,18.8072,0.0,0.0,0.0,0.27745,Toulouse,1.23659,0.0,1.11744,1.1932,0.0,0.1575,74439,10.55975,0.0,8.63305,34.0,2018-05-06 21:01,
STRA,17.0,11.0,8.0,1.36717,1.24695,1.44059,50.00738,-24.6556,67.63715,42.98155,180,18.11595,0.0,0.0,0.0,0.33945,Strasbourg,1.32037,0.0,1.39568,1.28307,0.0,0.2298,74446,11.48445,0.0,8.3996,35.0,2018-05-06 21:01,
MNT,9.0,16.0,11.0,0.88708,0.76686,1.39306,60.70774,3.52835,32.73915,36.2675,274,9.581,0.0,0.0,0.0,0.0,Montpellier,1.27284,0.0,0.00067,0.00095,0.0,0.0,74452,16.58855,0.0,11.83045,49.0,2018-05-06 21:01,
LLE,19.0,8.0,9.0,1.31251,1.19229,1.48597,52.31049,-22.48825,64.1419,41.65365,166,19.8633,0.0,0.0,0.0,0.18405,Lille,1.36576,0.0,1.36219,1.30969,0.0,0.1061,74438,8.49605,0.0,9.64065,35.0,2018-05-06 21:01,
MON,6.0,8.0,22.0,1.09348,0.97326,2.10337,69.76877,37.46835,47.2505,84.71885,174,6.44865,0.64205,0.0,0.0,0.0,AS Monaco,1.98315,0.0,0.00082,0.00149,0.0,0.0,74430,8.47375,0.0,23.0776,74.0,2018-05-06 21:01,
NAN,14.0,10.0,12.0,1.04649,0.92627,1.35542,55.6976,-7.8991,43.2016,35.3025,165,14.7019,0.0,0.0,0.0,0.0,Nantes,1.2352,0.0,0.00078,0.00093,0.0,0.0,74463,10.5671,0.0,12.731,46.0,2018-05-06 21:01,
REN,12.0,9.0,15.0,0.9931,0.87288,1.52535,60.94726,2.3108,46.44415,48.75495,169,13.0541,0.0,0.0,0.0,0.0,Stade Rennes,1.40513,0.0,0.00074,0.00105,0.0,0.0,74434,9.44175,0.0,15.50415,54.0,2018-05-06 21:01,
AMI,16.0,9.0,11.0,1.16964,1.04942,1.2206,49.3276,-7.2764,43.2183,35.9419,3335,17.0174,0.0,0.0,0.0,0.0,Amiens,1.10038,0.0,0.00088,0.00083,0.0,0.0,74450,9.4429,0.0,11.5397,42.0,2018-05-06 21:01,
ANG,13.0,14.0,9.0,1.00283,0.88261,1.47468,59.57244,-6.65765,50.2227,43.56505,7868,13.6266,0.0,0.0,0.0,0.0,Angers,1.35446,0.0,0.00075,0.00102,0.0,0.0,74464,14.565,0.0,9.8084,41.0,2018-05-06 21:01,
PSG,2.0,5.0,29.0,0.76456,0.64434,3.02123,87.68787,84.8061,28.42445,113.23055,160,2.1559,1.0,0.0,0.0,0.0,Paris Saint-Germain,2.90101,1.0,0.00057,0.00218,0.0,0.0,74427,5.2959,1.0,30.5482,92.0,2018-05-06 21:01,
MTZ,22.0,8.0,6.0,1.4868,1.36658,1.38931,46.1407,-36.8361,72.998,36.1619,177,22.92405,0.0,0.0,0.0,0.0,Metz,1.26909,0.0,0.00112,0.00095,0.0,1.0,74444,8.54105,0.0,6.5349,26.0,2018-05-06 21:01,
STE,12.0,10.0,14.0,1.10461,0.98439,1.61148,60.05183,-7.10275,51.93915,44.8364,178,12.77505,0.0,0.0,0.0,0.0,St Etienne,1.49126,0.0,0.00083,0.00112,0.0,0.0,74436,10.47505,0.0,14.7499,52.0,2018-05-06 21:01,
DIJ,15.0,9.0,12.0,1.35734,1.23712,1.66739,55.30351,-18.05445,72.90295,54.8485,3170,15.74905,0.0,0.0,0.0,0.0,Dijon FCO,1.54717,0.0,0.00102,0.00116,0.0,0.0,74455,9.5201,0.0,12.73085,45.0,2018-05-06 21:01,
GUI,14.0,10.0,12.0,1.2365,1.11628,1.56397,55.84833,-10.9654,57.2444,46.279,171,14.95725,0.0,0.0,0.0,0.0,Guingamp,1.44375,0.0,0.00093,0.00108,0.0,0.0,74451,10.5225,0.0,12.52025,46.0,2018-05-06 21:01,
BOR,15.0,7.0,14.0,0.98398,0.86376,1.59443,62.67009,0.04645,47.9328,47.97925,159,15.4801,0.0,0.0,0.0,0.0,Bordeaux,1.47421,0.0,0.00074,0.00111,0.0,0.0,74428,7.5418,0.0,14.9781,49.0,2018-05-06 21:01,
MRS,5.0,10.0,21.0,0.88979,0.76957,2.21591,76.08692,34.3843,44.69745,79.08175,176,5.3068,0.4524,0.0,0.0,0.0,Marseille,2.09569,0.0,0.00067,0.00157,0.0,0.0,74431,10.4064,0.0,22.2868,73.0,2018-05-06 21:01,
CAN,19.0,7.0,10.0,1.20544,1.08522,1.24054,48.96555,-24.61715,52.16275,27.5456,2927,20.3243,0.0,0.0,0.0,0.07685,Caen,1.12032,0.0,1.23502,1.09151,0.0,0.03125,74445,7.42175,0.0,10.25395,37.0,2018-05-06 21:01,
NCE,13.0,9.0,14.0,1.0004,0.88018,1.59677,62.30851,-1.2456,50.63045,49.38485,2502,13.7892,0.0,0.0,0.0,0.0,Nice,1.47655,0.0,0.00075,0.00111,0.0,0.0,74437,9.47945,0.0,14.73135,51.0,2018-05-06 21:01,
TRY,21.0,5.0,9.0,1.2879,1.16769,1.21584,46.40362,-24.6299,57.75815,33.12825,170,22.9319,0.0,0.0,0.0,0.26565,Troyes,1.09562,0.0,1.25393,1.10731,0.0,0.7236,74461,5.6497,0.0,9.4184,32.0,2018-04-29 20:59,
LYON,5.0,9.0,21.0,0.84303,0.72281,2.29168,78.1907,45.2517,40.2837,85.5354,167,5.36605,0.92685,0.0,0.0,0.0,Lyon,2.17146,0.0,0.00063,0.00163,0.0,0.0,74432,9.57005,0.0,23.0639,72.0,2018-04-29 20:59,
TOU,17.0,10.0,8.0,1.00373,0.88351,1.35058,56.67104,-13.5226,49.09815,35.57555,179,17.95545,0.0,0.0,0.0,0.10235,Toulouse,1.23036,0.0,1.07159,1.14656,0.0,0.0547,74439,10.86005,0.0,9.1845,34.0,2018-04-29 20:59,
STRA,16.0,11.0,8.0,1.36204,1.24182,1.42328,49.72106,-24.5938,67.33165,42.73785,180,17.70535,0.0,0.0,0.0,0.2187,Strasbourg,1.30306,0.0,1.40823,1.25274,0.0,0.13965,74446,11.732,0.0,8.56265,35.0,2018-04-29 20:59,
MNT,9.0,16.0,10.0,0.90833,0.78811,1.36106,59.40044,1.1249,33.8786,35.0035,274,10.0217,0.0,0.0,0.0,0.0,Montpellier,1.24084,0.0,0.00068,0.00093,0.0,0.0,74452,16.91195,0.0,11.06635,46.0,2018-04-29 20:59,
LLE,19.0,8.0,8.0,1.30601,1.18579,1.3908,50.24686,-24.2926,63.5525,39.2599,166,20.41945,0.0,0.0,0.0,0.3652,Lille,1.27058,0.0,1.30533,1.25882,0.0,0.44505,74438,8.772,0.0,8.80855,32.0,2018-04-29 20:59,
MON,6.0,8.0,21.0,1.09533,0.97511,2.12063,70.02074,37.045,47.3703,84.4153,174,6.69145,0.5888,0.0,0.0,0.0,AS Monaco,2.00041,0.0,0.00082,0.0015,0.0,0.0,74430,8.72285,0.0,22.5857,71.0,2018-04-29 20:59,
NAN,13.0,10.0,12.0,1.01847,0.89825,1.38184,57.03505,-5.4663,41.92855,36.46225,165,13.9341,0.0,0.0,0.0,0.0,Nantes,1.26162,0.0,0.00076,0.00095,0.0,0.0,74463,10.88365,0.0,13.18225,46.0,2018-04-29 20:59,
REN,12.0,9.0,14.0,0.97882,0.8586,1.52012,61.19391,2.2228,46.20535,48.42815,169,13.21935,0.0,0.0,0.0,0.0,Stade Rennes,1.3999,0.0,0.00073,0.00105,0.0,0.0,74434,9.6993,0.0,15.08135,51.0,2018-04-29 20:59,
AMI,16.0,8.0,11.0,1.16885,1.04863,1.18452,48.43049,-9.0391,43.73625,34.69715,3335,17.773,0.0,0.0,0.0,0.0,Amiens,1.0643,0.0,0.00088,0.0008,0.0,0.0,74450,8.60415,0.0,11.62285,41.0,2018-04-29 20:59,
ANG,13.0,14.0,8.0,1.00983,0.88961,1.46193,59.10671,-7.5523,50.44925,42.89695,7868,13.96245,0.0,0.0,0.0,0.00015,Angers,1.34171,0.0,0.22698,0.2489,0.0,0.0001,74464,14.84465,0.0,9.1929,38.0,2018-04-29 20:59,
PSG,2.0,4.0,29.0,0.73583,0.61561,3.01964,88.12407,86.57605,27.1589,113.73495,160,2.23905,1.0,0.0,0.0,0.0,Paris Saint-Germain,2.89942,1.0,0.00055,0.00217,0.0,0.0,74427,4.4535,1.0,31.30745,91.0,2018-04-29 20:59,
MTZ,21.0,8.0,6.0,1.47316,1.35294,1.3975,46.63114,-35.7944,72.204,36.4096,177,22.2706,0.0,0.0,0.0,0.0097,Metz,1.27728,0.0,1.35573,1.42498,0.0,0.99365,74444,8.83135,0.0,6.89805,26.0,2018-04-29 20:59,
STE,11.0,10.0,14.0,1.03995,0.91973,1.60757,61.5549,-4.51925,49.684,45.16475,178,11.9905,0.0,0.0,0.0,0.0,St Etienne,1.48735,0.0,0.00078,0.00112,0.0,0.0,74436,10.77685,0.0,15.23265,52.0,2018-04-29 20:59,
DIJ,15.0,9.0,11.0,1.39228,1.27206,1.6289,53.67782,-19.86925,73.29655,53.4273,3170,16.0863,0.0,0.0,0.0,0.0,Dijon FCO,1.50868,0.0,0.00104,0.00113,0.0,0.0,74455,9.76715,0.0,12.14655,42.0,2018-04-29 20:59,
GUI,13.0,10.0,12.0,1.20372,1.0835,1.60049,57.42877,-9.12425,55.80445,46.6802,171,14.3698,0.0,0.0,0.0,0.0,Guingamp,1.48027,0.0,0.0009,0.00111,0.0,0.0,74451,10.77235,0.0,12.85785,46.0,2018-04-29 20:59,
BOR,15.0,7.0,13.0,0.98104,0.86082,1.51531,61.03173,-2.6388,48.3156,45.6768,159,15.97745,0.0,0.0,0.0,0.0,Bordeaux,1.39509,0.0,0.00074,0.00105,0.0,0.0,74428,7.8653,0.0,14.15725,46.0,2018-04-29 20:59,
MRS,5.0,10.0,20.0,0.89469,0.77447,2.24285,76.37907,34.39775,44.5795,78.97725,176,5.48085,0.48435,0.0,0.0,0.0,Marseille,2.12263,0.0,0.00067,0.00159,0.0,0.0,74431,10.62845,0.0,21.8907,70.0,2018-04-29 20:59,
CAN,18.0,7.0,10.0,1.2174,1.09718,1.24243,48.72704,-24.2883,51.92905,27.64075,2927,19.84225,0.0,0.0,0.0,0.03825,Caen,1.12221,0.0,1.26713,1.0707,0.0,0.016,74445,7.6675,0.0,10.49025,37.0,2018-04-29 20:59,
NCE,12.0,9.0,14.0,0.99694,0.87673,1.592,62.29315,-1.28735,50.544,49.25665,2502,13.40215,0.0,0.0,0.0,0.0,Nice,1.47178,0.0,0.00075,0.0011,0.0,0.0,74437,9.7088,0.0,14.88905,51.0,2018-04-29 20:59,
TRY,21.0,5.0,8.0,1.29257,1.17235,1.17402,45.23938,-26.6064,57.83255,31.22615,170,23.26635,0.0,0.0,0.0,0.2336,Troyes,1.0538,0.0,1.24121,1.09002,0.0,0.8092,74461,5.9476,0.0,8.78605,29.0,2018-04-25 18:38,
LYON,5.0,9.0,20.0,0.86316,0.74294,2.2745,77.51771,44.4488,41.0394,85.4882,167,5.5026,0.769,0.0,0.0,0.0,Lyon,2.15428,0.0,0.00065,0.00162,0.0,0.0,74432,9.77715,0.0,22.72025,69.0,2018-04-25 18:38,
TOU,16.0,10.0,8.0,0.98608,0.86586,1.33168,56.67242,-12.8706,48.1504,35.2798,179,17.39525,0.0,0.0,0.0,0.0489,Toulouse,1.21146,0.0,1.07815,1.10823,0.0,0.0217,74439,11.1709,0.0,9.43385,34.0,2018-04-25 18:38,
STRA,16.0,10.0,8.0,1.37432,1.2541,1.44524,49.95278,-24.73545,67.77635,43.0409,180,18.10375,0.0,0.0,0.0,0.1637,Strasbourg,1.32503,0.0,1.43564,1.25219,0.0,0.097,74446,11.00225,0.0,8.894,34.0,2018-04-25 18:38,
MNT,8.0,16.0,10.0,0.90126,0.78105,1.38223,60.08213,2.61635,33.66755,36.2839,274,9.24475,0.0,0.0,0.0,0.0,Montpellier,1.26201,0.0,0.00068,0.00095,0.0,0.0,74452,17.22085,0.0,11.5344,46.0,2018-04-25 18:38,
LLE,19.0,8.0,7.0,1.31959,1.19937,1.35439,49.06606,-26.01375,63.712,37.69825,166,20.72275,0.0,0.0,0.0,0.4139,Lille,1.23417,0.0,1.2987,1.24053,0.0,0.5662,74438,9.04085,0.0,8.2364,29.0,2018-04-25 18:38,
MON,6.0,7.0,21.0,1.11904,0.99882,2.20714,70.93897,38.88025,48.05525,86.9355,174,6.76885,0.71315,0.0,0.0,0.0,AS Monaco,2.08692,0.0,0.00084,0.00157,0.0,0.0,74430,7.8745,0.0,23.35665,70.0,2018-04-25 18:38,
NAN,12.0,10.0,12.0,1.00858,0.88836,1.40803,57.90011,-4.65545,41.87085,37.2154,165,13.57785,0.0,0.0,0.0,0.0,Nantes,1.28781,0.0,0.00076,0.00097,0.0,0.0,74463,11.109,0.0,13.31315,46.0,2018-04-25 18:38,
REN,12.0,9.0,13.0,0.96259,0.84237,1.49796,61.11816,1.60115,45.95215,47.5533,169,13.4553,0.0,0.0,0.0,0.0,Stade Rennes,1.37774,0.0,0.00072,0.00103,0.0,0.0,74434,9.9913,0.0,14.5534,48.0,2018-04-25 18:38,
AMI,16.0,7.0,11.0,1.22713,1.10691,1.20778,47.62524,-11.1077,46.411,35.3033,3335,18.5835,0.0,0.0,0.0,5e-05,Amiens,1.08756,0.0,0.09158,0.06992,0.0,5e-05,74450,7.74525,0.0,11.67125,40.0,2018-04-25 18:38,
ANG,13.0,13.0,8.0,1.01993,0.89971,1.45722,58.74368,-8.09095,51.0864,42.99545,7868,14.4488,0.0,0.0,0.0,0.0011,Angers,1.337,0.0,1.09829,1.11967,0.0,0.0003,74464,14.119,0.0,9.4322,37.0,2018-04-25 18:38,
PSG,2.0,3.0,29.0,0.66484,0.54462,3.06783,89.58401,89.62925,25.3719,115.00115,160,2.2345,1.0,0.0,0.0,0.0,Paris Saint-Germain,2.94761,1.0,0.0005,0.00221,0.0,0.0,74427,3.50265,1.0,32.26285,90.0,2018-04-25 18:38,
MTZ,20.0,8.0,6.0,1.43269,1.31248,1.41087,47.8384,-34.0411,70.67235,36.63125,177,21.6904,0.0,0.0,0.0,0.1236,Metz,1.29065,0.0,1.33937,1.37942,0.0,0.9023,74444,9.1064,0.0,7.2032,26.0,2018-04-25 18:38,
STE,11.0,10.0,13.0,1.05874,0.93852,1.59769,60.8796,-5.9391,50.9975,45.0584,178,12.44645,0.0,0.0,0.0,0.0,St Etienne,1.47747,0.0,0.00079,0.00111,0.0,0.0,74436,11.05555,0.0,14.498,49.0,2018-04-25 18:38,
DIJ,14.0,9.0,11.0,1.37606,1.25584,1.63416,54.15975,-18.2826,71.74405,53.46145,3170,15.54805,0.0,0.0,0.0,0.0,Dijon FCO,1.51394,0.0,0.00103,0.00114,0.0,0.0,74455,10.02305,0.0,12.4289,42.0,2018-04-25 18:38,
GUI,13.0,9.0,12.0,1.2282,1.10798,1.48833,54.34395,-12.296,57.05425,44.75825,171,15.36415,0.0,0.0,0.0,0.0,Guingamp,1.36811,0.0,0.00092,0.00103,0.0,0.0,74451,9.85375,0.0,12.7821,45.0,2018-04-25 18:38,
BOR,15.0,7.0,12.0,0.98495,0.86473,1.49906,60.57246,-4.0186,48.29375,44.27515,159,16.2115,0.0,0.0,0.0,0.0,Bordeaux,1.37884,0.0,0.00074,0.00103,0.0,0.0,74428,8.1141,0.0,13.6744,43.0,2018-04-25 18:38,
MRS,5.0,9.0,20.0,0.91194,0.79173,2.27214,76.43512,35.08045,44.72875,79.8092,176,5.72735,0.51785,0.0,0.0,0.0,Marseille,2.15192,0.0,0.00068,0.00161,0.0,0.0,74431,9.8681,0.0,22.40455,69.0,2018-04-25 18:38,
