code,current_losses,current_ties,current_wins,d_rating,d_rating_third,global_d,global_o,global_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_round_of_16,make_semis,name,o_rating,o_rating_third,sdr_id,ties,win_league,wins,current_points,last_updated
MON,4.0,2.0,0.0,0.99258,0.0003,0.87236,2.34245,75.74396,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.22223,0.00067,74430,2.0,0.0,0.0,2.0,2018-03-18 22:12
QBG,4.0,2.0,0.0,0.77713,0.00023,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00054,89793,2.0,0.0,0.0,2.0,2018-03-18 22:12
MNC,1.0,0.0,5.0,0.60005,0.00018,0.42489,2.9915,90.81289,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.28264,1.0,1.0,0.57284,Manchester City,2.81634,0.00084,73608,0.0,0.1371,5.0,15.0,2018-03-18 22:12
RBL,3.0,1.0,2.0,1.07789,1.07789,0.75937,2.15333,75.36605,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.83482,1.83482,91099,1.0,0.0,2.0,7.0,2018-03-18 22:12
ATL,1.0,4.0,1.0,0.72015,0.72015,0.33906,2.37878,87.17325,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.99769,1.99769,74010,4.0,0.0,1.0,7.0,2018-03-18 22:12
POR,2.0,1.0,3.0,0.66758,0.0002,0.70098,2.30781,78.87785,5.0,G,0.0,1.0,0.0,0.0,437,2.0,0.0,0.0,1.0,0.0,FC Porto,2.34122,0.0007,74329,1.0,0.0,3.0,10.0,2018-03-18 22:12
OLY,5.0,1.0,0.0,0.7583,0.00023,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00056,74236,1.0,0.0,0.0,1.0,2018-03-18 22:12
BEN,6.0,0.0,0.0,0.65827,0.0002,0.69167,2.25662,78.36944,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.29003,0.00069,74332,0.0,0.0,0.0,0.0,2018-03-18 22:12
CSKA,3.0,0.0,3.0,0.73887,0.73887,0.62343,1.82404,73.1691,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.7086,1.7086,74347,0.0,0.0,3.0,9.0,2018-03-18 22:12
CEL,5.0,0.0,1.0,0.65857,0.65857,1.20001,1.61728,55.06778,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.15872,2.15872,73714,0.0,0.0,1.0,3.0,2018-03-18 22:12
ROM,1.0,2.0,3.0,0.76821,0.00023,0.64567,2.22123,78.8734,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.03618,1.0,1.0,0.12922,AS Roma,2.09869,0.00063,73831,2.0,0.0125,3.0,11.0,2018-03-18 22:12
NAP,4.0,0.0,2.0,0.63927,0.63927,0.51673,2.37178,83.52611,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.24924,2.24924,73848,0.0,0.0,2.0,6.0,2018-03-18 22:12
BAR,0.0,2.0,4.0,0.62908,0.00019,0.24798,3.15082,94.16741,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.53938,1.0,1.0,0.87078,Barcelona,2.76972,0.00083,74014,2.0,0.30284,4.0,14.0,2018-03-18 22:12
NIC,4.0,2.0,0.0,0.6278,0.00019,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00064,72948,2.0,0.0,0.0,2.0,2018-03-18 22:12
JUV,1.0,2.0,3.0,0.4332,0.00013,0.31066,2.46665,88.55736,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.21322,1.0,1.0,0.47402,Juventus,2.34411,0.0007,73847,2.0,0.09812,3.0,11.0,2018-03-18 22:12
RSCA,5.0,0.0,1.0,0.95993,0.00029,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00056,72889,0.0,0.0,1.0,3.0,2018-03-18 22:12
BMU,1.0,0.0,5.0,0.75888,0.00023,0.44036,3.27198,92.37508,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.46986,1.0,1.0,0.89296,Bayern Munich,2.95347,0.00089,74078,0.0,0.23648,5.0,15.0,2018-03-18 22:12
CHE,1.0,2.0,3.0,0.84731,0.00025,0.67215,2.40774,80.79134,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.0,0.0,1.0,0.0,Chelsea,2.23258,0.00067,73598,2.0,0.0,3.0,11.0,2018-03-18 22:12
TOT,0.0,1.0,5.0,0.66872,0.0002,0.49356,2.67151,87.10364,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.0,0.0,1.0,0.0,Tottenham Hotspur,2.49635,0.00075,73602,1.0,0.0,5.0,16.0,2018-03-18 22:12
SCP,3.0,1.0,2.0,0.80382,0.80382,0.83722,1.94653,70.16203,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,1.97993,1.97993,74330,1.0,0.0,2.0,7.0,2018-03-18 22:12
MAR,3.0,3.0,0.0,0.97275,0.00029,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00064,74166,3.0,0.0,0.0,3.0,2018-03-18 22:12
SEV,1.0,3.0,2.0,1.26047,0.00038,0.87937,2.14339,72.53136,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.01718,1.0,1.0,0.10704,Sevilla FC,1.76229,0.00053,93401,3.0,0.0043,2.0,9.0,2018-03-18 22:12
FEY,5.0,0.0,1.0,1.17301,0.00035,1.432,1.83364,54.48379,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,2.09263,0.00063,74504,0.0,0.0,1.0,3.0,2018-03-18 22:12
BES,0.0,2.0,4.0,0.82715,0.00025,0.89385,1.89217,67.84262,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,0.0,0.0,1.0,0.0,Besiktas,1.95887,0.00059,74202,2.0,0.0,4.0,14.0,2018-03-18 22:12
MAN,1.0,0.0,5.0,0.84197,0.00025,0.66681,2.28154,79.2473,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.04666,0.60908,1.0,0.1765,Manchester United,2.10638,0.00063,73601,0.0,0.01624,5.0,15.0,2018-03-12 21:55
MAD,1.0,1.0,4.0,0.97456,0.00029,0.59346,3.52535,91.93185,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.30062,1.0,1.0,0.58188,Real Madrid,3.14425,0.00094,74013,1.0,0.15024,4.0,13.0,2018-03-12 21:55
BAS,2.0,0.0,4.0,0.85415,0.00026,0.9516,1.8097,64.90406,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.0,0.0,1.0,0.0,Basel,1.90714,0.00057,93159,0.0,0.0,4.0,12.0,2018-03-12 21:55
PSG,1.0,0.0,5.0,0.59154,0.00018,0.47133,3.13279,91.10006,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,3.01257,0.0009,74427,0.0,0.0,5.0,15.0,2018-03-12 21:55
SPM,2.0,3.0,1.0,0.97776,0.97776,0.86232,1.99009,70.34102,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,1.87465,1.87465,74345,3.0,0.0,1.0,6.0,2018-03-12 21:55
SHK,2.0,0.0,4.0,0.79003,0.00024,0.87147,2.20062,73.61887,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.02066,0.5205,1.0,0.10448,Shakhtar Donetsk,2.28205,0.00068,74219,0.0,0.00826,4.0,12.0,2018-03-12 21:55
DOR,4.0,2.0,0.0,1.14928,1.14928,0.83076,2.52014,79.03825,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.20162,2.20162,74050,2.0,0.0,0.0,2.0,2018-03-12 21:55
LIV,0.0,3.0,3.0,0.74319,0.00022,0.56803,2.91845,88.03474,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.20848,1.0,1.0,0.4804,Liverpool,2.74329,0.00082,73600,3.0,0.09346,3.0,12.0,2018-03-12 21:55
MON,4.0,2.0,0.0,0.97482,0.00029,0.8546,2.37458,76.578,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.25436,0.00068,74430,2.0,0.0,0.0,2.0,2018-03-12 21:55
QBG,4.0,2.0,0.0,0.77713,0.00023,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00054,89793,2.0,0.0,0.0,2.0,2018-03-12 21:55
MNC,1.0,0.0,5.0,0.60005,0.00018,0.42489,2.9915,90.81289,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.30686,1.0,1.0,0.58236,Manchester City,2.81634,0.00084,73608,0.0,0.15266,5.0,15.0,2018-03-12 21:55
RBL,3.0,1.0,2.0,1.11557,1.11557,0.79705,2.05499,72.94788,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.73647,1.73647,91099,1.0,0.0,2.0,7.0,2018-03-12 21:55
ATL,1.0,4.0,1.0,0.67874,0.67874,0.29764,2.29446,87.15452,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.91336,1.91336,74010,4.0,0.0,1.0,7.0,2018-03-12 21:55
POR,2.0,1.0,3.0,0.67656,0.0002,0.70996,2.33468,79.0529,5.0,G,0.0,1.0,0.0,0.0,437,2.0,0.0,0.0,1.0,0.0,FC Porto,2.36808,0.00071,74329,1.0,0.0,3.0,10.0,2018-03-12 21:55
OLY,5.0,1.0,0.0,0.7583,0.00023,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00056,74236,1.0,0.0,0.0,1.0,2018-03-12 21:55
BEN,6.0,0.0,0.0,0.68938,0.00021,0.72278,2.24556,77.53979,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.27896,0.00068,74332,0.0,0.0,0.0,0.0,2018-03-12 21:55
CSKA,3.0,0.0,3.0,0.71864,0.71864,0.6032,1.759,72.51925,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.64356,1.64356,74347,0.0,0.0,3.0,9.0,2018-03-12 21:55
CEL,5.0,0.0,1.0,0.69735,0.69735,1.23879,1.72387,56.46705,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.26531,2.26531,73714,0.0,0.0,1.0,3.0,2018-03-12 21:55
ROM,1.0,2.0,3.0,0.82034,0.00025,0.6978,2.27298,78.46585,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.03588,0.4795,1.0,0.13452,AS Roma,2.15044,0.00065,73831,2.0,0.01206,3.0,11.0,2018-03-12 21:55
NAP,4.0,0.0,2.0,0.63094,0.63094,0.5084,2.40488,84.0751,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.28234,2.28234,73848,0.0,0.0,2.0,6.0,2018-03-12 21:55
BAR,0.0,2.0,4.0,0.61949,0.00019,0.23839,3.17795,94.41508,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.40338,0.88592,1.0,0.62688,Barcelona,2.79686,0.00084,74014,2.0,0.22408,4.0,14.0,2018-03-12 21:55
NIC,4.0,2.0,0.0,0.6278,0.00019,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00064,72948,2.0,0.0,0.0,2.0,2018-03-12 21:55
JUV,1.0,2.0,3.0,0.46573,0.00014,0.34319,2.53858,88.5998,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.25542,1.0,1.0,0.53432,Juventus,2.41604,0.00072,73847,2.0,0.12072,3.0,11.0,2018-03-12 21:55
RSCA,5.0,0.0,1.0,0.95993,0.00029,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00056,72889,0.0,0.0,1.0,3.0,2018-03-12 21:55
BMU,1.0,0.0,5.0,0.7014,0.00021,0.38288,3.32884,93.40056,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.39456,0.99994,1.0,0.6619,Bayern Munich,3.01033,0.0009,74078,0.0,0.21334,5.0,15.0,2018-03-12 21:55
CHE,1.0,2.0,3.0,0.85037,0.00026,0.67521,2.41625,80.8365,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.01498,0.11408,1.0,0.04372,Chelsea,2.24109,0.00067,73598,2.0,0.00576,3.0,11.0,2018-03-12 21:55
TOT,0.0,1.0,5.0,0.66872,0.0002,0.49356,2.67151,87.10364,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.0,0.0,1.0,0.0,Tottenham Hotspur,2.49635,0.00075,73602,1.0,0.0,5.0,16.0,2018-03-12 21:55
SCP,3.0,1.0,2.0,0.82722,0.82722,0.86062,1.94845,69.64674,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,1.98185,1.98185,74330,1.0,0.0,2.0,7.0,2018-03-12 21:55
MAR,3.0,3.0,0.0,0.97275,0.00029,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00064,74166,3.0,0.0,0.0,3.0,2018-03-12 21:55
SEV,1.0,3.0,2.0,1.24613,0.00037,0.86503,2.11345,72.36435,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.0125,0.39092,1.0,0.07304,Sevilla FC,1.73235,0.00052,93401,3.0,0.00318,2.0,9.0,2018-03-12 21:55
FEY,5.0,0.0,1.0,1.06424,0.00032,1.32323,1.70936,54.26498,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,1.96835,0.00059,74504,0.0,0.0,1.0,3.0,2018-03-12 21:55
BES,0.0,2.0,4.0,0.83755,0.00025,0.90425,1.94876,68.63208,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,0.0,6.000000000000001e-05,1.0,0.0,Besiktas,2.01547,0.0006,74202,2.0,0.0,4.0,14.0,2018-03-12 21:55
MAN,1.0,0.0,5.0,0.85128,0.00026,0.67611,2.27725,78.98963,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.04822,0.5935,1.0,0.17206,Manchester United,2.10209,0.00063,73601,0.0,0.01696,5.0,15.0,2018-03-05 21:56
MAD,1.0,1.0,4.0,1.00358,0.0003,0.62248,3.49963,91.42645,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.22412,0.74544,1.0,0.4303,Real Madrid,3.11853,0.00094,74013,1.0,0.1107,4.0,13.0,2018-03-05 21:56
BAS,2.0,0.0,4.0,0.88543,0.00027,0.98288,1.83406,64.63712,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.0,4e-05,1.0,2e-05,Basel,1.9315,0.00058,93159,0.0,0.0,4.0,12.0,2018-03-05 21:56
PSG,1.0,0.0,5.0,0.58739,0.00018,0.46717,3.17056,91.40309,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.0898,0.25456,1.0,0.16032,Paris Saint-Germain,3.05034,0.00092,74427,0.0,0.04656,5.0,15.0,2018-03-05 21:56
SPM,2.0,3.0,1.0,1.01509,1.01509,0.89965,2.06394,70.75556,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,1.9485,1.9485,74345,3.0,0.0,1.0,6.0,2018-03-05 21:56
SHK,2.0,0.0,4.0,0.79003,0.00024,0.87147,2.20062,73.61887,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.02052,0.53112,1.0,0.10536,Shakhtar Donetsk,2.28205,0.00068,74219,0.0,0.0078,4.0,12.0,2018-03-05 21:56
DOR,4.0,2.0,0.0,1.10232,1.10232,0.7838,2.55669,80.42532,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.23817,2.23817,74050,2.0,0.0,0.0,2.0,2018-03-05 21:56
LIV,0.0,3.0,3.0,0.75924,0.00023,0.58408,3.02414,88.64906,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.23158,0.99958,1.0,0.50478,Liverpool,2.84898,0.00085,73600,3.0,0.10824,3.0,12.0,2018-03-05 21:56
MON,4.0,2.0,0.0,0.96242,0.00029,0.8422,2.38941,77.04484,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.26919,0.00068,74430,2.0,0.0,0.0,2.0,2018-03-05 21:56
QBG,4.0,2.0,0.0,0.77713,0.00023,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00054,89793,2.0,0.0,0.0,2.0,2018-03-05 21:56
MNC,1.0,0.0,5.0,0.59915,0.00018,0.42399,3.09633,91.52592,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.33476,0.99996,1.0,0.61226,Manchester City,2.92117,0.00088,73608,0.0,0.17256,5.0,15.0,2018-03-05 21:56
RBL,3.0,1.0,2.0,1.14218,1.14218,0.82366,2.08883,72.89613,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.77032,1.77032,91099,1.0,0.0,2.0,7.0,2018-03-05 21:56
ATL,1.0,4.0,1.0,0.69442,0.69442,0.31333,2.24799,86.34246,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.86689,1.86689,74010,4.0,0.0,1.0,7.0,2018-03-05 21:56
POR,2.0,1.0,3.0,0.69434,0.00021,0.72774,2.43639,80.02513,5.0,G,0.0,1.0,0.0,0.0,437,2.0,6.000000000000001e-05,0.00042,1.0,0.0002,FC Porto,2.46979,0.00074,74329,1.0,4e-05,3.0,10.0,2018-03-05 21:56
OLY,5.0,1.0,0.0,0.7583,0.00023,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00056,74236,1.0,0.0,0.0,1.0,2018-03-05 21:56
BEN,6.0,0.0,0.0,0.70346,0.00021,0.73686,2.26771,77.55182,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.30111,0.00069,74332,0.0,0.0,0.0,0.0,2018-03-05 21:56
CSKA,3.0,0.0,3.0,0.76608,0.76608,0.65064,1.71177,70.4388,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.59633,1.59633,74347,0.0,0.0,3.0,9.0,2018-03-05 21:56
CEL,5.0,0.0,1.0,0.67299,0.67299,1.21443,1.64477,55.33389,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.18621,2.18621,73714,0.0,0.0,1.0,3.0,2018-03-05 21:56
ROM,1.0,2.0,3.0,0.84001,0.00025,0.71747,2.24814,77.69169,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.03302,0.46888,1.0,0.12692,AS Roma,2.1256,0.00064,73831,2.0,0.0113,3.0,11.0,2018-03-05 21:56
NAP,4.0,0.0,2.0,0.66885,0.66885,0.54631,2.46256,83.97169,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.34002,2.34002,73848,0.0,0.0,2.0,6.0,2018-03-05 21:56
BAR,0.0,2.0,4.0,0.64142,0.00019,0.26033,3.16862,94.10019,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.39452,0.88458,1.0,0.61864,Barcelona,2.78752,0.00084,74014,2.0,0.21924,4.0,14.0,2018-03-05 21:56
NIC,4.0,2.0,0.0,0.6278,0.00019,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00064,72948,2.0,0.0,0.0,2.0,2018-03-05 21:56
JUV,1.0,2.0,3.0,0.458,0.00014,0.33546,2.5033,88.426,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.07978,0.29208,1.0,0.16328,Juventus,2.38076,0.00071,73847,2.0,0.0391,3.0,11.0,2018-03-05 21:56
RSCA,5.0,0.0,1.0,0.95993,0.00029,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00056,72889,0.0,0.0,1.0,3.0,2018-03-05 21:56
BMU,1.0,0.0,5.0,0.71707,0.00022,0.39855,3.19617,92.47994,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.36012,0.99976,1.0,0.6317,Bayern Munich,2.87765,0.00086,74078,0.0,0.1879,5.0,15.0,2018-03-05 21:56
CHE,1.0,2.0,3.0,0.82838,0.00025,0.65322,2.35915,80.56111,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.01692,0.11542,1.0,0.04554,Chelsea,2.18399,0.00066,73598,2.0,0.00646,3.0,11.0,2018-03-05 21:56
TOT,0.0,1.0,5.0,0.64815,0.00019,0.47299,2.59876,86.78431,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.15122,0.70792,1.0,0.34574,Tottenham Hotspur,2.4236,0.00073,73602,1.0,0.06882,5.0,16.0,2018-03-05 21:56
SCP,3.0,1.0,2.0,0.82842,0.82842,0.86182,1.91556,69.02781,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,1.94896,1.94896,74330,1.0,0.0,2.0,7.0,2018-03-05 21:56
MAR,3.0,3.0,0.0,0.97275,0.00029,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00064,74166,3.0,0.0,0.0,3.0,2018-03-05 21:56
SEV,1.0,3.0,2.0,1.23784,0.00037,0.85674,2.16185,73.33129,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.01532,0.4065,1.0,0.08274,Sevilla FC,1.78075,0.00053,93401,3.0,0.0043,2.0,9.0,2018-03-05 21:56
FEY,5.0,0.0,1.0,1.07381,0.00032,1.3328,1.67938,53.41152,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,1.93837,0.00058,74504,0.0,0.0,1.0,3.0,2018-03-05 21:56
BES,0.0,2.0,4.0,0.87236,0.00026,0.93906,2.0038,68.81104,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,4e-05,0.00024,1.0,0.00014,Besiktas,2.0705,0.00062,74202,2.0,2e-05,4.0,14.0,2018-03-05 21:56
MAN,1.0,0.0,5.0,0.83426,0.00025,0.6591,2.221,78.57681,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.04782,0.61668,1.0,0.17888,Manchester United,2.04584,0.00061,73601,0.0,0.01606,5.0,15.0,2018-02-26 23:04
MAD,1.0,1.0,4.0,0.99942,0.0003,0.61832,3.57053,91.89365,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.24516,0.76052,1.0,0.45546,Real Madrid,3.18943,0.00096,74013,1.0,0.12262,4.0,13.0,2018-02-26 23:04
BAS,2.0,0.0,4.0,0.88543,0.00027,0.98288,1.83406,64.63712,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.0,2e-05,1.0,0.0,Basel,1.9315,0.00058,93159,0.0,0.0,4.0,12.0,2018-02-26 23:04
PSG,1.0,0.0,5.0,0.61457,0.00018,0.49435,3.20021,91.22185,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.08242,0.23948,1.0,0.14868,Paris Saint-Germain,3.07999,0.00092,74427,0.0,0.043,5.0,15.0,2018-02-26 23:04
SPM,2.0,3.0,1.0,1.08108,1.08108,0.96564,2.14863,70.70145,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,2.03319,2.03319,74345,3.0,0.0,1.0,6.0,2018-02-26 23:04
SHK,2.0,0.0,4.0,0.79003,0.00024,0.87147,2.20062,73.61887,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.02336,0.55416,1.0,0.11522,Shakhtar Donetsk,2.28205,0.00068,74219,0.0,0.00938,4.0,12.0,2018-02-26 23:04
DOR,4.0,2.0,0.0,1.12783,1.12783,0.80931,2.58851,80.3223,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.26999,2.26999,74050,2.0,0.0,0.0,2.0,2018-02-26 23:04
LIV,0.0,3.0,3.0,0.77578,0.00023,0.60062,3.07437,88.79394,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.23662,0.99962,1.0,0.51488,Liverpool,2.89921,0.00087,73600,3.0,0.10954,3.0,12.0,2018-02-26 23:04
MON,4.0,2.0,0.0,0.9636,0.00029,0.84338,2.36913,76.73466,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.24891,0.00067,74430,2.0,0.0,0.0,2.0,2018-02-26 23:04
QBG,4.0,2.0,0.0,0.77713,0.00023,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00054,89793,2.0,0.0,0.0,2.0,2018-02-26 23:04
MNC,1.0,0.0,5.0,0.65597,0.0002,0.48081,3.16844,91.2018,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.32494,0.99998,1.0,0.60062,Manchester City,2.99327,0.0009,73608,0.0,0.16424,5.0,15.0,2018-02-26 23:04
RBL,3.0,1.0,2.0,1.16148,1.16148,0.84296,2.12467,73.04278,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.80616,1.80616,91099,1.0,0.0,2.0,7.0,2018-02-26 23:04
ATL,1.0,4.0,1.0,0.70962,0.70962,0.32852,2.19764,85.46383,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.81654,1.81654,74010,4.0,0.0,1.0,7.0,2018-02-26 23:04
POR,2.0,1.0,3.0,0.68248,0.0002,0.71589,2.43735,80.27778,5.0,G,0.0,1.0,0.0,0.0,437,2.0,8e-05,0.00038,1.0,0.00016,FC Porto,2.47075,0.00074,74329,1.0,6.000000000000001e-05,3.0,10.0,2018-02-26 23:04
OLY,5.0,1.0,0.0,0.7583,0.00023,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00056,74236,1.0,0.0,0.0,1.0,2018-02-26 23:04
