code,current_losses,current_ties,current_wins,d_rating,d_rating_third,global_d,global_o,global_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_round_of_16,make_semis,name,o_rating,o_rating_third,sdr_id,ties,win_league,wins,current_points,last_updated
BAR,0.0,2.0,4.0,0.65108,0.0001,0.26998,3.3646,94.87636,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.39501,0.76509,1.0,0.58024,Barcelona,2.9835,0.00045,74014,2.0,0.22435,4.0,14.0,2018-01-07 22:14
NIC,4.0,2.0,0.0,0.6278,9e-05,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00032,72948,2.0,0.0,0.0,2.0,2018-01-07 22:14
JUV,1.0,2.0,3.0,0.56099,8e-05,0.43845,2.52853,86.74125,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.14193,0.58022,1.0,0.30356,Juventus,2.40599,0.00036,73847,2.0,0.06661,3.0,11.0,2018-01-07 22:14
RSCA,5.0,0.0,1.0,0.95993,0.00014,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00028,72889,0.0,0.0,1.0,3.0,2018-01-07 22:14
BMU,1.0,0.0,5.0,0.69905,0.0001,0.38053,3.08348,92.0506,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.35001,0.93449,1.0,0.60414,Bayern Munich,2.76496,0.00041,74078,0.0,0.18326,5.0,15.0,2018-01-07 22:14
CHE,1.0,2.0,3.0,0.72097,0.00011,0.54581,2.61457,85.6035,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.05935,0.23491,1.0,0.12369,Chelsea,2.43941,0.00037,73598,2.0,0.02896,3.0,11.0,2018-01-07 22:14
TOT,0.0,1.0,5.0,0.76961,0.00012,0.59445,2.53104,83.79874,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.07597,0.41978,1.0,0.18883,Tottenham Hotspur,2.35588,0.00035,73602,1.0,0.03293,5.0,16.0,2018-01-07 22:14
SCP,3.0,1.0,2.0,0.78163,0.78163,0.81504,2.01813,71.91839,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,2.05153,2.05153,74330,1.0,0.0,2.0,7.0,2018-01-07 22:14
MAR,3.0,3.0,0.0,0.97275,0.00015,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00032,74166,3.0,0.0,0.0,3.0,2018-01-07 22:14
SEV,1.0,3.0,2.0,1.28878,0.00019,0.90768,2.09607,71.11667,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.01413,0.34087,1.0,0.07057,Sevilla FC,1.71497,0.00026,93401,3.0,0.00403,2.0,9.0,2018-01-07 22:14
FEY,5.0,0.0,1.0,0.9595,0.00014,1.21849,1.99452,62.33636,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,2.25352,0.00034,74504,0.0,0.0,1.0,3.0,2018-01-07 22:14
BES,0.0,2.0,4.0,0.85052,0.00013,0.91722,1.8346,66.20462,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,0.00263,0.06551,1.0,0.01339,Besiktas,1.90131,0.00029,74202,2.0,0.0008,4.0,14.0,2018-01-07 22:14
MAN,1.0,0.0,5.0,0.87352,0.00013,0.69836,2.36971,79.76162,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.06273,0.62649,1.0,0.20504,Manchester United,2.19455,0.00033,73601,0.0,0.0236,5.0,15.0,2018-01-01 19:28
MAD,1.0,1.0,4.0,0.86109,0.00013,0.47999,3.37023,92.43473,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.19872,0.52726,1.0,0.34362,Real Madrid,2.98913,0.00045,74013,1.0,0.10453,4.0,13.0,2018-01-01 19:28
BAS,2.0,0.0,4.0,0.81799,0.00012,0.91543,2.12512,71.42717,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.00699,0.11436,1.0,0.02972,Basel,2.22257,0.00033,93159,0.0,0.00243,4.0,12.0,2018-01-01 19:28
PSG,1.0,0.0,5.0,0.67587,0.0001,0.55565,3.24184,90.65736,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.15973,0.47274,1.0,0.29069,Paris Saint-Germain,3.12162,0.00047,74427,0.0,0.08177,5.0,15.0,2018-01-01 19:28
SPM,2.0,3.0,1.0,1.07589,1.07589,0.96045,2.13866,70.64996,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,2.02322,2.02322,74345,3.0,0.0,1.0,6.0,2018-01-01 19:28
SHK,2.0,0.0,4.0,0.78874,0.00012,0.87017,2.18197,73.35361,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.01967,0.3846,1.0,0.09057,Shakhtar Donetsk,2.2634,0.00034,74219,0.0,0.00829,4.0,12.0,2018-01-01 19:28
DOR,4.0,2.0,0.0,1.1408,1.1408,0.82228,2.79343,82.47149,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.47492,2.47492,74050,2.0,0.0,0.0,2.0,2018-01-01 19:28
LIV,0.0,3.0,3.0,0.84471,0.00013,0.66955,2.9094,86.29209,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.11905,0.61335,1.0,0.28442,Liverpool,2.73424,0.00041,73600,3.0,0.05297,3.0,12.0,2018-01-01 19:28
MON,4.0,2.0,0.0,0.96359,0.00014,0.84337,2.25592,75.08101,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.1357,0.00032,74430,2.0,0.0,0.0,2.0,2018-01-01 19:28
QBG,4.0,2.0,0.0,0.77713,0.00012,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00027,89793,2.0,0.0,0.0,2.0,2018-01-01 19:28
MNC,1.0,0.0,5.0,0.60501,9e-05,0.42985,3.02888,90.99661,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.29644,0.88564,1.0,0.53928,Manchester City,2.85372,0.00043,73608,0.0,0.15132,5.0,15.0,2018-01-01 19:28
RBL,3.0,1.0,2.0,1.20701,1.20701,0.88849,2.16142,72.62015,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.84291,1.84291,91099,1.0,0.0,2.0,7.0,2018-01-01 19:28
ATL,1.0,4.0,1.0,0.72093,0.72093,0.33983,2.01279,82.95322,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.6317,1.6317,74010,4.0,0.0,1.0,7.0,2018-01-01 19:28
POR,2.0,1.0,3.0,0.66764,0.0001,0.70104,2.37831,79.81905,5.0,G,0.0,1.0,0.0,0.0,437,2.0,0.04511,0.38665,1.0,0.1406,FC Porto,2.41171,0.00036,74329,1.0,0.01741,3.0,10.0,2018-01-01 19:28
OLY,5.0,1.0,0.0,0.7583,0.00011,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00028,74236,1.0,0.0,0.0,1.0,2018-01-01 19:28
BEN,6.0,0.0,0.0,0.7854,0.00012,0.8188,1.98339,71.23743,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.01679,0.0003,74332,0.0,0.0,0.0,0.0,2018-01-01 19:28
CSKA,3.0,0.0,3.0,0.81989,0.81989,0.70445,1.8161,71.02143,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.70065,1.70065,74347,0.0,0.0,3.0,9.0,2018-01-01 19:28
CEL,5.0,0.0,1.0,0.75677,0.75677,1.29821,1.83575,57.44939,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.37719,2.37719,73714,0.0,0.0,1.0,3.0,2018-01-01 19:28
ROM,1.0,2.0,3.0,0.78786,0.00012,0.66532,2.27132,79.13993,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.05967,0.6154,1.0,0.19852,AS Roma,2.14878,0.00032,73831,2.0,0.02204,3.0,11.0,2018-01-01 19:28
NAP,4.0,0.0,2.0,0.65257,0.65257,0.53003,2.43388,83.97089,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.31134,2.31134,73848,0.0,0.0,2.0,6.0,2018-01-01 19:28
BAR,0.0,2.0,4.0,0.63919,0.0001,0.25809,3.39015,95.1125,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.40302,0.77558,1.0,0.58741,Barcelona,3.00905,0.00045,74014,2.0,0.22965,4.0,14.0,2018-01-01 19:28
NIC,4.0,2.0,0.0,0.6278,9e-05,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00032,72948,2.0,0.0,0.0,2.0,2018-01-01 19:28
JUV,1.0,2.0,3.0,0.57639,9e-05,0.45385,2.57119,86.86996,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.13611,0.58143,1.0,0.29472,Juventus,2.44865,0.00037,73847,2.0,0.06308,3.0,11.0,2018-01-01 19:28
RSCA,5.0,0.0,1.0,0.95993,0.00014,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00028,72889,0.0,0.0,1.0,3.0,2018-01-01 19:28
BMU,1.0,0.0,5.0,0.69905,0.0001,0.38053,3.08348,92.0506,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.34227,0.93377,1.0,0.59684,Bayern Munich,2.76496,0.00041,74078,0.0,0.17869,5.0,15.0,2018-01-01 19:28
CHE,1.0,2.0,3.0,0.70783,0.00011,0.53267,2.5654,85.34386,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.05574,0.22442,1.0,0.11511,Chelsea,2.39024,0.00036,73598,2.0,0.02656,3.0,11.0,2018-01-01 19:28
TOT,0.0,1.0,5.0,0.79282,0.00012,0.61766,2.59489,84.0579,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.07332,0.41857,1.0,0.18345,Tottenham Hotspur,2.41972,0.00036,73602,1.0,0.03131,5.0,16.0,2018-01-01 19:28
SCP,3.0,1.0,2.0,0.79022,0.79022,0.82362,1.96415,70.79092,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,1.99755,1.99755,74330,1.0,0.0,2.0,7.0,2018-01-01 19:28
MAR,3.0,3.0,0.0,0.97275,0.00015,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00032,74166,3.0,0.0,0.0,3.0,2018-01-01 19:28
SEV,1.0,3.0,2.0,1.18422,0.00018,0.80312,2.06917,73.04187,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.01883,0.37351,1.0,0.08672,Sevilla FC,1.68807,0.00025,93401,3.0,0.00567,2.0,9.0,2018-01-01 19:28
FEY,5.0,0.0,1.0,0.9595,0.00014,1.21849,1.99452,62.33636,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,2.25352,0.00034,74504,0.0,0.0,1.0,3.0,2018-01-01 19:28
BES,0.0,2.0,4.0,0.85052,0.00013,0.91722,1.8346,66.20462,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,0.0026,0.06623,1.0,0.01329,Besiktas,1.90131,0.00029,74202,2.0,0.00068,4.0,14.0,2018-01-01 19:28
MAN,1.0,0.0,5.0,0.86445,0.00013,0.68929,2.42009,80.59835,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.07008,0.64135,1.0,0.21657,Manchester United,2.24493,0.00034,73601,0.0,0.0268,5.0,15.0,2017-12-24 17:35
MAD,1.0,1.0,4.0,0.86109,0.00013,0.47999,3.37023,92.43473,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.19948,0.52964,1.0,0.34114,Real Madrid,2.98913,0.00045,74013,1.0,0.10488,4.0,13.0,2017-12-24 17:35
BAS,2.0,0.0,4.0,0.81799,0.00012,0.91543,2.12512,71.42717,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.00721,0.11815,1.0,0.03003,Basel,2.22257,0.00033,93159,0.0,0.00222,4.0,12.0,2017-12-24 17:35
PSG,1.0,0.0,5.0,0.67587,0.0001,0.55565,3.24184,90.65736,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.15993,0.47036,1.0,0.28689,Paris Saint-Germain,3.12162,0.00047,74427,0.0,0.08174,5.0,15.0,2017-12-24 17:35
SPM,2.0,3.0,1.0,1.07589,1.07589,0.96045,2.13866,70.64996,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,2.02322,2.02322,74345,3.0,0.0,1.0,6.0,2017-12-24 17:35
SHK,2.0,0.0,4.0,0.78874,0.00012,0.87017,2.18197,73.35361,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.01786,0.36146,1.0,0.08442,Shakhtar Donetsk,2.2634,0.00034,74219,0.0,0.00767,4.0,12.0,2017-12-24 17:35
DOR,4.0,2.0,0.0,1.1408,1.1408,0.82228,2.79343,82.47149,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.47492,2.47492,74050,2.0,0.0,0.0,2.0,2017-12-24 17:35
LIV,0.0,3.0,3.0,0.82556,0.00012,0.6504,2.85904,86.14368,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.1183,0.61391,1.0,0.2816,Liverpool,2.68388,0.0004,73600,3.0,0.05169,3.0,12.0,2017-12-24 17:35
MON,4.0,2.0,0.0,0.96359,0.00014,0.84337,2.25592,75.08101,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.1357,0.00032,74430,2.0,0.0,0.0,2.0,2017-12-24 17:35
QBG,4.0,2.0,0.0,0.77713,0.00012,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00027,89793,2.0,0.0,0.0,2.0,2017-12-24 17:35
MNC,1.0,0.0,5.0,0.65013,0.0001,0.47497,3.16859,91.28333,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.29655,0.88185,1.0,0.54174,Manchester City,2.99343,0.00045,73608,0.0,0.15159,5.0,15.0,2017-12-24 17:35
RBL,3.0,1.0,2.0,1.20701,1.20701,0.88849,2.16142,72.62015,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.84291,1.84291,91099,1.0,0.0,2.0,7.0,2017-12-24 17:35
ATL,1.0,4.0,1.0,0.72093,0.72093,0.33983,2.01279,82.95322,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.6317,1.6317,74010,4.0,0.0,1.0,7.0,2017-12-24 17:35
POR,2.0,1.0,3.0,0.66764,0.0001,0.70104,2.37831,79.81905,5.0,G,0.0,1.0,0.0,0.0,437,2.0,0.04486,0.38609,1.0,0.13718,FC Porto,2.41171,0.00036,74329,1.0,0.0175,3.0,10.0,2017-12-24 17:35
OLY,5.0,1.0,0.0,0.7583,0.00011,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00028,74236,1.0,0.0,0.0,1.0,2017-12-24 17:35
BEN,6.0,0.0,0.0,0.7854,0.00012,0.8188,1.98339,71.23743,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.01679,0.0003,74332,0.0,0.0,0.0,0.0,2017-12-24 17:35
CSKA,3.0,0.0,3.0,0.81989,0.81989,0.70445,1.8161,71.02143,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.70065,1.70065,74347,0.0,0.0,3.0,9.0,2017-12-24 17:35
CEL,5.0,0.0,1.0,0.84441,0.84441,1.38585,1.98649,58.53134,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.52793,2.52793,73714,0.0,0.0,1.0,3.0,2017-12-24 17:35
ROM,1.0,2.0,3.0,0.76636,0.00011,0.64382,2.31679,80.20681,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.06832,0.63854,1.0,0.21529,AS Roma,2.19425,0.00033,73831,2.0,0.0256,3.0,11.0,2017-12-24 17:35
NAP,4.0,0.0,2.0,0.69133,0.69133,0.56879,2.47135,83.62805,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.34881,2.34881,73848,0.0,0.0,2.0,6.0,2017-12-24 17:35
BAR,0.0,2.0,4.0,0.63919,0.0001,0.25809,3.39015,95.1125,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.41079,0.80333,1.0,0.60162,Barcelona,3.00905,0.00045,74014,2.0,0.23501,4.0,14.0,2017-12-24 17:35
NIC,4.0,2.0,0.0,0.6278,9e-05,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00032,72948,2.0,0.0,0.0,2.0,2017-12-24 17:35
JUV,1.0,2.0,3.0,0.57914,9e-05,0.4566,2.56948,86.80271,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.13276,0.57733,1.0,0.29087,Juventus,2.44694,0.00037,73847,2.0,0.06167,3.0,11.0,2017-12-24 17:35
RSCA,5.0,0.0,1.0,0.95993,0.00014,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00028,72889,0.0,0.0,1.0,3.0,2017-12-24 17:35
BMU,1.0,0.0,5.0,0.69905,0.0001,0.38053,3.08348,92.0506,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.3378,0.93318,1.0,0.59585,Bayern Munich,2.76496,0.00041,74078,0.0,0.17625,5.0,15.0,2017-12-24 17:35
CHE,1.0,2.0,3.0,0.73614,0.00011,0.56098,2.50059,84.1084,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.04328,0.19667,1.0,0.09443,Chelsea,2.32543,0.00035,73598,2.0,0.01981,3.0,11.0,2017-12-24 17:35
TOT,0.0,1.0,5.0,0.74841,0.00011,0.57325,2.49378,83.79366,11.0,H,1.0,0.0,0.0,0.0,367,0.0,0.07301,0.42267,1.0,0.18593,Tottenham Hotspur,2.31862,0.00035,73602,1.0,0.03106,5.0,16.0,2017-12-24 17:35
SCP,3.0,1.0,2.0,0.79022,0.79022,0.82362,1.96415,70.79092,-1.0,D,0.0,0.0,1.0,0.0,2250,3.0,0.0,0.0,0.0,0.0,Sporting CP,1.99755,1.99755,74330,1.0,0.0,2.0,7.0,2017-12-24 17:35
MAR,3.0,3.0,0.0,0.97275,0.00015,1.66697,1.44736,41.2474,-13.0,E,0.0,0.0,0.0,1.0,619,3.0,0.0,0.0,0.0,0.0,NK Maribor,2.14158,0.00032,74166,3.0,0.0,0.0,3.0,2017-12-24 17:35
SEV,1.0,3.0,2.0,1.18422,0.00018,0.80312,2.06917,73.04187,0.0,E,0.0,1.0,0.0,0.0,243,1.0,0.01729,0.35865,1.0,0.08276,Sevilla FC,1.68807,0.00025,93401,3.0,0.00578,2.0,9.0,2017-12-24 17:35
FEY,5.0,0.0,1.0,0.9595,0.00014,1.21849,1.99452,62.33636,-9.0,F,0.0,0.0,0.0,1.0,142,5.0,0.0,0.0,0.0,0.0,Feyenoord,2.25352,0.00034,74504,0.0,0.0,1.0,3.0,2017-12-24 17:35
BES,0.0,2.0,4.0,0.85052,0.00013,0.91722,1.8346,66.20462,6.0,G,1.0,0.0,0.0,0.0,1895,0.0,0.00248,0.06682,1.0,0.01368,Besiktas,1.90131,0.00029,74202,2.0,0.00073,4.0,14.0,2017-12-24 17:35
MAN,1.0,0.0,5.0,0.83987,0.00013,0.66471,2.40695,80.93327,9.0,A,1.0,0.0,0.0,0.0,360,1.0,0.07414,0.63805,1.0,0.22352,Manchester United,2.23178,0.00033,73601,0.0,0.02881,5.0,15.0,2017-12-18 22:57
MAD,1.0,1.0,4.0,0.82687,0.00012,0.44577,3.46052,93.32691,10.0,H,0.0,1.0,0.0,0.0,86,1.0,0.2299,0.54569,1.0,0.3743,Real Madrid,3.07942,0.00046,74013,1.0,0.12445,4.0,13.0,2017-12-18 22:57
BAS,2.0,0.0,4.0,0.81799,0.00012,0.91543,2.12512,71.42717,6.0,A,0.0,1.0,0.0,0.0,989,2.0,0.00745,0.11901,1.0,0.02947,Basel,2.22257,0.00033,93159,0.0,0.00231,4.0,12.0,2017-12-18 22:57
PSG,1.0,0.0,5.0,0.644,0.0001,0.52378,3.24492,91.11105,21.0,B,1.0,0.0,0.0,0.0,160,1.0,0.16457,0.45431,1.0,0.28652,Paris Saint-Germain,3.1247,0.00047,74427,0.0,0.08633,5.0,15.0,2017-12-18 22:57
SPM,2.0,3.0,1.0,1.07589,1.07589,0.96045,2.13866,70.64996,-4.0,E,0.0,0.0,1.0,0.0,1941,2.0,0.0,0.0,0.0,0.0,Spartak Moscow,2.02322,2.02322,74345,3.0,0.0,1.0,6.0,2017-12-18 22:57
SHK,2.0,0.0,4.0,0.78874,0.00012,0.87017,2.18197,73.35361,0.0,F,0.0,1.0,0.0,0.0,493,2.0,0.02019,0.36628,1.0,0.08786,Shakhtar Donetsk,2.2634,0.00034,74219,0.0,0.00824,4.0,12.0,2017-12-18 22:57
DOR,4.0,2.0,0.0,1.1408,1.1408,0.82228,2.79343,82.47149,-6.0,H,0.0,0.0,1.0,0.0,124,4.0,0.0,0.0,0.0,0.0,Borussia Dortmund,2.47492,2.47492,74050,2.0,0.0,0.0,2.0,2017-12-18 22:57
LIV,0.0,3.0,3.0,0.80868,0.00012,0.63352,2.78241,85.69989,17.0,E,1.0,0.0,0.0,0.0,364,0.0,0.11394,0.61082,1.0,0.28,Liverpool,2.60725,0.00039,73600,3.0,0.04978,3.0,12.0,2017-12-18 22:57
MON,4.0,2.0,0.0,0.95577,0.00014,0.83555,2.26633,75.40591,-10.0,G,0.0,0.0,0.0,1.0,174,4.0,0.0,0.0,0.0,0.0,AS Monaco,2.14611,0.00032,74430,2.0,0.0,0.0,2.0,2017-12-18 22:57
QBG,4.0,2.0,0.0,0.77713,0.00012,1.39952,1.1764,40.30184,-12.0,C,0.0,0.0,0.0,1.0,10414,4.0,0.0,0.0,0.0,0.0,FK Qarabag,1.79879,0.00027,89793,2.0,0.0,0.0,2.0,2017-12-18 22:57
MNC,1.0,0.0,5.0,0.66293,0.0001,0.48777,3.18752,91.22984,9.0,F,1.0,0.0,0.0,0.0,382,1.0,0.2965,0.88099,1.0,0.53712,Manchester City,3.01236,0.00045,73608,0.0,0.15321,5.0,15.0,2017-12-18 22:57
RBL,3.0,1.0,2.0,1.20701,1.20701,0.88849,2.16142,72.62015,-1.0,G,0.0,0.0,1.0,0.0,11420,3.0,0.0,0.0,0.0,0.0,RB Leipzig,1.84291,1.84291,91099,1.0,0.0,2.0,7.0,2017-12-18 22:57
ATL,1.0,4.0,1.0,0.71451,0.71451,0.33341,2.05074,83.59227,1.0,C,0.0,0.0,1.0,0.0,1068,1.0,0.0,0.0,0.0,0.0,Atletico Madrid,1.66964,1.66964,74010,4.0,0.0,1.0,7.0,2017-12-18 22:57
POR,2.0,1.0,3.0,0.66764,0.0001,0.70104,2.37831,79.81905,5.0,G,0.0,1.0,0.0,0.0,437,2.0,0.04481,0.38918,1.0,0.13881,FC Porto,2.41171,0.00036,74329,1.0,0.01715,3.0,10.0,2017-12-18 22:57
OLY,5.0,1.0,0.0,0.7583,0.00011,0.98562,1.62792,60.37365,-9.0,D,0.0,0.0,0.0,1.0,435,5.0,0.0,0.0,0.0,0.0,Olympiacos,1.85523,0.00028,74236,1.0,0.0,0.0,1.0,2017-12-18 22:57
BEN,6.0,0.0,0.0,0.7854,0.00012,0.8188,1.98339,71.23743,-13.0,A,0.0,0.0,0.0,1.0,1929,6.0,0.0,0.0,0.0,0.0,Benfica,2.01679,0.0003,74332,0.0,0.0,0.0,0.0,2017-12-18 22:57
CSKA,3.0,0.0,3.0,0.81989,0.81989,0.70445,1.8161,71.02143,-2.0,A,0.0,0.0,1.0,0.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.70065,1.70065,74347,0.0,0.0,3.0,9.0,2017-12-18 22:57
CEL,5.0,0.0,1.0,0.92543,0.92543,1.46687,1.97111,56.50176,-13.0,B,0.0,0.0,1.0,0.0,256,5.0,0.0,0.0,0.0,0.0,Celtic,2.51255,2.51255,73714,0.0,0.0,1.0,3.0,2017-12-18 22:57
ROM,1.0,2.0,3.0,0.76908,0.00012,0.64654,2.31363,80.10788,3.0,C,1.0,0.0,0.0,0.0,104,1.0,0.06906,0.63372,1.0,0.21474,AS Roma,2.19109,0.00033,73831,2.0,0.02627,3.0,11.0,2017-12-18 22:57
NAP,4.0,0.0,2.0,0.66643,0.66643,0.54389,2.45892,83.97841,0.0,F,0.0,0.0,1.0,0.0,114,4.0,0.0,0.0,0.0,0.0,Napoli,2.33638,2.33638,73848,0.0,0.0,2.0,6.0,2017-12-18 22:57
BAR,0.0,2.0,4.0,0.66949,0.0001,0.28839,3.30375,94.39988,8.0,D,1.0,0.0,0.0,0.0,83,0.0,0.37438,0.78435,1.0,0.57018,Barcelona,2.92265,0.00044,74014,2.0,0.2104,4.0,14.0,2017-12-18 22:57
NIC,4.0,2.0,0.0,0.6278,9e-05,1.2443,1.5305,52.12564,-15.0,H,0.0,0.0,0.0,1.0,2497,4.0,0.0,0.0,0.0,0.0,Apoel Nicosia,2.147,0.00032,72948,2.0,0.0,0.0,2.0,2017-12-18 22:57
JUV,1.0,2.0,3.0,0.57784,9e-05,0.4553,2.57568,86.88658,2.0,D,0.0,1.0,0.0,0.0,111,1.0,0.14219,0.61289,1.0,0.30933,Juventus,2.45314,0.00037,73847,2.0,0.06579,3.0,11.0,2017-12-18 22:57
RSCA,5.0,0.0,1.0,0.95993,0.00014,1.09898,1.73126,59.84238,-15.0,B,0.0,0.0,0.0,1.0,441,5.0,0.0,0.0,0.0,0.0,Anderlecht,1.87032,0.00028,72889,0.0,0.0,1.0,3.0,2017-12-18 22:57
BMU,1.0,0.0,5.0,0.69905,0.0001,0.38053,3.08348,92.0506,7.0,B,0.0,1.0,0.0,0.0,132,1.0,0.33626,0.92291,1.0,0.58517,Bayern Munich,2.76496,0.00041,74078,0.0,0.17581,5.0,15.0,2017-12-18 22:57
CHE,1.0,2.0,3.0,0.77536,0.00012,0.6002,2.54255,83.81588,8.0,C,0.0,1.0,0.0,0.0,363,1.0,0.04494,0.21565,1.0,0.10226,Chelsea,2.36739,0.00036,73598,2.0,0.01995,3.0,11.0,2017-12-18 22:57
