ties,points,group_4,group,group_1,group_2,o_rating_third,goal_diff,group_3,o_rating,losses,code,global_d,current_wins,current_losses,win_league,global_rating,sdr_id,wins,make_quarters,make_final,current_ties,make_semis,id,global_o,make_round_of_16,d_rating_third,d_rating,current_points,name,current_time,last_updated
2.0,14.0,0.0,E,1.0,0.0,0.00084,10.0,0.0,2.78714,0.0,BMU,0.36129,4.0,0.0,0.0,93.54825,74078,4.0,0.0,0.0,2.0,0.0,132,3.27742,1.0,0.00026000000000000003,0.85157,14.0,Bayern Munich,2019-04-20 01:00,2019-04-19 20:42
1.0,7.0,0.0,G,0.0,0.0,2.27495,-9.0,1.0,2.27495,3.0,VPLZ,1.21634,2.0,3.0,0.0,62.31429,74479,2.0,0.0,0.0,1.0,0.0,11706,1.9788,0.0,0.92018,0.92018,7.0,Viktoria Plzen,2019-04-20 01:00,2019-04-19 20:42
0.0,9.0,0.0,C,0.0,1.0,0.0007099999999999999,2.0,0.0,2.35192,3.0,LIV,0.22154,3.0,3.0,0.35664,93.5503,73600,3.0,1.0,0.51066,0.0,1.0,364,2.93299,1.0,0.00024,0.80261,9.0,Liverpool,2019-04-20 01:00,2019-04-19 20:42
1.0,4.0,1.0,H,0.0,0.0,0.00072,-8.0,0.0,2.40804,4.0,BSCY,0.89935,1.0,4.0,0.0,76.02244,74194,1.0,0.0,0.0,1.0,0.0,2722,2.3821,0.0,0.00026000000000000003,0.87341,4.0,Young Boys,2019-04-20 01:00,2019-04-19 20:42
1.0,1.0,1.0,A,0.0,0.0,0.00038,-12.0,0.0,1.26801,5.0,MON,0.89041,0.0,5.0,0.0,63.0063,74430,0.0,0.0,0.0,1.0,0.0,174,1.62926,0.0,0.00038,1.25166,1.0,AS Monaco,2019-04-20 01:00,2019-04-19 20:42
1.0,13.0,0.0,F,1.0,0.0,0.0007700000000000001,10.0,0.0,2.5585400000000003,1.0,MNC,0.2,4.0,1.0,0.0,94.84618,73608,4.0,1.0,0.0,1.0,0.0,382,3.13961,1.0,0.00023,0.77504,13.0,Manchester City,2019-04-20 01:00,2019-04-19 20:42
2.0,11.0,0.0,D,0.0,1.0,0.00038,2.0,0.0,1.26122,1.0,SCH,1.05204,3.0,1.0,0.0,61.60292,74039,3.0,0.0,0.0,2.0,0.0,133,1.75151,1.0,0.00046,1.54232,11.0,Schalke 04,2019-04-20 01:00,2019-04-19 20:42
1.0,4.0,1.0,C,0.0,0.0,0.00072,-12.0,0.0,2.4146400000000003,4.0,RED,1.21262,1.0,4.0,0.0,63.23693000000001,76657,1.0,0.0,0.0,1.0,0.0,2290,2.02311,0.0,0.00025,0.82109,4.0,Red Star Belgrade,2019-04-20 01:00,2019-04-19 20:42
3.0,12.0,0.0,E,0.0,1.0,0.00097,6.0,0.0,3.24337,0.0,AJX,1.03528,3.0,0.0,0.15925999999999998,83.44854000000002,73815,3.0,1.0,0.50818,3.0,1.0,139,3.20923,1.0,0.0003,1.00114,12.0,Ajax,2019-04-20 01:00,2019-04-19 20:42
1.0,13.0,0.0,A,0.0,1.0,0.00044,3.0,0.0,1.46182,1.0,ATL,0.27,4.0,1.0,0.0,86.53036999999998,74010,4.0,0.0,0.0,1.0,0.0,1068,2.15407,1.0,0.00029,0.96224,13.0,Atletico Madrid,2019-04-20 01:00,2019-04-19 20:42
0.0,3.0,1.0,D,0.0,0.0,0.00047,-8.0,0.0,1.55943,5.0,LOK,0.80123,1.0,5.0,0.0,66.77843,74346,1.0,0.0,0.0,0.0,0.0,442,1.7041400000000002,0.0,0.00028,0.94594,3.0,Lokomotiv Moscow,2019-04-20 01:00,2019-04-19 20:42
1.0,16.0,0.0,D,1.0,0.0,0.00066,9.0,0.0,2.19818,0.0,POR,0.66473,5.0,0.0,0.0,79.4958,74329,5.0,1.0,0.0,1.0,0.0,437,2.27571,1.0,0.00022,0.74227,16.0,FC Porto,2019-04-20 01:00,2019-04-19 20:42
1.0,7.0,0.0,E,0.0,0.0,2.20719,-5.0,1.0,2.20719,3.0,BEN,0.82806,2.0,3.0,0.0,76.11649,74332,2.0,0.0,0.0,1.0,0.0,1929,2.28473,0.0,0.9056,0.9056,7.0,Benfica,2019-04-20 01:00,2019-04-19 20:42
1.0,7.0,1.0,G,0.0,0.0,0.00049,-1.0,0.0,1.62993,3.0,CSKA,0.72819,2.0,3.0,0.0,69.97142,74347,2.0,0.0,0.0,1.0,0.0,1963,1.7746400000000002,0.0,0.00026000000000000003,0.8729,7.0,CSKA Moscow,2019-04-20 01:00,2019-04-19 20:42
0.0,9.0,0.0,G,0.0,1.0,0.0005200000000000001,3.0,0.0,1.7311900000000002,3.0,ROM,0.88136,3.0,3.0,0.0,73.48995,73831,3.0,0.0,0.0,0.0,0.0,104,2.18867,1.0,0.0004,1.33884,9.0,AS Roma,2019-04-20 01:00,2019-04-19 20:42
3.0,9.0,0.0,C,0.0,0.0,1.7356599999999998,2.0,1.0,1.7356599999999998,1.0,NAP,0.56577,2.0,1.0,0.0,80.52971,73848,2.0,0.0,0.0,3.0,0.0,114,2.19314,0.0,1.02325,1.02325,9.0,Napoli,2019-04-20 01:00,2019-04-19 20:42
1.0,13.0,0.0,A,1.0,0.0,0.00054,8.0,0.0,1.81535,1.0,DOR,0.72149,4.0,1.0,0.0,78.6924,74050,4.0,0.0,0.0,1.0,0.0,124,2.30563,1.0,0.00036,1.21177,13.0,Borussia Dortmund,2019-04-20 01:00,2019-04-19 20:42
2.0,14.0,0.0,B,1.0,0.0,0.00073,9.0,0.0,2.42418,0.0,BAR,0.31738,4.0,0.0,0.33494,93.25724,74014,4.0,1.0,0.48934,2.0,1.0,83,3.11642,1.0,0.0003,1.00963,14.0,Barcelona,2019-04-20 01:00,2019-04-19 20:42
2.0,8.0,0.0,B,0.0,0.0,1.75295,-1.0,1.0,1.75295,2.0,INT,0.53796,2.0,2.0,0.0,81.36776,73830,2.0,0.0,0.0,2.0,0.0,110,2.21043,0.0,0.99544,0.99544,8.0,Internazionale,2019-04-20 01:00,2019-04-19 20:42
0.0,12.0,0.0,H,1.0,0.0,0.00055,5.0,0.0,1.83682,2.0,JUV,0.49675,4.0,2.0,0.0,83.29955,73847,4.0,1.0,0.0,0.0,0.0,111,2.2943,1.0,0.00029,0.95423,12.0,Juventus,2019-04-20 01:00,2019-04-19 20:42
3.0,6.0,0.0,F,0.0,0.0,2.25641,-8.0,1.0,2.25641,2.0,SHK,0.93124,1.0,2.0,0.0,71.79105,74219,1.0,0.0,0.0,3.0,0.0,493,2.15193,0.0,0.8267700000000001,0.8267700000000001,6.0,Shakhtar Donetsk,2019-04-20 01:00,2019-04-19 20:42
1.0,4.0,0.0,D,0.0,0.0,2.19963,-3.0,1.0,2.19963,4.0,GAL,0.87905,1.0,4.0,0.0,73.50338,74205,1.0,0.0,0.0,1.0,0.0,432,2.18628,0.0,0.8657,0.8657,4.0,Galatasaray,2019-04-20 01:00,2019-04-19 20:42
2.0,8.0,0.0,B,0.0,1.0,0.00055,-1.0,0.0,1.8198,2.0,TOT,0.51659,2.0,2.0,0.14916,84.13334,73602,2.0,1.0,0.49182,2.0,1.0,367,2.4008700000000003,1.0,0.00033,1.09766,8.0,Tottenham Hotspur,2019-04-20 01:00,2019-04-19 20:42
3.0,3.0,1.0,F,0.0,0.0,0.00063,-3.0,0.0,2.10045,3.0,HOF,0.92229,0.0,3.0,0.0,78.41277,84341,0.0,0.0,0.0,3.0,0.0,7911,2.59073,0.0,0.00042,1.41258,3.0,TSG Hoffenheim,2019-04-20 01:00,2019-04-19 20:42
0.0,0.0,1.0,E,0.0,0.0,0.00054,-11.0,0.0,1.79673,6.0,AEK,0.8097,0.0,6.0,0.0,65.54267,74244,0.0,0.0,0.0,0.0,0.0,887,1.65346,0.0,0.0002,0.66643,0.0,AEK Athens,2019-04-20 01:00,2019-04-19 20:42
2.0,2.0,1.0,B,0.0,0.0,0.00075,-7.0,0.0,2.50446,4.0,PSV,0.98835,0.0,4.0,0.0,75.45338000000002,93373,0.0,0.0,0.0,2.0,0.0,148,2.47032,0.0,0.00029,0.95422,2.0,PSV,2019-04-20 01:00,2019-04-19 20:42
1.0,10.0,0.0,H,0.0,1.0,0.0005099999999999999,3.0,0.0,1.7019900000000001,2.0,MAN,0.71434,3.0,2.0,0.0,78.53326,73601,3.0,1.0,0.0,1.0,0.0,360,2.28306,1.0,0.00039,1.29541,10.0,Manchester United,2019-04-19 01:00,2019-04-18 21:02
0.0,12.0,0.0,G,1.0,0.0,0.00062,7.0,0.0,2.05603,2.0,MAD,0.54704,4.0,2.0,0.0,87.10987,74013,4.0,0.0,0.0,0.0,0.0,86,2.74827,1.0,0.00037,1.23928,12.0,Real Madrid,2019-04-19 01:00,2019-04-18 21:02
3.0,6.0,0.0,A,0.0,0.0,2.2644599999999997,1.0,1.0,2.2644599999999997,2.0,CBKV,0.99923,1.0,2.0,0.0,71.72861,72883,1.0,0.0,0.0,3.0,0.0,570,2.23996,0.0,0.9747299999999999,0.9747299999999999,6.0,Club Brugge,2019-04-19 01:00,2019-04-18 21:02
5.0,8.0,0.0,F,0.0,1.0,0.00055,1.0,0.0,1.82234,0.0,LYON,0.8888299999999999,1.0,0.0,0.0,73.24425,74432,1.0,0.0,0.0,5.0,0.0,167,2.18359,1.0,0.00037999999999999997,1.2500799999999999,8.0,Lyon,2019-04-19 01:00,2019-04-18 21:02
2.0,11.0,0.0,C,1.0,0.0,0.00075,8.0,0.0,2.51612,1.0,PSG,0.5918899999999999,3.0,1.0,0.0,87.5103,74427,3.0,0.0,0.0,2.0,0.0,160,2.87737,1.0,0.00029,0.95314,11.0,Paris Saint-Germain,2019-04-19 01:00,2019-04-18 21:02
2.0,8.0,0.0,H,0.0,0.0,1.44187,0.0,1.0,1.44187,2.0,VAL,0.43032,2.0,2.0,0.0,82.75827,74016,2.0,0.0,0.0,2.0,0.0,94,2.1341099999999997,0.0,1.12256,1.12256,8.0,Valencia,2019-04-19 01:00,2019-04-18 21:02
2.0,14.0,0.0,E,1.0,0.0,0.00084,10.0,0.0,2.78714,0.0,BMU,0.36129,4.0,0.0,0.0,93.54825,74078,4.0,0.0,0.0,2.0,0.0,132,3.2774199999999998,1.0,0.00026000000000000003,0.85157,14.0,Bayern Munich,2019-04-19 01:00,2019-04-18 21:02
1.0,7.0,0.0,G,0.0,0.0,2.27495,-9.0,1.0,2.27495,3.0,VPLZ,1.21634,2.0,3.0,0.0,62.31429,74479,2.0,0.0,0.0,1.0,0.0,11706,1.9788,0.0,0.9201799999999999,0.9201799999999999,7.0,Viktoria Plzen,2019-04-19 01:00,2019-04-18 21:02
0.0,9.0,0.0,C,0.0,1.0,0.0007099999999999999,2.0,0.0,2.3519200000000002,3.0,LIV,0.22154000000000001,3.0,3.0,0.35688000000000003,93.5503,73600,3.0,1.0,0.51098,0.0,1.0,364,2.93299,1.0,0.00023999999999999998,0.80261,9.0,Liverpool,2019-04-19 01:00,2019-04-18 21:02
1.0,4.0,1.0,H,0.0,0.0,0.00072,-8.0,0.0,2.40804,4.0,BSCY,0.89935,1.0,4.0,0.0,76.02244,74194,1.0,0.0,0.0,1.0,0.0,2722,2.3821,0.0,0.00026000000000000003,0.87341,4.0,Young Boys,2019-04-19 01:00,2019-04-18 21:02
1.0,1.0,1.0,A,0.0,0.0,0.00037999999999999997,-12.0,0.0,1.26801,5.0,MON,0.89041,0.0,5.0,0.0,63.0063,74430,0.0,0.0,0.0,1.0,0.0,174,1.62926,0.0,0.00037999999999999997,1.25166,1.0,AS Monaco,2019-04-19 01:00,2019-04-18 21:02
1.0,13.0,0.0,F,1.0,0.0,0.0007700000000000001,10.0,0.0,2.5585400000000003,1.0,MNC,0.2,4.0,1.0,0.0,94.84618,73608,4.0,1.0,0.0,1.0,0.0,382,3.13961,1.0,0.00022999999999999998,0.77504,13.0,Manchester City,2019-04-19 01:00,2019-04-18 21:02
2.0,11.0,0.0,D,0.0,1.0,0.00037999999999999997,2.0,0.0,1.26122,1.0,SCH,1.0520399999999999,3.0,1.0,0.0,61.60292,74039,3.0,0.0,0.0,2.0,0.0,133,1.75151,1.0,0.00045999999999999996,1.5423200000000001,11.0,Schalke 04,2019-04-19 01:00,2019-04-18 21:02
1.0,4.0,1.0,C,0.0,0.0,0.00072,-12.0,0.0,2.4146400000000003,4.0,RED,1.21262,1.0,4.0,0.0,63.23693000000001,76657,1.0,0.0,0.0,1.0,0.0,2290,2.02311,0.0,0.00025,0.82109,4.0,Red Star Belgrade,2019-04-19 01:00,2019-04-18 21:02
3.0,12.0,0.0,E,0.0,1.0,0.0009699999999999999,6.0,0.0,3.24337,0.0,AJX,1.03528,3.0,0.0,0.16128,83.44854000000002,73815,3.0,1.0,0.51034,3.0,1.0,139,3.20923,1.0,0.0003,1.00114,12.0,Ajax,2019-04-19 01:00,2019-04-18 21:02
1.0,13.0,0.0,A,0.0,1.0,0.00044,3.0,0.0,1.4618200000000001,1.0,ATL,0.27,4.0,1.0,0.0,86.53036999999998,74010,4.0,0.0,0.0,1.0,0.0,1068,2.15407,1.0,0.00029,0.96224,13.0,Atletico Madrid,2019-04-19 01:00,2019-04-18 21:02
0.0,3.0,1.0,D,0.0,0.0,0.00047000000000000004,-8.0,0.0,1.5594299999999999,5.0,LOK,0.80123,1.0,5.0,0.0,66.77843,74346,1.0,0.0,0.0,0.0,0.0,442,1.7041400000000002,0.0,0.00028,0.94594,3.0,Lokomotiv Moscow,2019-04-19 01:00,2019-04-18 21:02
1.0,16.0,0.0,D,1.0,0.0,0.00066,9.0,0.0,2.19818,0.0,POR,0.66473,5.0,0.0,0.0,79.4958,74329,5.0,1.0,0.0,1.0,0.0,437,2.2757099999999997,1.0,0.00022,0.74227,16.0,FC Porto,2019-04-19 01:00,2019-04-18 21:02
1.0,7.0,0.0,E,0.0,0.0,2.20719,-5.0,1.0,2.20719,3.0,BEN,0.82806,2.0,3.0,0.0,76.11649,74332,2.0,0.0,0.0,1.0,0.0,1929,2.2847299999999997,0.0,0.9056,0.9056,7.0,Benfica,2019-04-19 01:00,2019-04-18 21:02
1.0,7.0,1.0,G,0.0,0.0,0.00049,-1.0,0.0,1.6299299999999999,3.0,CSKA,0.72819,2.0,3.0,0.0,69.97142,74347,2.0,0.0,0.0,1.0,0.0,1963,1.7746400000000002,0.0,0.00026000000000000003,0.8729,7.0,CSKA Moscow,2019-04-19 01:00,2019-04-18 21:02
0.0,9.0,0.0,G,0.0,1.0,0.0005200000000000001,3.0,0.0,1.7311900000000002,3.0,ROM,0.88136,3.0,3.0,0.0,73.48995,73831,3.0,0.0,0.0,0.0,0.0,104,2.18867,1.0,0.0004,1.33884,9.0,AS Roma,2019-04-19 01:00,2019-04-18 21:02
3.0,9.0,0.0,C,0.0,0.0,1.7356599999999998,2.0,1.0,1.7356599999999998,1.0,NAP,0.56577,2.0,1.0,0.0,80.52971,73848,2.0,0.0,0.0,3.0,0.0,114,2.19314,0.0,1.02325,1.02325,9.0,Napoli,2019-04-19 01:00,2019-04-18 21:02
1.0,13.0,0.0,A,1.0,0.0,0.00054,8.0,0.0,1.81535,1.0,DOR,0.72149,4.0,1.0,0.0,78.6924,74050,4.0,0.0,0.0,1.0,0.0,124,2.30563,1.0,0.00036,1.21177,13.0,Borussia Dortmund,2019-04-19 01:00,2019-04-18 21:02
2.0,14.0,0.0,B,1.0,0.0,0.00073,9.0,0.0,2.42418,0.0,BAR,0.31738,4.0,0.0,0.3331,93.25724,74014,4.0,1.0,0.48901999999999995,2.0,1.0,83,3.11642,1.0,0.0003,1.00963,14.0,Barcelona,2019-04-19 01:00,2019-04-18 21:02
2.0,8.0,0.0,B,0.0,0.0,1.75295,-1.0,1.0,1.75295,2.0,INT,0.53796,2.0,2.0,0.0,81.36776,73830,2.0,0.0,0.0,2.0,0.0,110,2.21043,0.0,0.99544,0.99544,8.0,Internazionale,2019-04-19 01:00,2019-04-18 21:02
0.0,12.0,0.0,H,1.0,0.0,0.00055,5.0,0.0,1.8368200000000001,2.0,JUV,0.49675,4.0,2.0,0.0,83.29955,73847,4.0,1.0,0.0,0.0,0.0,111,2.2943,1.0,0.00029,0.9542299999999999,12.0,Juventus,2019-04-19 01:00,2019-04-18 21:02
3.0,6.0,0.0,F,0.0,0.0,2.25641,-8.0,1.0,2.25641,2.0,SHK,0.93124,1.0,2.0,0.0,71.79105,74219,1.0,0.0,0.0,3.0,0.0,493,2.15193,0.0,0.8267700000000001,0.8267700000000001,6.0,Shakhtar Donetsk,2019-04-19 01:00,2019-04-18 21:02
1.0,4.0,0.0,D,0.0,0.0,2.19963,-3.0,1.0,2.19963,4.0,GAL,0.87905,1.0,4.0,0.0,73.50338,74205,1.0,0.0,0.0,1.0,0.0,432,2.18628,0.0,0.8657,0.8657,4.0,Galatasaray,2019-04-19 01:00,2019-04-18 21:02
2.0,8.0,0.0,B,0.0,1.0,0.00055,-1.0,0.0,1.8198,2.0,TOT,0.51659,2.0,2.0,0.14874,84.13334,73602,2.0,1.0,0.48966000000000004,2.0,1.0,367,2.4008700000000003,1.0,0.00033,1.09766,8.0,Tottenham Hotspur,2019-04-19 01:00,2019-04-18 21:02
3.0,3.0,1.0,F,0.0,0.0,0.00063,-3.0,0.0,2.10045,3.0,HOF,0.9222899999999999,0.0,3.0,0.0,78.41277,84341,0.0,0.0,0.0,3.0,0.0,7911,2.5907299999999998,0.0,0.00042,1.41258,3.0,TSG Hoffenheim,2019-04-19 01:00,2019-04-18 21:02
0.0,0.0,1.0,E,0.0,0.0,0.00054,-11.0,0.0,1.79673,6.0,AEK,0.8097,0.0,6.0,0.0,65.54267,74244,0.0,0.0,0.0,0.0,0.0,887,1.65346,0.0,0.0002,0.66643,0.0,AEK Athens,2019-04-19 01:00,2019-04-18 21:02
2.0,2.0,1.0,B,0.0,0.0,0.00075,-7.0,0.0,2.50446,4.0,PSV,0.98835,0.0,4.0,0.0,75.45338000000002,93373,0.0,0.0,0.0,2.0,0.0,148,2.47032,0.0,0.00029,0.9542200000000001,2.0,PSV,2019-04-19 01:00,2019-04-18 21:02
1.0,10.0,0.0,H,0.0,1.0,0.0005099999999999999,3.0,0.0,1.70199,2.0,MAN,0.71434,3.0,2.0,0.0,78.53326,73601,3.0,1.0,0.0,1.0,0.0,360,2.28306,1.0,0.00039,1.29541,10.0,Manchester United,2019-04-18 01:00,2019-04-17 21:02
0.0,12.0,0.0,G,1.0,0.0,0.00062,7.0,0.0,2.05603,2.0,MAD,0.54704,4.0,2.0,0.0,87.10987,74013,4.0,0.0,0.0,0.0,0.0,86,2.74827,1.0,0.00037,1.23928,12.0,Real Madrid,2019-04-18 01:00,2019-04-17 21:02
3.0,6.0,0.0,A,0.0,0.0,2.26446,1.0,1.0,2.26446,2.0,CBKV,0.99923,1.0,2.0,0.0,71.72861,72883,1.0,0.0,0.0,3.0,0.0,570,2.23996,0.0,0.97473,0.97473,6.0,Club Brugge,2019-04-18 01:00,2019-04-17 21:02
5.0,8.0,0.0,F,0.0,1.0,0.00055,1.0,0.0,1.82234,0.0,LYON,0.8888299999999999,1.0,0.0,0.0,73.24425,74432,1.0,0.0,0.0,5.0,0.0,167,2.18359,1.0,0.00038,1.25008,8.0,Lyon,2019-04-18 01:00,2019-04-17 21:02
2.0,11.0,0.0,C,1.0,0.0,0.00075,8.0,0.0,2.51612,1.0,PSG,0.5918899999999999,3.0,1.0,0.0,87.5103,74427,3.0,0.0,0.0,2.0,0.0,160,2.87737,1.0,0.00029,0.95314,11.0,Paris Saint-Germain,2019-04-18 01:00,2019-04-17 21:02
2.0,8.0,0.0,H,0.0,0.0,1.46571,0.0,1.0,1.46571,2.0,VAL,0.42948,2.0,2.0,0.0,83.07828,74016,2.0,0.0,0.0,2.0,0.0,94,2.15796,0.0,1.12172,1.12172,8.0,Valencia,2019-04-18 01:00,2019-04-17 21:02
2.0,14.0,0.0,E,1.0,0.0,0.00084,10.0,0.0,2.78714,0.0,BMU,0.36129,4.0,0.0,0.0,93.54825,74078,4.0,0.0,0.0,2.0,0.0,132,3.27742,1.0,0.00026000000000000003,0.85157,14.0,Bayern Munich,2019-04-18 01:00,2019-04-17 21:02
1.0,7.0,0.0,G,0.0,0.0,2.27495,-9.0,1.0,2.27495,3.0,VPLZ,1.21634,2.0,3.0,0.0,62.31429,74479,2.0,0.0,0.0,1.0,0.0,11706,1.9788,0.0,0.92018,0.92018,7.0,Viktoria Plzen,2019-04-18 01:00,2019-04-17 21:02
0.0,9.0,0.0,C,0.0,1.0,0.0007099999999999999,2.0,0.0,2.35192,3.0,LIV,0.22154,3.0,3.0,0.35452,93.5503,73600,3.0,1.0,0.50646,0.0,1.0,364,2.93299,1.0,0.00024,0.80261,9.0,Liverpool,2019-04-18 01:00,2019-04-17 21:02
1.0,4.0,1.0,H,0.0,0.0,0.00072,-8.0,0.0,2.40804,4.0,BSCY,0.89935,1.0,4.0,0.0,76.02244,74194,1.0,0.0,0.0,1.0,0.0,2722,2.3821,0.0,0.00026000000000000003,0.87341,4.0,Young Boys,2019-04-18 01:00,2019-04-17 21:02
1.0,1.0,1.0,A,0.0,0.0,0.00038,-12.0,0.0,1.26801,5.0,MON,0.89041,0.0,5.0,0.0,63.0063,74430,0.0,0.0,0.0,1.0,0.0,174,1.62926,0.0,0.00038,1.25166,1.0,AS Monaco,2019-04-18 01:00,2019-04-17 21:02
1.0,13.0,0.0,F,1.0,0.0,0.0007700000000000001,10.0,0.0,2.5585400000000003,1.0,MNC,0.2,4.0,1.0,0.0,94.84618,73608,4.0,1.0,0.0,1.0,0.0,382,3.13961,1.0,0.00023,0.77504,13.0,Manchester City,2019-04-18 01:00,2019-04-17 21:02
2.0,11.0,0.0,D,0.0,1.0,0.00038,2.0,0.0,1.26122,1.0,SCH,1.05204,3.0,1.0,0.0,61.60292,74039,3.0,0.0,0.0,2.0,0.0,133,1.75151,1.0,0.00046,1.54232,11.0,Schalke 04,2019-04-18 01:00,2019-04-17 21:02
1.0,4.0,1.0,C,0.0,0.0,0.00072,-12.0,0.0,2.4146400000000003,4.0,RED,1.21262,1.0,4.0,0.0,63.23693000000001,76657,1.0,0.0,0.0,1.0,0.0,2290,2.02311,0.0,0.00025,0.82109,4.0,Red Star Belgrade,2019-04-18 01:00,2019-04-17 21:02
3.0,12.0,0.0,E,0.0,1.0,0.00097,6.0,0.0,3.24337,0.0,AJX,1.03528,3.0,0.0,0.15902,83.44854000000002,73815,3.0,1.0,0.5107,3.0,1.0,139,3.20923,1.0,0.0003,1.00114,12.0,Ajax,2019-04-18 01:00,2019-04-17 21:02
1.0,13.0,0.0,A,0.0,1.0,0.00044,3.0,0.0,1.46182,1.0,ATL,0.27,4.0,1.0,0.0,86.53036999999998,74010,4.0,0.0,0.0,1.0,0.0,1068,2.15407,1.0,0.00029,0.96224,13.0,Atletico Madrid,2019-04-18 01:00,2019-04-17 21:02
0.0,3.0,1.0,D,0.0,0.0,0.00047,-8.0,0.0,1.55943,5.0,LOK,0.80123,1.0,5.0,0.0,66.77843,74346,1.0,0.0,0.0,0.0,0.0,442,1.7041400000000002,0.0,0.00028,0.94594,3.0,Lokomotiv Moscow,2019-04-18 01:00,2019-04-17 21:02
1.0,16.0,0.0,D,1.0,0.0,0.00066,9.0,0.0,2.19818,0.0,POR,0.66473,5.0,0.0,0.0,79.4958,74329,5.0,1.0,0.0,1.0,0.0,437,2.27571,1.0,0.00022,0.74227,16.0,FC Porto,2019-04-18 01:00,2019-04-17 21:02
1.0,7.0,0.0,E,0.0,0.0,2.25306,-5.0,1.0,2.25306,3.0,BEN,0.83688,2.0,3.0,0.0,76.59456999999998,74332,2.0,0.0,0.0,1.0,0.0,1929,2.3306,0.0,0.91442,0.91442,7.0,Benfica,2019-04-18 01:00,2019-04-17 21:02
1.0,7.0,1.0,G,0.0,0.0,0.00049,-1.0,0.0,1.62993,3.0,CSKA,0.72819,2.0,3.0,0.0,69.97142,74347,2.0,0.0,0.0,1.0,0.0,1963,1.7746400000000002,0.0,0.00026000000000000003,0.8729,7.0,CSKA Moscow,2019-04-18 01:00,2019-04-17 21:02
0.0,9.0,0.0,G,0.0,1.0,0.0005200000000000001,3.0,0.0,1.7311900000000002,3.0,ROM,0.88136,3.0,3.0,0.0,73.48995,73831,3.0,0.0,0.0,0.0,0.0,104,2.18867,1.0,0.0004,1.33884,9.0,AS Roma,2019-04-18 01:00,2019-04-17 21:02
3.0,9.0,0.0,C,0.0,0.0,1.7581099999999998,2.0,1.0,1.7581099999999998,1.0,NAP,0.58115,2.0,1.0,0.0,80.49377,73848,2.0,0.0,0.0,3.0,0.0,114,2.21558,0.0,1.03862,1.03862,9.0,Napoli,2019-04-18 01:00,2019-04-17 21:02
1.0,13.0,0.0,A,1.0,0.0,0.00054,8.0,0.0,1.81535,1.0,DOR,0.72149,4.0,1.0,0.0,78.6924,74050,4.0,0.0,0.0,1.0,0.0,124,2.30563,1.0,0.00036,1.21177,13.0,Borussia Dortmund,2019-04-18 01:00,2019-04-17 21:02
2.0,14.0,0.0,B,1.0,0.0,0.00073,9.0,0.0,2.42418,0.0,BAR,0.31738,4.0,0.0,0.33896,93.25724,74014,4.0,1.0,0.49354,2.0,1.0,83,3.11642,1.0,0.0003,1.00963,14.0,Barcelona,2019-04-18 01:00,2019-04-17 21:02
2.0,8.0,0.0,B,0.0,0.0,1.75295,-1.0,1.0,1.75295,2.0,INT,0.53796,2.0,2.0,0.0,81.36776,73830,2.0,0.0,0.0,2.0,0.0,110,2.21043,0.0,0.99544,0.99544,8.0,Internazionale,2019-04-18 01:00,2019-04-17 21:02
0.0,12.0,0.0,H,1.0,0.0,0.00055,5.0,0.0,1.83682,2.0,JUV,0.49675,4.0,2.0,0.0,83.29955,73847,4.0,1.0,0.0,0.0,0.0,111,2.2943,1.0,0.00029,0.95423,12.0,Juventus,2019-04-18 01:00,2019-04-17 21:02
3.0,6.0,0.0,F,0.0,0.0,2.25641,-8.0,1.0,2.25641,2.0,SHK,0.93124,1.0,2.0,0.0,71.79105,74219,1.0,0.0,0.0,3.0,0.0,493,2.15193,0.0,0.8267700000000001,0.8267700000000001,6.0,Shakhtar Donetsk,2019-04-18 01:00,2019-04-17 21:02
1.0,4.0,0.0,D,0.0,0.0,2.19963,-3.0,1.0,2.19963,4.0,GAL,0.87905,1.0,4.0,0.0,73.50338,74205,1.0,0.0,0.0,1.0,0.0,432,2.18628,0.0,0.8657,0.8657,4.0,Galatasaray,2019-04-18 01:00,2019-04-17 21:02
2.0,8.0,0.0,B,0.0,1.0,0.00055,-1.0,0.0,1.8198,2.0,TOT,0.51659,2.0,2.0,0.1475,84.13334,73602,2.0,1.0,0.4893,2.0,1.0,367,2.4008700000000003,1.0,0.00033,1.09766,8.0,Tottenham Hotspur,2019-04-18 01:00,2019-04-17 21:02
3.0,3.0,1.0,F,0.0,0.0,0.00063,-3.0,0.0,2.10045,3.0,HOF,0.92229,0.0,3.0,0.0,78.41277,84341,0.0,0.0,0.0,3.0,0.0,7911,2.59073,0.0,0.00042,1.41258,3.0,TSG Hoffenheim,2019-04-18 01:00,2019-04-17 21:02
0.0,0.0,1.0,E,0.0,0.0,0.00054,-11.0,0.0,1.79673,6.0,AEK,0.8097,0.0,6.0,0.0,65.54267,74244,0.0,0.0,0.0,0.0,0.0,887,1.65346,0.0,0.0002,0.66643,0.0,AEK Athens,2019-04-18 01:00,2019-04-17 21:02
2.0,2.0,1.0,B,0.0,0.0,0.00075,-7.0,0.0,2.50446,4.0,PSV,0.98835,0.0,4.0,0.0,75.45338000000002,93373,0.0,0.0,0.0,2.0,0.0,148,2.47032,0.0,0.00029,0.95422,2.0,PSV,2019-04-18 01:00,2019-04-17 21:02
