code,current_losses,current_ties,current_wins,d_rating,goal_diff,goals_against,goals_scored,group,id,losses,make_champs,make_europa,name,o_rating,position_1,relegated,sdr_id,ties,win_league,wins,last_updated
MRS,10.0,9.0,13.0,1.14935,7.33154,44.26216,51.5937,,176,11.81074,0.0,0.76446,Marseille,1.49661,0.0,0.0,74431,10.74346,0.0,15.4458,2017-04-12 18:43
CAN,18.0,5.0,9.0,1.39923,-25.89522,63.04508,37.14986,,2927,20.67698,0.0,0.0,Caen,1.23003,0.0,0.24518,74445,6.59972,0.0,10.7233,2017-04-12 18:43
NCY,17.0,7.0,8.0,1.25999,-20.64626,49.91524,29.26898,,3267,19.90422,0.0,0.0,AS Nancy Lorraine,1.02107,0.0,0.44276,74441,8.66456,0.0,9.43122,2017-04-12 18:43
NCE,2.0,10.0,20.0,1.10779,23.80878,34.72096,58.52974,,2502,4.60194,0.99558,0.00442,Nice,1.47754,0.00018,0.0,74437,11.53564,0.00018,21.86242,2017-04-12 18:43
LOR,19.0,4.0,8.0,1.50089,-30.6398,71.37758,40.73778,,273,22.103,0.0,0.0,Lorient,1.29383,0.0,0.51496,74443,5.84282,0.0,10.05418,2017-04-05 18:51
LYON,11.0,3.0,17.0,1.00544,37.63978,42.04084,79.68062,,167,12.14962,0.12892,0.871,Lyon,2.21521,0.0,0.0,74432,4.33508,0.0,21.5153,2017-04-05 18:51
TOU,11.0,10.0,10.0,1.13714,-1.20432,41.7985,40.59418,,179,13.6708,0.0,0.03804,Toulouse,1.17004,0.0,2e-05,74439,11.97542,0.0,12.35378,2017-04-05 18:51
MNT,14.0,9.0,8.0,1.41765,-15.43018,66.46726,51.03708,,274,17.2448,0.0,0.0,Montpellier,1.50654,0.0,0.06876,74452,10.71296,0.0,10.04224,2017-04-05 18:51
DIJ,14.0,11.0,6.0,1.45353,-11.16548,58.0048,46.83932,,3170,16.93308,0.0,0.0,Dijon FCO,1.29475,0.0,0.26436,74455,12.83594,0.0,8.23098,2017-04-05 18:51
MON,3.0,5.0,22.0,0.90268,75.43716,32.31892,107.75608,,174,3.82448,0.99998,2e-05,AS Monaco,2.42855,0.67754,0.0,74430,6.23076,0.67754,27.94476,2017-04-05 18:51
NAN,12.0,8.0,11.0,1.24618,-16.98394,54.34748,37.36354,,165,14.94614,0.0,0.0415,Nantes,1.28891,0.0,2e-05,74463,9.94052,0.0,13.11334,2017-04-05 18:51
REN,9.0,13.0,9.0,1.10887,-7.56038,43.08528,35.5249,,169,11.96122,0.0,0.01678,Stade Rennes,1.09193,0.0,0.00018,74434,15.05164,0.0,10.98714,2017-04-05 18:51
LLE,14.0,7.0,10.0,1.11155,-7.94142,45.64358,37.70216,,166,16.6047,0.0,0.00404,Lille,1.23265,0.0,0.0009,74438,8.96054,0.0,12.43476,2017-04-05 18:51
ANG,14.0,6.0,11.0,1.23665,-13.52422,52.37342,38.8492,,7868,17.74754,0.0,0.00208,Angers,1.29753,0.0,0.00114,74464,7.68842,0.0,12.56404,2017-04-05 18:51
PSG,4.0,5.0,21.0,0.72231,56.6569,25.79664,82.45354,,160,4.46426,0.99998,2e-05,Paris Saint-Germain,2.44381,0.32226,0.0,74427,6.01356,0.32226,27.52218,2017-04-05 18:51
MTZ,13.0,8.0,9.0,1.4913,-32.07992,68.39118,36.31126,,177,16.95372,0.0,0.00066,Metz,1.12039,0.0,0.03074,74444,10.07626,0.0,10.97002,2017-04-05 18:51
STE,8.0,11.0,11.0,0.96704,7.77664,34.43798,42.21462,,178,11.25114,0.0,0.37486,St Etienne,1.32538,0.0,0.0,74436,13.20886,0.0,13.54,2017-04-05 18:51
BAS,16.0,10.0,5.0,1.47035,-27.9107,57.47106,29.56036,,173,20.01874,0.0,0.0,Bastia,0.90672,0.0,0.9321,74457,11.6641,0.0,6.31716,2017-04-05 18:51
GUI,12.0,8.0,11.0,1.2447,-1.66032,47.79784,46.13752,,171,14.6008,0.0,0.07414,Guingamp,1.38645,0.0,0.0,74451,9.88266,0.0,13.51654,2017-04-05 18:51
BOR,9.0,10.0,12.0,1.13228,6.40888,46.23716,52.64604,,159,10.97928,0.0,0.7125,Bordeaux,1.56857,0.0,0.0,74428,11.94918,0.0,15.07154,2017-04-05 18:51
MRS,10.0,8.0,13.0,1.17957,7.30512,45.49388,52.799,,176,12.1756,2e-05,0.73546,Marseille,1.5206,0.0,0.0,74431,10.03284,0.0,15.79156,2017-04-05 18:51
CAN,17.0,5.0,9.0,1.39603,-23.4983,62.1595,38.6612,,2927,19.97048,0.0,0.0,Caen,1.27275,0.0,0.09514,74445,6.86738,0.0,11.16214,2017-04-05 18:51
NCY,17.0,7.0,7.0,1.28619,-23.94386,51.03506,27.0912,,3267,20.29908,0.0,0.0,AS Nancy Lorraine,0.94915,0.0,0.58158,74441,8.97114,0.0,8.72978,2017-04-05 18:51
NCE,2.0,10.0,19.0,1.11937,22.31836,35.05532,57.37368,,2502,5.06528,0.8711,0.1289,Nice,1.44435,0.0002,0.0,74437,11.8324,0.0002,21.10232,2017-04-05 18:51
LOR,19.0,4.0,7.0,1.53045,-31.48364,72.61974,41.1361,,273,22.42834,0.0,0.0,Lorient,1.30377,0.0,0.6852,74443,6.11532,0.0,9.45634,2017-03-19 21:56
LYON,11.0,2.0,16.0,1.03123,36.82614,42.96666,79.7928,,167,12.50206,0.24408,0.75472,Lyon,2.19228,0.0,0.0,74432,3.77542,0.0,21.72252,2017-03-19 21:56
TOU,11.0,10.0,9.0,1.17135,-2.87524,43.43888,40.56364,,179,14.2062,0.0,0.01348,Toulouse,1.17315,0.0,0.00146,74439,12.2328,0.0,11.561,2017-03-19 21:56
MNT,13.0,9.0,8.0,1.42085,-13.61104,66.40924,52.7982,,274,16.41926,0.0,0.00044,Montpellier,1.55306,0.0,0.03242,74452,10.98538,0.0,10.59536,2017-03-19 21:56
DIJ,14.0,10.0,6.0,1.478,-12.08054,58.7989,46.71836,,3170,17.51278,0.0,0.0,Dijon FCO,1.29579,0.0,0.31494,74455,12.08462,0.0,8.4026,2017-03-19 21:56
MON,3.0,5.0,22.0,0.90268,75.47722,32.322,107.79922,,174,3.8157,0.99998,2e-05,AS Monaco,2.42855,0.68172,0.0,74430,6.22988,0.68172,27.95442,2017-03-19 21:56
NAN,12.0,8.0,10.0,1.23835,-17.59372,54.20992,36.6162,,165,15.19416,0.0,0.02266,Nantes,1.26354,0.0,0.00078,74463,10.24864,0.0,12.5572,2017-03-19 21:56
REN,9.0,12.0,9.0,1.10389,-8.46504,43.96874,35.5037,,169,12.53858,0.0,0.01804,Stade Rennes,1.09938,0.0,0.00028,74434,14.29548,0.0,11.16594,2017-03-19 21:56
LLE,14.0,7.0,9.0,1.14154,-9.03034,46.90678,37.87644,,166,16.98078,0.0,0.00184,Lille,1.25143,0.0,0.00824,74438,9.2394,0.0,11.77982,2017-03-19 21:56
ANG,13.0,6.0,11.0,1.21458,-12.71854,51.50546,38.78692,,7868,17.14892,0.0,0.0069,Angers,1.28854,0.0,0.00092,74464,8.012,0.0,12.83908,2017-03-19 21:56
PSG,4.0,5.0,21.0,0.72231,56.54136,25.8487,82.39006,,160,4.47156,0.99996,4e-05,Paris Saint-Germain,2.44381,0.31812,0.0,74427,6.02884,0.31812,27.4996,2017-03-19 21:56
MTZ,12.0,8.0,9.0,1.48194,-30.43482,67.75026,37.31544,,177,16.61396,0.0,0.00154,Metz,1.14409,0.0,0.02778,74444,10.26046,0.0,11.12558,2017-03-19 21:56
STE,8.0,11.0,11.0,0.96704,7.8251,34.38488,42.20998,,178,11.24444,2e-05,0.34174,St Etienne,1.32538,0.0,0.0,74436,13.21132,0.0,13.54424,2017-03-19 21:56
BAS,15.0,10.0,5.0,1.4895,-26.88044,57.63024,30.7498,,173,19.34966,0.0,0.0,Bastia,0.93663,0.0,0.85986,74457,11.97888,0.0,6.67146,2017-03-19 21:56
GUI,12.0,8.0,10.0,1.28212,-2.26456,48.80812,46.54356,,171,14.85804,0.0,0.04022,Guingamp,1.3762,0.0,0.0003,74451,10.15416,0.0,12.9878,2017-03-19 21:56
BOR,8.0,10.0,12.0,1.12068,6.9286,45.55328,52.48188,,159,10.4395,0.00082,0.7657,Bordeaux,1.53776,0.0,0.0,74428,12.25118,0.0,15.30932,2017-03-19 21:56
MRS,10.0,7.0,13.0,1.18044,8.25562,45.35962,53.61524,,176,12.33724,0.00048,0.78722,Marseille,1.54851,0.0,0.0,74431,9.27988,0.0,16.38288,2017-03-19 21:56
CAN,16.0,5.0,9.0,1.40547,-22.76352,62.65586,39.89234,,2927,19.38852,0.0,0.0001,Caen,1.30189,0.0,0.07442,74445,7.14208,0.0,11.4694,2017-03-19 21:56
NCY,16.0,7.0,7.0,1.27746,-23.40506,51.38948,27.98442,,3267,19.77516,0.0,0.0,AS Nancy Lorraine,0.98446,0.0,0.48512,74441,9.26474,0.0,8.9601,2017-03-19 21:56
NCE,2.0,10.0,18.0,1.09758,21.75246,34.92294,56.6754,,2502,5.31102,0.75466,0.24534,Nice,1.42899,0.00016,0.0,74437,12.13776,0.00016,20.55122,2017-03-19 21:56
LOR,19.0,4.0,6.0,1.50006,-32.98014,71.71186,38.73172,,273,22.8833,0.0,0.0,Lorient,1.23359,0.0,0.84542,74443,6.4481,0.0,8.6686,2017-03-15 21:39
LYON,10.0,2.0,16.0,1.03867,36.83528,43.38764,80.22292,,167,12.13754,0.27902,0.7203,Lyon,2.19338,4e-05,0.0,74432,3.94828,4e-05,21.91418,2017-03-15 21:39
TOU,11.0,9.0,9.0,1.18397,-2.40082,44.45952,42.0587,,179,14.4391,0.0,0.03972,Toulouse,1.23232,0.0,0.00206,74439,11.5165,0.0,12.0444,2017-03-15 21:39
MNT,12.0,9.0,8.0,1.34584,-9.70366,62.5537,52.85004,,274,15.78388,0.0,0.00652,Montpellier,1.55067,0.0,0.02546,74452,11.29152,0.0,10.9246,2017-03-15 21:39
DIJ,13.0,10.0,6.0,1.48257,-10.85532,58.90068,48.04536,,3170,16.80754,0.0,0.00026,Dijon FCO,1.33716,0.0,0.24128,74455,12.38618,0.0,8.80628,2017-03-15 21:39
MON,3.0,5.0,21.0,0.94359,74.20454,33.40888,107.61342,,174,3.93308,0.99982,0.00018,AS Monaco,2.41099,0.65732,0.0,74430,6.39258,0.65732,27.67434,2017-03-15 21:39
NAN,12.0,7.0,10.0,1.25874,-17.60636,54.36624,36.75988,,165,15.52834,0.0,0.04674,Nantes,1.25107,0.0,0.0015,74463,9.5691,0.0,12.90256,2017-03-15 21:39
REN,9.0,11.0,9.0,1.15431,-9.3424,45.61606,36.27366,,169,13.10386,0.0,0.02894,Stade Rennes,1.11299,0.0,0.0013,74434,13.56862,0.0,11.32752,2017-03-15 21:39
LLE,14.0,6.0,9.0,1.18583,-8.91152,48.30028,39.38876,,166,17.31386,0.0,0.0092,Lille,1.29833,0.0,0.0139,74438,8.51036,0.0,12.17578,2017-03-15 21:39
ANG,13.0,6.0,10.0,1.23767,-16.27786,52.89902,36.62116,,7868,17.58594,0.0,0.00558,Angers,1.22912,0.0,0.01424,74464,8.28284,0.0,12.13122,2017-03-15 21:39
PSG,4.0,5.0,20.0,0.72276,57.77878,25.93266,83.71144,,160,4.58882,0.99908,0.00092,Paris Saint-Germain,2.45936,0.34178,0.0,74427,6.14944,0.34178,27.26174,2017-03-15 21:39
MTZ,12.0,8.0,8.0,1.53522,-31.27274,69.04616,37.77342,,177,16.91476,0.0,0.00156,Metz,1.17364,0.0,0.0946,74444,10.5264,0.0,10.55884,2017-03-15 21:39
STE,8.0,11.0,10.0,0.99715,6.36882,35.92272,42.29154,,178,11.68168,0.0,0.25042,St Etienne,1.33006,0.0,0.0,74436,13.48278,0.0,12.83554,2017-03-15 21:39
BAS,14.0,10.0,5.0,1.52145,-26.49094,58.37228,31.88134,,173,18.83714,0.0,0.0,Bastia,0.98037,0.0,0.82244,74457,12.23108,0.0,6.93178,2017-03-15 21:39
GUI,11.0,8.0,10.0,1.22904,0.81222,46.93968,47.7519,,171,14.17876,0.0,0.13624,Guingamp,1.40431,0.0,0.0003,74451,10.45944,0.0,13.3618,2017-03-15 21:39
BOR,8.0,10.0,11.0,1.11898,2.89192,45.62254,48.51446,,159,10.79082,0.00036,0.64794,Bordeaux,1.45003,0.0,0.0,74428,12.57578,0.0,14.6334,2017-03-15 21:39
MRS,10.0,6.0,13.0,1.22065,8.25854,46.85254,55.11108,,176,12.72424,0.00174,0.82452,Marseille,1.60972,0.0,0.0,74431,8.52648,0.0,16.74928,2017-03-15 21:39
CAN,15.0,5.0,9.0,1.39489,-21.41346,62.45198,41.03852,,2927,19.10504,0.0,0.0009,Caen,1.36094,0.0,0.07708,74445,7.26988,0.0,11.62508,2017-03-15 21:39
NCY,15.0,7.0,7.0,1.21541,-21.64092,48.93972,27.2988,,3267,18.93626,0.0,4e-05,AS Nancy Lorraine,0.95939,0.0,0.34898,74441,9.60162,0.0,9.46212,2017-03-15 21:39
NCE,2.0,9.0,18.0,1.08749,21.74604,35.13448,56.88052,,2502,5.6429,0.71998,0.28002,Nice,1.4541,0.00086,0.0,74437,11.4293,0.00086,20.9278,2017-03-15 21:39
LOR,18.0,4.0,6.0,1.52191,-34.94652,72.91772,37.9712,,273,22.84912,0.0,0.0,Lorient,1.23928,0.0,0.86786,74443,6.54496,0.0,8.60592,2017-03-08 21:59
LYON,10.0,2.0,15.0,1.05222,33.07114,44.47534,77.54648,,167,12.4127,0.1823,0.81398,Lyon,2.15734,2e-05,0.0,74432,4.19866,2e-05,21.38864,2017-03-08 21:59
TOU,10.0,9.0,9.0,1.16327,0.48834,42.34942,42.83776,,179,14.05236,0.0,0.06976,Toulouse,1.24946,0.0,0.00198,74439,11.73524,0.0,12.2124,2017-03-08 21:59
MNT,11.0,9.0,8.0,1.26246,-7.39842,59.82236,52.42394,,274,14.83558,0.0,0.03014,Montpellier,1.53796,0.0,0.01328,74452,11.59744,0.0,11.56698,2017-03-08 21:59
DIJ,13.0,9.0,6.0,1.48907,-11.45018,59.32786,47.87768,,3170,17.28534,0.0,0.00068,Dijon FCO,1.33222,0.0,0.28804,74455,11.6923,0.0,9.02236,2017-03-08 21:59
MON,3.0,5.0,20.0,0.94775,75.37692,33.07054,108.44746,,174,3.99882,0.99946,0.00054,AS Monaco,2.4122,0.61072,0.0,74430,6.5264,0.61072,27.47478,2017-03-08 21:59
NAN,12.0,7.0,9.0,1.24887,-19.46538,53.6305,34.16512,,165,16.07596,0.0,0.01986,Nantes,1.16279,0.0,0.01602,74463,9.88328,0.0,12.04076,2017-03-08 21:59
REN,9.0,10.0,9.0,1.15032,-8.92074,45.47478,36.55404,,169,13.33268,0.0,0.05146,Stade Rennes,1.11892,0.0,0.0029,74434,12.89076,0.0,11.77656,2017-03-08 21:59
LLE,14.0,6.0,8.0,1.18825,-10.38752,48.3734,37.98588,,166,17.74974,0.0,0.00452,Lille,1.26312,0.0,0.06868,74438,8.85716,0.0,11.3931,2017-03-08 21:59
ANG,12.0,6.0,10.0,1.22526,-13.8253,51.39346,37.56816,,7868,17.0515,0.0,0.01626,Angers,1.25055,0.0,0.0106,74464,8.54462,0.0,12.40388,2017-03-08 21:59
PSG,4.0,5.0,19.0,0.7263,60.6845,25.17166,85.85616,,160,4.54794,0.99932,0.00068,Paris Saint-Germain,2.49421,0.38714,0.0,74427,6.14322,0.38714,27.30884,2017-03-08 21:59
MTZ,12.0,7.0,8.0,1.51029,-32.4017,68.41754,36.01584,,177,17.50724,0.0,0.00218,Metz,1.10466,0.0,0.14256,74444,9.84462,0.0,10.64814,2017-03-08 21:59
STE,8.0,10.0,10.0,0.94242,7.45978,34.23456,41.69434,,178,11.74908,2e-05,0.36418,St Etienne,1.30519,0.0,2e-05,74436,12.7848,0.0,13.46612,2017-03-08 21:59
BAS,13.0,10.0,5.0,1.4198,-21.08848,54.03982,32.95134,,173,18.09298,0.0,0.0,Bastia,1.01839,0.0,0.71382,74457,12.58736,0.0,7.31966,2017-03-08 21:59
GUI,11.0,8.0,9.0,1.26819,-4.5821,48.08932,43.50722,,171,14.58104,0.0,0.0731,Guingamp,1.29838,0.0,0.00368,74451,10.76872,0.0,12.65024,2017-03-08 21:59
BOR,7.0,10.0,11.0,1.13939,1.78708,46.19582,47.9829,,159,10.61104,0.0006,0.65478,Bordeaux,1.44156,0.0,0.0,74428,12.74888,0.0,14.64008,2017-03-08 21:59
MRS,10.0,6.0,12.0,1.2397,5.58356,47.82454,53.4081,,176,12.99816,0.00086,0.71384,Marseille,1.5931,0.0,0.0,74431,8.8295,0.0,16.17234,2017-03-08 21:59
CAN,15.0,4.0,9.0,1.39638,-22.49584,62.1051,39.60926,,2927,19.687,0.0,0.00118,Caen,1.33209,0.0,0.116,74445,6.54638,0.0,11.76662,2017-03-08 21:59
NCY,14.0,7.0,7.0,1.18532,-20.0536,47.5418,27.4882,,3267,18.10534,0.0,0.0003,AS Nancy Lorraine,0.96177,0.0,0.24292,74441,9.95168,0.0,9.94298,2017-03-08 21:59
NCE,2.0,8.0,18.0,1.06544,22.56446,33.85626,56.42072,,2502,5.79116,0.81744,0.18256,Nice,1.4558,0.00212,0.0,74437,10.69446,0.00212,21.51438,2017-03-08 21:59
LOR,17.0,4.0,6.0,1.45629,-31.60102,69.8987,38.29768,,273,22.11114,0.0,2e-05,Lorient,1.25078,0.0,0.79554,74443,6.8507,0.0,9.03816,2017-03-01 20:23
LYON,10.0,1.0,15.0,1.0686,33.87276,44.77508,78.64784,,167,12.64322,0.31904,0.67662,Lyon,2.16718,0.00046,0.0,74432,3.43006,0.00046,21.92672,2017-03-01 20:23
TOU,10.0,8.0,9.0,1.14075,1.30278,41.91882,43.2216,,179,14.20528,0.0,0.1238,Toulouse,1.25601,0.0,0.00298,74439,11.05214,0.0,12.74258,2017-03-01 20:23
MNT,11.0,8.0,8.0,1.26533,-6.70654,59.86858,53.16204,,274,15.0277,0.0,0.0621,Montpellier,1.57037,0.0,0.01648,74452,10.85192,0.0,12.12038,2017-03-01 20:23
DIJ,12.0,9.0,6.0,1.51176,-10.12662,59.55476,49.42814,,3170,16.58984,0.0,0.00258,Dijon FCO,1.37837,0.0,0.22964,74455,11.9605,0.0,9.44966,2017-03-01 20:23
MON,3.0,5.0,19.0,0.96406,72.2172,33.92966,106.14686,,174,4.16738,0.99836,0.00164,AS Monaco,2.37104,0.52862,0.0,74430,6.75588,0.52862,27.07674,2017-03-01 20:23
NAN,11.0,7.0,9.0,1.22605,-17.12794,52.05858,34.93064,,165,15.80332,0.0,0.0304,Nantes,1.18395,0.0,0.01926,74463,10.03386,0.0,12.16282,2017-03-01 20:23
REN,9.0,9.0,9.0,1.14721,-9.008,45.56568,36.55768,,169,13.71936,0.0,0.0746,Stade Rennes,1.11492,0.0,0.00634,74434,12.19228,0.0,12.08836,2017-03-01 20:23
LLE,14.0,5.0,8.0,1.1939,-10.9628,48.64582,37.68302,,166,18.24322,0.0,0.00736,Lille,1.2364,0.0,0.10116,74438,8.17168,0.0,11.5851,2017-03-01 20:23
ANG,12.0,6.0,9.0,1.20114,-15.4894,50.64392,35.15452,,7868,17.53142,0.0,0.00824,Angers,1.19306,0.0,0.06724,74464,8.86834,0.0,11.60024,2017-03-01 20:23
PSG,4.0,5.0,18.0,0.67897,63.30364,25.30498,88.60862,,160,4.51658,0.99886,0.00114,Paris Saint-Germain,2.51029,0.46918,0.0,74427,6.16724,0.46918,27.31618,2017-03-01 20:23
MTZ,12.0,6.0,8.0,1.50585,-32.61654,68.64558,36.02904,,177,17.86938,0.0,0.00466,Metz,1.10125,0.0,0.17064,74444,9.1398,0.0,10.99082,2017-03-01 20:23
STE,8.0,9.0,10.0,0.98741,7.21808,35.69752,42.9156,,178,12.14148,0.00012,0.41578,St Etienne,1.32674,0.0,4e-05,74436,12.0359,0.0,13.82262,2017-03-01 20:23
BAS,13.0,9.0,5.0,1.4404,-21.14664,55.39584,34.2492,,173,18.44226,0.0,8e-05,Bastia,1.07231,0.0,0.71588,74457,11.8841,0.0,7.67364,2017-03-01 20:23
GUI,11.0,7.0,9.0,1.29363,-5.50092,48.91,43.40908,,171,15.14798,0.0,0.0822,Guingamp,1.30165,0.0,0.00798,74451,10.03524,0.0,12.81678,2017-03-01 20:23
BOR,7.0,9.0,11.0,1.14496,1.3279,47.03602,48.36392,,159,11.09094,0.00266,0.65044,Bordeaux,1.46437,0.0,0.0,74428,12.00306,0.0,14.906,2017-03-01 20:23
MRS,10.0,6.0,11.0,1.24998,1.81618,48.24018,50.05636,,176,13.50772,0.001,0.52974,Marseille,1.51844,0.0,2e-05,74431,9.16064,0.0,15.33164,2017-03-01 20:23
CAN,14.0,4.0,9.0,1.34054,-20.72078,59.5258,38.80502,,2927,18.84686,0.0,0.0079,Caen,1.30355,0.0,0.08062,74445,6.88988,0.0,12.26326,2017-03-01 20:23
NCY,13.0,7.0,7.0,1.19229,-21.32274,49.23288,27.91014,,3267,17.95404,0.0,0.00066,AS Nancy Lorraine,0.94734,0.0,0.27654,74441,10.06064,0.0,9.98532,2017-03-01 20:23
NCE,2.0,8.0,17.0,1.10071,21.2714,35.43486,56.70626,,2502,6.18958,0.67996,0.32004,Nice,1.48044,0.00174,0.0,74437,10.95874,0.00174,20.85168,2017-03-01 20:23
LOR,16.0,4.0,6.0,1.47,-30.31622,69.69546,39.37924,,273,21.44352,0.0,0.00016,Lorient,1.28102,0.0,0.71658,74443,7.1969,0.0,9.35958,2017-02-21 21:47
LYON,10.0,1.0,14.0,1.09515,28.25232,45.8042,74.05652,,167,13.0242,0.29282,0.69088,Lyon,2.08885,0.00058,0.0,74432,3.77368,0.00058,21.20212,2017-02-21 21:47
TOU,10.0,7.0,9.0,1.18031,0.84908,43.39454,44.24362,,179,14.65192,0.00014,0.12912,Toulouse,1.28853,0.0,0.0063,74439,10.34938,0.0,12.9987,2017-02-21 21:47
MNT,10.0,8.0,8.0,1.26065,-5.57538,58.69236,53.11698,,274,14.39402,8e-05,0.095,Montpellier,1.56647,0.0,0.01252,74452,11.1826,0.0,12.42338,2017-02-21 21:47
DIJ,11.0,9.0,6.0,1.47525,-8.21988,57.67224,49.45236,,3170,15.94758,0.0,0.00752,Dijon FCO,1.39065,0.0,0.1868,74455,12.27806,0.0,9.77436,2017-02-21 21:47
MON,3.0,5.0,18.0,0.97936,74.26976,33.51546,107.78522,,174,4.1581,0.99844,0.00156,AS Monaco,2.38717,0.63352,0.0,74430,6.8346,0.63352,27.0073,2017-02-21 21:47
NAN,11.0,6.0,8.0,1.21663,-19.30854,51.02092,31.71238,,165,16.53674,0.0,0.02282,Nantes,1.10299,0.0,0.07728,74463,9.68244,0.0,11.78082,2017-02-21 21:47
REN,9.0,9.0,8.0,1.17262,-9.86794,46.71522,36.84728,,169,14.01352,2e-05,0.04668,Stade Rennes,1.12761,0.0,0.02496,74434,12.47898,0.0,11.5075,2017-02-21 21:47
LLE,13.0,5.0,8.0,1.12983,-9.29746,46.12664,36.82918,,166,17.39332,0.0,0.02278,Lille,1.22597,0.0,0.06416,74438,8.5333,0.0,12.07338,2017-02-21 21:47
ANG,12.0,6.0,8.0,1.22818,-18.19914,51.3042,33.10506,,7868,17.84034,0.0,0.00426,Angers,1.12687,0.0,0.17386,74464,9.18424,0.0,10.97542,2017-02-21 21:47
PSG,4.0,5.0,17.0,0.68189,57.0274,25.39368,82.42108,,160,4.81038,0.99726,0.00274,Paris Saint-Germain,2.37817,0.36276,0.0,74427,6.6609,0.36276,26.52872,2017-02-21 21:47
MTZ,11.0,6.0,8.0,1.45149,-27.71716,64.85082,37.13366,,177,17.32162,0.0,0.01084,Metz,1.13186,0.0,0.14826,74444,9.41178,0.0,11.2666,2017-02-21 21:47
STE,7.0,9.0,10.0,0.9812,9.65368,35.01144,44.66512,,178,11.19116,0.00226,0.58246,St Etienne,1.37034,0.0,6.000000000000001e-05,74436,12.35334,0.0,14.4555,2017-02-21 21:47
BAS,12.0,8.0,5.0,1.32509,-16.82584,51.13376,34.30792,,173,17.8421,0.0,0.00048,Bastia,1.08021,0.0,0.53818,74457,11.65388,0.0,8.50402,2017-02-21 21:47
GUI,10.0,7.0,9.0,1.30294,-6.03142,49.29,43.25858,,171,14.88706,2e-05,0.0952,Guingamp,1.32279,0.0,0.00908,74451,10.23422,0.0,12.87872,2017-02-21 21:47
BOR,7.0,9.0,10.0,1.13614,-0.69878,46.16206,45.46328,,159,11.6371,0.00272,0.4146,Bordeaux,1.38194,0.0,0.00012,74428,12.37962,0.0,13.98328,2017-02-21 21:47
MRS,9.0,6.0,11.0,1.17896,4.79052,45.0462,49.83672,,176,13.08222,0.00468,0.5699,Marseille,1.52406,0.0,0.00014,74431,9.39156,0.0,15.52622,2017-02-21 21:47
CAN,14.0,4.0,8.0,1.38002,-22.87292,61.17638,38.30346,,2927,19.4937,0.0,0.00306,Caen,1.2951,0.0,0.24234,74445,7.16606,0.0,11.34024,2017-02-21 21:47
NCY,13.0,6.0,7.0,1.22031,-21.33234,50.40424,29.0719,,3267,18.30184,0.0,0.00158,AS Nancy Lorraine,0.98706,0.0,0.28826,74441,9.36656,0.0,10.3316,2017-02-21 21:47
NCE,2.0,8.0,16.0,1.09799,21.42026,34.7515,56.17176,,2502,6.32132,0.70156,0.29836,Nice,1.47462,0.00314,0.0,74437,11.30438,0.00314,20.3743,2017-02-21 21:47
LOR,15.0,4.0,6.0,1.50377,-29.59942,70.40746,40.80804,,273,20.84472,0.0,0.0004,Lorient,1.32346,0.0,0.61386,74443,7.42696,0.0,9.72832,2017-02-14 21:57
LYON,10.0,1.0,13.0,1.07703,25.34988,44.77568,70.12556,,167,13.42344,0.27782,0.68622,Lyon,1.98766,6.000000000000001e-05,0.0,74432,4.1427,6.000000000000001e-05,20.43386,2017-02-14 21:57
TOU,10.0,6.0,9.0,1.23152,-1.56116,46.43864,44.87748,,179,15.56048,0.00016,0.10572,Toulouse,1.30835,0.0,0.01134,74439,9.45486,0.0,12.98466,2017-02-14 21:57
MNT,10.0,8.0,7.0,1.27569,-6.58152,58.9864,52.40488,,274,14.70374,0.00024,0.07512,Montpellier,1.54257,0.0,0.03756,74452,11.48274,0.0,11.81352,2017-02-14 21:57
DIJ,10.0,9.0,6.0,1.40415,-7.01304,55.16264,48.1496,,3170,15.49726,0.0,0.01522,Dijon FCO,1.36672,0.0,0.1517,74455,12.53006,0.0,9.97268,2017-02-14 21:57
MON,3.0,4.0,18.0,0.93539,74.91902,32.92874,107.84776,,174,4.29688,0.9993,0.0007,AS Monaco,2.32398,0.52246,0.0,74430,6.11974,0.52246,27.58338,2017-02-14 21:57
NAN,11.0,5.0,8.0,1.22173,-19.29034,50.96764,31.6773,,165,16.89132,4e-05,0.03202,Nantes,1.10473,0.0,0.07916,74463,9.0139,0.0,12.09478,2017-02-14 21:57
REN,8.0,9.0,8.0,1.17404,-7.86046,45.85564,37.99518,,169,13.39994,0.00024,0.09444,Stade Rennes,1.16325,0.0,0.01636,74434,12.75626,0.0,11.8438,2017-02-14 21:57
LLE,13.0,5.0,7.0,1.16723,-10.67084,47.63114,36.9603,,166,17.87278,2e-05,0.0153,Lille,1.24505,0.0,0.14708,74438,8.78182,0.0,11.3454,2017-02-14 21:57
ANG,12.0,6.0,7.0,1.25244,-19.16884,52.48156,33.31272,,7868,18.10236,0.0,0.0033,Angers,1.12883,0.0,0.27652,74464,9.49144,0.0,10.4062,2017-02-14 21:57
PSG,4.0,4.0,17.0,0.69345,63.28774,25.62394,88.91168,,160,4.66678,0.99926,0.00074,Paris Saint-Germain,2.47337,0.47662,0.0,74427,5.47108,0.47662,27.86214,2017-02-14 21:57
