code,current_losses,current_ties,current_wins,d_rating,goal_diff,goals_against,goals_scored,group,id,losses,make_champs,make_europa,name,o_rating,position_1,relegated,sdr_id,ties,win_league,wins,last_updated
SMP,9.0,6.0,6.0,1.16721,-10.54158,51.02638,40.4848,,2734,16.36986,0.0,0.00328,Sampdoria,1.40535,0.0,0.02898,73838,10.55842,0.0,11.07172,2017-01-22 21:42
CVO,10.0,4.0,7.0,1.13662,-15.46162,53.316,37.85438,,238,17.50464,2e-05,0.00212,Chievo Verona,1.26843,0.0,0.0294,73903,8.67716,0.0,11.8182,2017-01-22 21:42
INT,6.0,3.0,12.0,0.88003,24.89132,39.29236,64.18368,,110,9.7116,0.2331,0.57296,Internazionale,2.09434,0.01472,0.0,73830,6.98878,0.01472,21.29962,2017-01-22 21:42
JUV,4.0,0.0,16.0,0.61351,49.42852,28.71954,78.14806,,111,6.49858,0.9502,0.04826,Juventus,2.22372,0.6313,0.0,73847,3.78872,0.6313,27.7127,2017-01-22 21:42
PES,13.0,6.0,1.0,1.54053,-36.87168,69.9924,33.12072,,3290,22.59834,0.0,0.0,US Pescara,1.33929,0.0,0.87574,73894,10.47644,0.0,4.92522,2017-01-22 21:42
GEN,9.0,6.0,6.0,1.24223,-13.48682,55.32846,41.84164,,3263,16.923,2e-05,0.0018,Genoa,1.47821,0.0,0.04124,73849,10.40324,0.0,10.67376,2017-01-22 21:42
CAG,11.0,2.0,8.0,1.4432,-21.92424,72.21896,50.29472,,2925,18.88142,2e-05,0.00426,Cagliari,1.51802,0.0,0.02298,73843,6.32272,0.0,12.79586,2017-01-22 21:42
FIO,5.0,6.0,9.0,1.02023,16.36128,45.30554,61.66682,,109,9.98866,0.04762,0.37524,Fiorentina,1.89087,0.00098,2e-05,73842,10.4781,0.00098,17.53324,2017-01-22 21:42
MIL,5.0,4.0,11.0,0.9785,11.39656,44.06526,55.46182,,103,10.57358,0.05982,0.41578,AC Milan,1.69704,0.00268,0.0,73835,8.82964,0.00268,18.59678,2017-01-22 21:42
UDI,9.0,4.0,7.0,1.17649,-7.8362,52.4185,44.5823,,118,16.7243,0.0003,0.0116,Udinese,1.43879,0.0,0.0181,73833,8.8622,0.0,12.4135,2017-01-16 21:41
PAL,14.0,4.0,2.0,1.37641,-36.4519,69.8656,33.4137,,2923,23.4215,0.0,0.0,Palermo,1.2433,0.0,0.8121,73840,8.4636,0.0,6.1149,2017-01-16 21:41
TOR,6.0,6.0,8.0,1.21031,10.2941,53.6085,63.9026,,239,12.4657,0.0078,0.1256,Torino,1.81738,0.0001,0.0006,73846,10.446,0.0001,15.0883,2017-01-16 21:41
ROM,4.0,2.0,14.0,0.85529,42.3619,34.0473,76.4092,,104,7.1712,0.7791,0.2004,AS Roma,2.23932,0.2299,0.0,73831,6.0122,0.2299,24.8166,2017-01-16 21:41
NAP,3.0,5.0,12.0,0.86883,41.7928,39.6401,81.4329,,114,6.3605,0.6397,0.314,Napoli,2.35044,0.1283,0.0,73848,8.8278,0.1283,22.8117,2017-01-16 21:41
LAZ,4.0,4.0,12.0,0.9333,21.0809,41.4772,62.5581,,112,8.9328,0.2167,0.5472,Lazio,1.86644,0.0204,0.0,73834,8.6351,0.0204,20.4321,2017-01-16 21:41
BOL,8.0,5.0,6.0,1.08076,-15.2346,50.9599,35.7253,,107,16.6494,0.0,0.0055,Bologna,1.19453,0.0,0.0468,73850,10.4559,0.0,10.8947,2017-01-16 21:41
CRO,14.0,3.0,2.0,1.35155,-36.7393,66.3678,29.6285,,3173,24.5401,0.0,0.0,Crotone,1.10579,0.0,0.8733,73875,7.7741,0.0,5.6858,2017-01-16 21:41
SAS,11.0,3.0,6.0,1.28115,-12.6562,61.6204,48.9642,,3997,18.964,0.0,0.003,Sassuolo,1.56501,0.0,0.0678,73867,7.673,0.0,11.363,2017-01-16 21:41
EMP,10.0,6.0,4.0,1.16955,-26.5123,52.995,26.4827,,2574,18.948,0.0,0.0001,Empoli,1.11959,0.0,0.2856,73839,10.8542,0.0,8.1978,2017-01-16 21:41
ATA,7.0,2.0,11.0,1.00808,15.0002,44.1954,59.1956,,105,12.23,0.0673,0.4255,Atalanta,1.80137,0.0026,0.0,73844,6.4956,0.0026,19.2744,2017-01-16 21:41
SMP,8.0,6.0,6.0,1.1875,-10.6402,52.1364,41.4962,,2734,16.0057,0.0001,0.0067,Sampdoria,1.42873,0.0,0.025,73838,10.7628,0.0,11.2315,2017-01-16 21:41
CVO,9.0,4.0,7.0,1.11513,-11.9469,51.4276,39.4807,,238,16.7485,0.0001,0.008,Chievo Verona,1.29553,0.0,0.0189,73903,8.9401,0.0,12.3114,2017-01-16 21:41
INT,6.0,3.0,11.0,0.92624,24.1901,41.1121,65.3022,,110,10.0438,0.2143,0.5297,Internazionale,2.11393,0.0142,0.0,73830,7.2182,0.0142,20.738,2017-01-16 21:41
JUV,4.0,0.0,15.0,0.63056,48.5688,29.5807,78.1495,,111,6.6283,0.9297,0.0675,Juventus,2.22545,0.597,0.0,73847,4.032,0.597,27.3397,2017-01-16 21:41
PES,12.0,6.0,1.0,1.51829,-34.4727,68.2396,33.7669,,3290,21.8549,0.0,0.0,US Pescara,1.34746,0.0,0.7926,73894,10.8061,0.0,5.339,2017-01-16 21:41
GEN,9.0,5.0,6.0,1.18867,-11.6073,53.1849,41.5776,,3263,16.8495,0.0,0.0062,Genoa,1.46594,0.0,0.0348,73849,9.737,0.0,11.4135,2017-01-16 21:41
CAG,10.0,2.0,8.0,1.47624,-23.5283,74.3863,50.858,,2925,18.7938,0.0001,0.0047,Cagliari,1.54907,0.0,0.0243,73843,6.4471,0.0,12.7591,2017-01-16 21:41
FIO,5.0,6.0,8.0,1.04362,12.2755,47.1109,59.3864,,109,10.4896,0.0352,0.295,Fiorentina,1.85974,0.0011,0.0001,73842,10.8532,0.0011,16.6572,2017-01-16 21:41
MIL,4.0,4.0,11.0,0.97906,12.0616,43.8257,55.8873,,103,10.0111,0.1096,0.4493,AC Milan,1.71216,0.0064,0.0,73835,9.0384,0.0064,18.9505,2017-01-16 21:41
UDI,7.0,4.0,7.0,1.19259,-6.6831,52.9796,46.2965,,118,15.6539,0.002,0.0433,Udinese,1.48073,0.0,0.0127,73833,9.3541,0.0,12.992,2016-12-22 14:00
PAL,12.0,4.0,2.0,1.35,-32.3923,67.0256,34.6333,,2923,22.0879,0.0,0.0,Palermo,1.26436,0.0,0.6541,73840,9.1515,0.0,6.7606,2016-12-22 14:00
CRO,12.0,3.0,2.0,1.36652,-35.3025,67.168,31.8655,,3173,23.3708,0.0,0.0,Crotone,1.16462,0.0,0.7756,73875,8.3172,0.0,6.312,2016-12-22 14:00
ROM,4.0,2.0,12.0,0.92416,41.3532,37.1835,78.5367,,104,7.7796,0.7082,0.249,AS Roma,2.2873,0.1537,0.0,73831,6.4713,0.1537,23.7491,2016-12-22 14:00
NAP,3.0,5.0,10.0,0.84302,44.3468,37.4824,81.8292,,114,6.211,0.7011,0.2599,Napoli,2.32945,0.1259,0.0,73848,9.0827,0.1259,22.7063,2016-12-22 14:00
LAZ,4.0,4.0,10.0,0.97918,19.6973,42.8579,62.5552,,112,9.5563,0.1956,0.4895,Lazio,1.84421,0.0155,0.0,73834,9.1118,0.0155,19.3319,2016-12-22 14:00
BOL,7.0,5.0,5.0,1.08641,-15.3395,51.3659,36.0264,,107,16.7879,0.0001,0.0088,Bologna,1.20159,0.0,0.0977,73850,10.9744,0.0,10.2377,2016-12-22 14:00
TOR,6.0,4.0,8.0,1.21353,10.2624,54.3159,64.5783,,239,13.1784,0.0226,0.212,Torino,1.80747,0.0006,0.0007,73846,9.0264,0.0006,15.7952,2016-12-22 14:00
SAS,11.0,2.0,5.0,1.30517,-14.6856,63.0271,48.3415,,3997,19.4991,0.0001,0.0073,Sassuolo,1.58373,0.0,0.1127,73867,7.17,0.0,11.3309,2016-12-22 14:00
EMP,10.0,5.0,3.0,1.22356,-28.8359,56.2678,27.4319,,2574,19.95,0.0,0.0,Empoli,1.13258,0.0,0.4369,73839,10.3731,0.0,7.6769,2016-12-22 14:00
ATA,6.0,2.0,10.0,0.98795,10.0214,43.8576,53.879,,105,12.4211,0.0716,0.3769,Atalanta,1.68287,0.0037,0.0,73844,7.3297,0.0037,18.2492,2016-12-22 14:00
SMP,7.0,5.0,6.0,1.17528,-10.2224,53.0043,42.7819,,2734,15.8164,0.0006,0.0229,Sampdoria,1.45702,0.0,0.0274,73838,10.2446,0.0,11.939,2016-12-22 14:00
CVO,7.0,4.0,7.0,0.97911,-4.9422,44.4496,39.5074,,238,14.9565,0.0032,0.0507,Chievo Verona,1.29379,0.0,0.0079,73903,9.7636,0.0,13.2799,2016-12-22 14:00
INT,6.0,3.0,9.0,0.92332,21.7814,40.8389,62.6203,,110,10.5653,0.1826,0.5042,Internazionale,2.04767,0.0103,0.0,73830,7.8201,0.0103,19.6146,2016-12-22 14:00
JUV,3.0,0.0,14.0,0.61904,48.8697,28.8166,77.6863,,111,5.9123,0.9512,0.046,Juventus,2.21156,0.6811,0.0,73847,4.4757,0.6811,27.612,2016-12-22 14:00
PES,11.0,6.0,1.0,1.51501,-35.8058,68.0619,32.2561,,3290,21.9368,0.0,0.0,US Pescara,1.32508,0.0,0.8018,73894,10.8662,0.0,5.197,2016-12-22 14:00
GEN,7.0,5.0,6.0,1.12376,-5.3665,49.673,44.3065,,3263,15.0849,0.0013,0.0389,Genoa,1.53414,0.0,0.016,73849,10.3647,0.0,12.5504,2016-12-22 14:00
CAG,9.0,2.0,7.0,1.50974,-27.6073,76.0222,48.4149,,2925,18.9752,0.0001,0.0082,Cagliari,1.49874,0.0,0.0561,73843,6.9479,0.0,12.0769,2016-12-22 14:00
FIO,5.0,6.0,7.0,1.0536,9.5253,48.1332,57.6585,,109,11.2751,0.0288,0.2546,Fiorentina,1.83078,0.0008,0.0004,73842,11.1034,0.0008,15.6215,2016-12-22 14:00
MIL,4.0,3.0,10.0,0.98498,11.3256,44.0634,55.389,,103,10.658,0.1309,0.4278,AC Milan,1.67061,0.0084,0.0,73835,8.6986,0.0084,18.6434,2016-12-22 14:00
UDI,7.0,3.0,6.0,1.26713,-8.8874,56.2211,47.3337,,118,16.4943,0.0027,0.0437,Udinese,1.51969,0.0001,0.0328,73833,8.7701,0.0001,12.7356,2016-12-15 14:00
PAL,12.0,3.0,1.0,1.31716,-34.4033,65.0031,30.5998,,2923,23.0515,0.0,0.0,Palermo,1.17759,0.0,0.7352,73840,8.7972,0.0,6.1513,2016-12-15 14:00
CRO,11.0,3.0,2.0,1.36107,-33.5504,66.5294,32.979,,3173,22.7759,0.0,0.0,Crotone,1.19102,0.0,0.7104,73875,8.605,0.0,6.6191,2016-12-15 14:00
ROM,3.0,2.0,11.0,0.94672,38.9645,37.9863,76.9508,,104,7.735,0.6674,0.2667,AS Roma,2.26857,0.165,0.0,73831,7.0438,0.165,23.2212,2016-12-15 14:00
NAP,3.0,4.0,9.0,0.7599,41.6527,32.4117,74.0644,,114,6.6979,0.6566,0.2815,Napoli,2.1645,0.1212,0.0,73848,8.9036,0.1212,22.3985,2016-12-15 14:00
LAZ,3.0,4.0,9.0,0.95575,21.1966,40.7835,61.9801,,112,9.1623,0.239,0.4452,Lazio,1.84761,0.0215,0.0001,73834,9.6828,0.0215,19.1549,2016-12-15 14:00
BOL,7.0,5.0,4.0,1.14252,-21.8481,54.1605,32.3124,,107,17.9508,0.0001,0.0026,Bologna,1.10047,0.0,0.2343,73850,11.2371,0.0,8.8121,2016-12-15 14:00
TOR,5.0,4.0,7.0,1.16342,9.9032,51.609,61.5122,,239,13.1318,0.0295,0.194,Torino,1.75169,0.0018,0.0016,73846,9.6298,0.0018,15.2384,2016-12-15 14:00
SAS,9.0,2.0,5.0,1.22703,-10.6474,59.0728,48.4254,,3997,17.7689,0.0019,0.035,Sassuolo,1.60948,0.0,0.061,73867,7.8086,0.0,12.4225,2016-12-15 14:00
EMP,9.0,5.0,2.0,1.2089,-30.0874,56.3696,26.2822,,2574,19.737,0.0,0.0008,Empoli,1.12786,0.0,0.4723,73839,10.9641,0.0,7.2989,2016-12-15 14:00
ATA,6.0,1.0,9.0,1.02313,8.3653,45.5887,53.954,,105,13.3134,0.0758,0.3188,Atalanta,1.66856,0.004,0.0007,73844,6.8514,0.004,17.8352,2016-12-15 14:00
SMP,6.0,4.0,6.0,1.17454,-8.6177,52.7627,44.145,,2734,15.3994,0.0036,0.0534,Sampdoria,1.47118,0.0,0.0233,73838,9.8724,0.0,12.7282,2016-12-15 14:00
CVO,6.0,4.0,6.0,0.91675,-4.0236,41.8138,37.7902,,238,14.6014,0.0047,0.0666,Chievo Verona,1.24612,0.0,0.0155,73903,10.4701,0.0,12.9285,2016-12-15 14:00
INT,6.0,3.0,7.0,0.99102,16.075,44.7688,60.8438,,110,11.585,0.1174,0.3831,Internazionale,2.01752,0.0073,0.0005,73830,8.432,0.0073,17.983,2016-12-15 14:00
JUV,3.0,0.0,13.0,0.63722,49.9522,29.7245,79.6767,,111,5.9939,0.9408,0.0546,Juventus,2.26488,0.6589,0.0,73847,4.6242,0.6589,27.3819,2016-12-15 14:00
PES,10.0,5.0,1.0,1.43929,-29.3187,64.3668,35.0481,,3290,20.8771,0.0,0.0003,US Pescara,1.3912,0.0,0.6162,73894,10.6647,0.0,6.4582,2016-12-15 14:00
GEN,5.0,5.0,6.0,1.04044,-0.8283,44.844,44.0157,,3263,13.2108,0.0119,0.1145,Genoa,1.52409,0.0004,0.0077,73849,11.0173,0.0004,13.7719,2016-12-15 14:00
CAG,8.0,2.0,6.0,1.48182,-27.1884,73.0138,45.8254,,2925,18.8059,0.0005,0.0115,Cagliari,1.43905,0.0,0.0878,73843,7.5839,0.0,11.6102,2016-12-15 14:00
FIO,4.0,5.0,7.0,0.99996,10.7066,44.007,54.7136,,109,11.0892,0.0683,0.2866,Fiorentina,1.78572,0.0023,0.0006,73842,10.8201,0.0023,16.0907,2016-12-15 14:00
MIL,4.0,2.0,10.0,1.01216,12.5846,45.0887,57.6733,,103,10.7919,0.1798,0.4411,AC Milan,1.72884,0.0175,0.0,73835,7.875,0.0175,19.3331,2016-12-15 14:00
UDI,7.0,3.0,5.0,1.2595,-13.1246,57.2325,44.1079,,118,17.3008,0.0019,0.0267,Udinese,1.46402,0.0001,0.0854,73833,9.1218,0.0001,11.5774,2016-12-08 14:00
PAL,11.0,3.0,1.0,1.29301,-31.0149,63.3994,32.3845,,2923,22.0747,0.0,0.0003,Palermo,1.20636,0.0,0.6457,73840,9.197,0.0,6.7283,2016-12-08 14:00
CRO,11.0,3.0,1.0,1.37295,-34.0712,66.4555,32.3843,,3173,23.0536,0.0,0.0002,Crotone,1.19063,0.0,0.7589,73875,8.8992,0.0,6.0472,2016-12-08 14:00
ROM,3.0,2.0,10.0,0.97562,40.2476,39.5608,79.8084,,104,7.7918,0.6557,0.2588,AS Roma,2.33643,0.21,0.0,73831,7.164,0.21,23.0442,2016-12-08 14:00
NAP,3.0,4.0,8.0,0.80387,33.1706,35.0175,68.1881,,114,7.4986,0.5061,0.3469,Napoli,2.06885,0.0923,0.0,73848,9.4469,0.0923,21.0545,2016-12-08 14:00
LAZ,3.0,4.0,8.0,0.97585,19.6404,41.5305,61.1709,,112,9.6022,0.2068,0.3929,Lazio,1.82666,0.0247,0.0,73834,9.9955,0.0247,18.4023,2016-12-08 14:00
BOL,7.0,4.0,4.0,1.18272,-22.2811,55.9541,33.673,,107,18.4063,0.0,0.0047,Bologna,1.12372,0.0,0.2375,73850,10.3942,0.0,9.1995,2016-12-08 14:00
TOR,4.0,4.0,7.0,1.13372,12.6012,49.6862,62.2874,,239,12.3909,0.0604,0.2221,Torino,1.77421,0.0055,0.0016,73846,9.8379,0.0055,15.7712,2016-12-08 14:00
SAS,8.0,2.0,5.0,1.2452,-11.8132,59.717,47.9038,,3997,17.6192,0.0034,0.0358,Sassuolo,1.5989,0.0,0.0716,73867,8.0413,0.0,12.3395,2016-12-08 14:00
EMP,9.0,4.0,2.0,1.23368,-30.6188,58.0017,27.3829,,2574,20.1767,0.0,0.0008,Empoli,1.16772,0.0,0.4924,73839,10.2809,0.0,7.5424,2016-12-08 14:00
ATA,5.0,1.0,9.0,0.98084,13.3357,42.0126,55.3483,,105,11.9872,0.1604,0.3611,Atalanta,1.65923,0.0153,0.0002,73844,7.1695,0.0153,18.8433,2016-12-08 14:00
SMP,5.0,4.0,6.0,1.15948,-6.6133,51.5918,44.9785,,2734,14.5638,0.0096,0.0761,Sampdoria,1.49816,0.0002,0.0177,73838,10.1706,0.0002,13.2656,2016-12-08 14:00
CVO,6.0,4.0,5.0,0.94117,-7.7374,43.8887,36.1513,,238,15.3198,0.0037,0.0389,Chievo Verona,1.22289,0.0001,0.0409,73903,10.7457,0.0001,11.9345,2016-12-08 14:00
INT,6.0,3.0,6.0,1.01096,15.3819,45.8778,61.2597,,110,11.7404,0.1203,0.3362,Internazionale,2.03346,0.0082,0.0012,73830,8.6365,0.0082,17.6231,2016-12-08 14:00
JUV,3.0,0.0,12.0,0.64882,46.8851,30.133,77.0181,,111,6.4082,0.9071,0.082,Juventus,2.21605,0.5991,0.0,73847,5.0536,0.5991,26.5382,2016-12-08 14:00
PES,9.0,5.0,1.0,1.43885,-28.3549,63.8755,35.5206,,3290,20.2381,0.0,0.0005,US Pescara,1.40326,0.0,0.5591,73894,10.9503,0.0,6.8116,2016-12-08 14:00
GEN,4.0,5.0,5.0,1.08526,-0.8926,46.8682,45.9756,,3263,13.2727,0.0227,0.1042,Genoa,1.57228,0.0013,0.0166,73849,11.4188,0.0013,13.3085,2016-12-08 14:00
CAG,7.0,2.0,6.0,1.41025,-20.4764,68.8227,48.3463,,2925,17.8357,0.0021,0.0252,Cagliari,1.50587,0.0,0.0695,73843,7.894,0.0,12.2703,2016-12-08 14:00
FIO,3.0,5.0,6.0,1.00803,13.9049,43.8268,57.7317,,109,10.2663,0.1208,0.2985,Fiorentina,1.86117,0.011,0.0017,73842,11.2247,0.011,16.509,2016-12-08 14:00
MIL,3.0,2.0,10.0,1.04975,11.831,47.3243,59.1553,,103,10.6178,0.219,0.3881,AC Milan,1.77288,0.0322,0.0,73835,8.028,0.0322,19.3542,2016-12-08 14:00
UDI,7.0,3.0,4.0,1.2931,-14.2995,58.6766,44.3771,,118,17.7057,0.0021,0.0195,Udinese,1.46639,0.0,0.1304,73833,9.3245,0.0,10.9698,2016-12-01 14:00
PAL,10.0,3.0,1.0,1.29393,-32.0557,63.8419,31.7862,,2923,21.9105,0.0,0.0001,Palermo,1.20294,0.0,0.6459,73840,9.3362,0.0,6.7533,2016-12-01 14:00
CRO,10.0,3.0,1.0,1.37835,-35.3441,66.9845,31.6404,,3173,22.9541,0.0,0.0001,Crotone,1.17811,0.0,0.7587,73875,9.0382,0.0,6.0077,2016-12-01 14:00
ROM,3.0,2.0,9.0,1.02727,37.0323,42.5134,79.5457,,104,8.4604,0.5626,0.2914,AS Roma,2.3509,0.168,0.0,73831,7.3575,0.168,22.1821,2016-12-01 14:00
NAP,3.0,4.0,7.0,0.83247,28.0079,37.2399,65.2478,,114,8.2028,0.3814,0.3672,Napoli,1.99519,0.0655,0.0,73848,9.8552,0.0655,19.942,2016-12-01 14:00
LAZ,2.0,4.0,8.0,0.9835,23.2758,41.1433,64.4191,,112,8.7815,0.2994,0.3572,Lazio,1.90716,0.0503,0.0002,73834,10.0798,0.0503,19.1387,2016-12-01 14:00
BOL,6.0,4.0,4.0,1.18476,-21.3136,56.4047,35.0911,,107,17.7478,0.0005,0.0073,Bologna,1.1548,0.0,0.204,73850,10.6881,0.0,9.5641,2016-12-01 14:00
TOR,3.0,4.0,7.0,1.12991,16.9165,48.4352,65.3517,,239,11.3219,0.1062,0.2692,Torino,1.82916,0.0145,0.0019,73846,10.104,0.0145,16.5741,2016-12-01 14:00
SAS,8.0,2.0,4.0,1.25198,-15.2539,61.014,45.7601,,3997,18.066,0.0029,0.0242,Sassuolo,1.56203,0.0,0.1186,73867,8.3328,0.0,11.6012,2016-12-01 14:00
EMP,8.0,4.0,2.0,1.20308,-27.4706,56.0844,28.6138,,2574,19.4709,0.0,0.0012,Empoli,1.17421,0.0,0.4201,73839,10.6045,0.0,7.9246,2016-12-01 14:00
ATA,4.0,1.0,9.0,0.97167,12.6825,41.5169,54.1994,,105,11.918,0.1617,0.3325,Atalanta,1.64356,0.0212,0.0003,73844,7.4133,0.0212,18.6687,2016-12-01 14:00
SMP,5.0,4.0,5.0,1.19988,-9.95,54.1702,44.2202,,2734,15.2109,0.0063,0.0538,Sampdoria,1.49353,0.0002,0.0432,73838,10.4032,0.0002,12.3859,2016-12-01 14:00
CVO,6.0,3.0,5.0,0.96966,-7.306,45.4587,38.1527,,238,15.5957,0.0058,0.0509,Chievo Verona,1.26881,0.0001,0.0431,73903,9.9658,0.0001,12.4385,2016-12-01 14:00
INT,5.0,3.0,6.0,0.97935,19.7098,43.677,63.3868,,110,10.945,0.192,0.3474,Internazionale,2.07006,0.0185,0.001,73830,8.72,0.0185,18.335,2016-12-01 14:00
JUV,3.0,0.0,11.0,0.65152,47.1665,29.6513,76.8178,,111,6.4262,0.892,0.0927,Juventus,2.21784,0.6106,0.0,73847,5.1772,0.6106,26.3966,2016-12-01 14:00
PES,9.0,4.0,1.0,1.4748,-28.5842,64.7088,36.1246,,3290,20.6835,0.0,0.0005,US Pescara,1.41511,0.0,0.5449,73894,10.1281,0.0,7.1884,2016-12-01 14:00
GEN,4.0,4.0,5.0,1.12762,-1.8306,49.3166,47.486,,3263,13.8582,0.0213,0.1022,Genoa,1.61284,0.0018,0.0214,73849,10.6374,0.0018,13.5044,2016-12-01 14:00
CAG,7.0,1.0,6.0,1.42214,-19.9975,69.2793,49.2818,,2925,18.1009,0.0038,0.0301,Cagliari,1.54303,0.0001,0.0638,73843,7.1672,0.0001,12.7319,2016-12-01 14:00
FIO,3.0,5.0,5.0,1.005,15.0335,43.2513,58.2848,,109,10.2102,0.1273,0.2862,Fiorentina,1.86237,0.0129,0.0024,73842,11.4088,0.0129,16.381,2016-12-01 14:00
MIL,3.0,2.0,9.0,1.03824,13.5809,46.3651,59.946,,103,10.456,0.2347,0.3663,AC Milan,1.77941,0.0363,0.0001,73835,8.2058,0.0363,19.3382,2016-12-01 14:00
UDI,6.0,3.0,4.0,1.28847,-13.2922,57.808,44.5158,,118,17.059,0.0023,0.0355,Udinese,1.47245,0.0002,0.1187,73833,9.6358,0.0002,11.3052,2016-11-24 14:00
PAL,9.0,3.0,1.0,1.30853,-30.7046,64.0082,33.3036,,2923,21.1376,0.0001,0.0014,Palermo,1.23788,0.0,0.5879,73840,9.6955,0.0,7.1669,2016-11-24 14:00
CRO,10.0,2.0,1.0,1.38405,-34.5277,66.6814,32.1537,,3173,23.047,0.0,0.0008,Crotone,1.19483,0.0,0.7302,73875,8.4666,0.0,6.4864,2016-11-24 14:00
ROM,3.0,2.0,8.0,0.98752,40.1056,39.2215,79.3271,,104,8.1372,0.5989,0.2812,AS Roma,2.34853,0.1376,0.0001,73831,7.5104,0.1376,22.3524,2016-11-24 14:00
NAP,3.0,3.0,7.0,0.83442,31.6528,36.1584,67.8112,,114,8.0358,0.4904,0.3362,Napoli,2.04618,0.0789,0.0,73848,8.8829,0.0789,21.0813,2016-11-24 14:00
LAZ,2.0,4.0,7.0,1.01405,22.2215,42.6418,64.8633,,112,9.1779,0.251,0.3831,Lazio,1.92662,0.0302,0.0001,73834,10.3387,0.0302,18.4834,2016-11-24 14:00
BOL,5.0,4.0,4.0,1.16652,-17.6861,54.5569,36.8708,,107,16.7017,0.0018,0.0178,Bologna,1.20163,0.0,0.1531,73850,11.0596,0.0,10.2387,2016-11-24 14:00
TOR,3.0,4.0,6.0,1.11488,17.5846,47.3507,64.9353,,239,11.3459,0.1049,0.2849,Torino,1.82959,0.0109,0.0027,73846,10.3382,0.0109,16.3159,2016-11-24 14:00
SAS,8.0,1.0,4.0,1.28807,-17.8985,62.6268,44.7283,,3997,19.0098,0.0021,0.0271,Sassuolo,1.56502,0.0001,0.1622,73867,7.4827,0.0001,11.5075,2016-11-24 14:00
EMP,7.0,4.0,2.0,1.14648,-22.9221,51.5952,28.6731,,2574,18.4622,0.0001,0.0062,Empoli,1.15557,0.0,0.3468,73839,11.0823,0.0,8.4555,2016-11-24 14:00
ATA,4.0,1.0,8.0,1.01346,9.0337,43.2122,52.2459,,105,12.5636,0.1135,0.3053,Atalanta,1.6205,0.0092,0.0008,73844,7.7846,0.0092,17.6518,2016-11-24 14:00
SMP,5.0,3.0,5.0,1.21681,-10.0644,54.3108,44.2464,,2734,15.5962,0.0098,0.0709,Sampdoria,1.49957,0.0002,0.0524,73838,9.6887,0.0002,12.7151,2016-11-24 14:00
CVO,5.0,3.0,5.0,0.96993,-6.9398,44.6494,37.7096,,238,15.0807,0.0095,0.069,Chievo Verona,1.25254,0.0001,0.0447,73903,10.2514,0.0001,12.6679,2016-11-24 14:00
INT,5.0,3.0,5.0,0.96917,14.914,43.1865,58.1005,,110,11.6917,0.1233,0.3206,Internazionale,1.95647,0.0082,0.0044,73830,9.2244,0.0082,17.0839,2016-11-24 14:00
JUV,2.0,0.0,11.0,0.57596,51.7459,26.0518,77.7977,,111,5.2971,0.9339,0.059,Juventus,2.2361,0.692,0.0,73847,5.3771,0.692,27.3258,2016-11-24 14:00
PES,8.0,4.0,1.0,1.47314,-31.4464,64.6732,33.2268,,3290,20.85,0.0,0.0011,US Pescara,1.36558,0.0,0.6093,73894,10.2968,0.0,6.8532,2016-11-24 14:00
GEN,4.0,4.0,4.0,1.13868,-8.5267,50.7555,42.2288,,3263,15.189,0.0092,0.0649,Genoa,1.47671,0.0002,0.072,73849,10.9622,0.0002,11.8488,2016-11-24 14:00
CAG,7.0,1.0,5.0,1.42807,-20.3985,69.2532,48.8547,,2925,18.3411,0.004,0.0364,Cagliari,1.53776,0.0,0.1123,73843,7.423,0.0,12.2359,2016-11-24 14:00
FIO,2.0,5.0,5.0,0.93763,18.192,38.8329,57.0249,,109,9.2898,0.1753,0.34,Fiorentina,1.8463,0.0148,0.0016,73842,11.7765,0.0148,16.9337,2016-11-24 14:00
MIL,3.0,2.0,8.0,1.02107,8.9569,46.091,55.0479,,103,11.0264,0.1699,0.3586,AC Milan,1.70418,0.0174,0.0007,73835,8.6432,0.0174,18.3304,2016-11-24 14:00
UDI,5.0,3.0,4.0,1.29074,-11.8562,57.2739,45.4177,,118,16.3522,0.0066,0.0542,Udinese,1.49859,0.0002,0.1057,73833,9.8921,0.0002,11.7557,2016-11-10 14:00
PAL,8.0,3.0,1.0,1.28084,-28.2258,61.334,33.1082,,2923,20.3964,0.0,0.0032,Palermo,1.23042,0.0,0.5432,73840,10.0498,0.0,7.5538,2016-11-10 14:00
CRO,9.0,2.0,1.0,1.39548,-32.8019,66.3529,33.551,,3173,22.4637,0.0001,0.0013,Crotone,1.21823,0.0,0.7047,73875,8.7341,0.0,6.8022,2016-11-10 14:00
ROM,2.0,2.0,8.0,0.95462,43.8543,37.0286,80.8829,,104,7.0452,0.7101,0.2223,AS Roma,2.37613,0.2163,0.0,73831,7.6414,0.2163,23.3134,2016-11-10 14:00
NAP,3.0,3.0,6.0,0.88319,31.8376,36.8751,68.7127,,114,8.2858,0.4669,0.3515,Napoli,2.11092,0.0671,0.0002,73848,9.0488,0.0671,20.6654,2016-11-10 14:00
LAZ,2.0,4.0,6.0,1.00425,21.0143,41.9174,62.9317,,112,9.2847,0.232,0.3911,Lazio,1.89213,0.0265,0.0014,73834,10.6747,0.0265,18.0406,2016-11-10 14:00
