code,current_losses,current_ties,current_wins,d_rating,goal_diff,group,group_1,group_2,group_3,group_4,id,losses,make_final,make_quarters,make_second_round,make_semis,name,o_rating,sdr_id,ties,win_final,wins,win_league,make_round_of_16,last_updated
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-05-01 20:51
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-05-01 20:51
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
LYON,2.0,2.0,2.0,1.09111,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.0994,74432,2.0,0.0,2.0,0.0,0.0,2017-04-23 21:10
MAD,0.0,3.0,3.0,0.94426,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.64696,1.0,1.0,1.0,Real Madrid,3.18009,74013,3.0,0.35464,3.0,0.35464,1.0,2017-04-23 21:10
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
PSG,0.0,3.0,3.0,0.73026,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.44449,74427,3.0,0.0,3.0,0.0,1.0,2017-04-23 21:10
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
DOR,0.0,2.0,4.0,0.91895,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.0,1.0,1.0,0.0,Borussia Dortmund,2.54146,74050,2.0,0.0,4.0,0.0,1.0,2017-04-23 21:10
MON,1.0,2.0,3.0,0.87793,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.3053,1.0,1.0,1.0,AS Monaco,2.43031,74430,2.0,0.11666,3.0,0.11666,1.0,2017-04-23 21:10
LEV,0.0,4.0,2.0,1.08576,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.0,0.0,1.0,0.0,Bayer Leverkusen,1.77851,74045,4.0,0.0,2.0,0.0,1.0,2017-04-23 21:10
MNC,1.0,3.0,2.0,0.72758,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.0,0.0,1.0,0.0,Manchester City,2.47887,73608,3.0,0.0,2.0,0.0,1.0,2017-04-23 21:10
ATL,1.0,0.0,5.0,0.61532,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.35304,1.0,1.0,1.0,Atletico Madrid,1.8425,74010,0.0,0.15934,5.0,0.15934,1.0,2017-04-23 21:10
LEI,1.0,1.0,4.0,1.21912,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.0,1.0,1.0,0.0,Leicester City,1.57569,73629,1.0,0.0,4.0,0.0,1.0,2017-04-23 21:10
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-04-23 21:10
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
NAP,1.0,2.0,3.0,0.85262,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.46014,73848,2.0,0.0,3.0,0.0,1.0,2017-04-23 21:10
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
BAR,1.0,0.0,5.0,0.7737,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.0,1.0,1.0,0.0,Barcelona,3.32965,74014,0.0,0.0,5.0,0.0,1.0,2017-04-23 21:10
JUV,0.0,2.0,4.0,0.48242,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.6947,1.0,1.0,1.0,Juventus,2.19983,73847,2.0,0.36936,4.0,0.36936,1.0,2017-04-23 21:10
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
BMU,2.0,0.0,4.0,0.62541,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.0,1.0,1.0,0.0,Bayern Munich,2.88497,74078,0.0,0.0,4.0,0.0,1.0,2017-04-23 21:10
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-04-23 21:10
MGB,3.0,2.0,1.0,1.09343,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.71579,74048,2.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
ARS,0.0,2.0,4.0,1.10597,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.3162,73616,2.0,0.0,4.0,0.0,1.0,2017-04-23 21:10
POR,1.0,2.0,3.0,0.92545,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0,0.0,1.0,0.0,FC Porto,1.80947,74329,2.0,0.0,3.0,0.0,1.0,2017-04-23 21:10
TOT,3.0,1.0,2.0,0.70641,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.276,73602,1.0,0.0,2.0,0.0,0.0,2017-04-23 21:10
SEV,1.0,2.0,3.0,0.93788,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.0,0.0,1.0,0.0,Sevilla FC,1.85809,93401,2.0,0.0,3.0,0.0,1.0,2017-04-23 21:10
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-04-23 21:10
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-04-23 21:10
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
LYON,2.0,2.0,2.0,1.09357,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.15232,74432,2.0,0.0,2.0,0.0,0.0,2017-04-17 20:54
MAD,0.0,3.0,3.0,0.91508,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.43742,1.0,1.0,0.70918,Real Madrid,3.04224,74013,3.0,0.2412,3.0,0.2412,1.0,2017-04-17 20:54
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
PSG,0.0,3.0,3.0,0.70418,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.45182,74427,3.0,0.0,3.0,0.0,1.0,2017-04-17 20:54
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
DOR,0.0,2.0,4.0,0.89973,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.07968,1.0,1.0,0.18086,Borussia Dortmund,2.52993,74050,2.0,0.0364,4.0,0.0364,1.0,2017-04-17 20:54
MON,1.0,2.0,3.0,0.90977,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.27314,1.0,1.0,0.81914,AS Monaco,2.39642,74430,2.0,0.09882,3.0,0.09882,1.0,2017-04-17 20:54
LEV,0.0,4.0,2.0,1.08026,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.0,0.0,1.0,0.0,Bayer Leverkusen,1.80223,74045,4.0,0.0,2.0,0.0,1.0,2017-04-17 20:54
MNC,1.0,3.0,2.0,0.72758,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.0,0.0,1.0,0.0,Manchester City,2.47887,73608,3.0,0.0,2.0,0.0,1.0,2017-04-17 20:54
ATL,1.0,0.0,5.0,0.62769,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.35586,1.0,1.0,0.84956,Atletico Madrid,1.88674,74010,0.0,0.15474,5.0,0.15474,1.0,2017-04-17 20:54
LEI,1.0,1.0,4.0,1.24362,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.02808,1.0,1.0,0.15044,Leicester City,1.55251,73629,1.0,0.00672,4.0,0.00672,1.0,2017-04-17 20:54
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-04-17 20:54
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
NAP,1.0,2.0,3.0,0.83535,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.45596,73848,2.0,0.0,3.0,0.0,1.0,2017-04-17 20:54
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
BAR,1.0,0.0,5.0,0.78861,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.06574,1.0,1.0,0.0871,Barcelona,3.29819,74014,0.0,0.04026,5.0,0.04026,1.0,2017-04-17 20:54
JUV,0.0,2.0,4.0,0.48635,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.54502,1.0,1.0,0.9129,Juventus,2.21714,73847,2.0,0.29106,4.0,0.29106,1.0,2017-04-17 20:54
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
BMU,2.0,0.0,4.0,0.52218,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.21506,1.0,1.0,0.29082,Bayern Munich,2.89979,74078,0.0,0.1308,4.0,0.1308,1.0,2017-04-17 20:54
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-04-17 20:54
MGB,3.0,2.0,1.0,1.07749,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.71017,74048,2.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
ARS,0.0,2.0,4.0,1.10597,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.3162,73616,2.0,0.0,4.0,0.0,1.0,2017-04-17 20:54
POR,1.0,2.0,3.0,0.92545,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0,0.0,1.0,0.0,FC Porto,1.80947,74329,2.0,0.0,3.0,0.0,1.0,2017-04-17 20:54
TOT,3.0,1.0,2.0,0.70641,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.276,73602,1.0,0.0,2.0,0.0,0.0,2017-04-17 20:54
SEV,1.0,2.0,3.0,0.95296,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.0,0.0,1.0,0.0,Sevilla FC,1.85682,93401,2.0,0.0,3.0,0.0,1.0,2017-04-17 20:54
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-04-17 20:54
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-04-17 20:54
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
LYON,2.0,2.0,2.0,1.09357,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.15232,74432,2.0,0.0,2.0,0.0,0.0,2017-04-10 20:53
MAD,0.0,3.0,3.0,0.92847,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.16396,1.0,1.0,0.29314,Real Madrid,2.95313,74013,3.0,0.08252,3.0,0.08252,1.0,2017-04-10 20:53
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
PSG,0.0,3.0,3.0,0.71521,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.48989,74427,3.0,0.0,3.0,0.0,1.0,2017-04-10 20:53
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
DOR,0.0,2.0,4.0,0.86288,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.2312,1.0,1.0,0.6001,Borussia Dortmund,2.49317,74050,2.0,0.09154,4.0,0.09154,1.0,2017-04-10 20:53
MON,1.0,2.0,3.0,0.88905,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.1254,1.0,1.0,0.3999,AS Monaco,2.38637,74430,2.0,0.04076,3.0,0.04076,1.0,2017-04-10 20:53
LEV,0.0,4.0,2.0,1.11362,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.0,0.0,1.0,0.0,Bayer Leverkusen,1.85659,74045,4.0,0.0,2.0,0.0,1.0,2017-04-10 20:53
MNC,1.0,3.0,2.0,0.75766,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.0,0.0,1.0,0.0,Manchester City,2.42537,73608,3.0,0.0,2.0,0.0,1.0,2017-04-10 20:53
ATL,1.0,0.0,5.0,0.65551,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.2496,1.0,1.0,0.74548,Atletico Madrid,1.88637,74010,0.0,0.09178,5.0,0.09178,1.0,2017-04-10 20:53
LEI,1.0,1.0,4.0,1.24414,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.0354,1.0,1.0,0.25452,Leicester City,1.56841,73629,1.0,0.00786,4.0,0.00786,1.0,2017-04-10 20:53
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-04-10 20:53
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
NAP,1.0,2.0,3.0,0.86034,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.44091,73848,2.0,0.0,3.0,0.0,1.0,2017-04-10 20:53
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
BAR,1.0,0.0,5.0,0.72601,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.47306,1.0,1.0,0.64872,Barcelona,3.33528,74014,0.0,0.27722,5.0,0.27722,1.0,2017-04-10 20:53
JUV,0.0,2.0,4.0,0.51522,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.2005,1.0,1.0,0.35128,Juventus,2.20925,73847,2.0,0.10074,4.0,0.10074,1.0,2017-04-10 20:53
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
BMU,2.0,0.0,4.0,0.51892,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.52088,1.0,1.0,0.70686,Bayern Munich,3.02709,74078,0.0,0.30758,4.0,0.30758,1.0,2017-04-10 20:53
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-04-10 20:53
MGB,3.0,2.0,1.0,1.01576,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.62799,74048,2.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
SCP,5.0,0.0,1.0,0.8532,-3.0,F,0.0,0.0,0.0,1.0,2250,5.0,0.0,0.0,0.0,0.0,Sporting CP,1.70553,74330,0.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
ARS,0.0,2.0,4.0,1.08962,12.0,A,1.0,0.0,0.0,0.0,359,0.0,0.0,0.0,1.0,0.0,Arsenal,2.32112,73616,2.0,0.0,4.0,0.0,1.0,2017-04-10 20:53
POR,1.0,2.0,3.0,0.92545,6.0,G,0.0,1.0,0.0,0.0,437,1.0,0.0,0.0,1.0,0.0,FC Porto,1.80947,74329,2.0,0.0,3.0,0.0,1.0,2017-04-10 20:53
TOT,3.0,1.0,2.0,0.72799,0.0,E,0.0,0.0,1.0,0.0,367,3.0,0.0,0.0,0.0,0.0,Tottenham Hotspur,2.22731,73602,1.0,0.0,2.0,0.0,0.0,2017-04-10 20:53
SEV,1.0,2.0,3.0,0.99686,4.0,H,0.0,1.0,0.0,0.0,243,1.0,0.0,0.0,1.0,0.0,Sevilla FC,1.91571,93401,2.0,0.0,3.0,0.0,1.0,2017-04-10 20:53
BES,1.0,4.0,1.0,1.50455,-5.0,B,0.0,0.0,1.0,0.0,1895,1.0,0.0,0.0,0.0,0.0,Besiktas,1.75653,74202,4.0,0.0,1.0,0.0,0.0,2017-04-10 20:53
PSV,4.0,2.0,0.0,1.17512,-7.0,D,0.0,0.0,0.0,1.0,148,4.0,0.0,0.0,0.0,0.0,PSV,1.85881,93373,2.0,0.0,0.0,0.0,0.0,2017-04-10 20:53
ROS,3.0,2.0,1.0,1.4208,-6.0,D,0.0,0.0,1.0,0.0,3852,3.0,0.0,0.0,0.0,0.0,Rostov,1.39696,74350,2.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
LYON,2.0,2.0,2.0,1.02492,2.0,H,0.0,0.0,1.0,0.0,167,2.0,0.0,0.0,0.0,0.0,Lyon,2.20139,74432,2.0,0.0,2.0,0.0,0.0,2017-04-02 20:41
MAD,0.0,3.0,3.0,0.90199,6.0,F,0.0,1.0,0.0,0.0,86,0.0,0.17776,1.0,1.0,0.31046,Real Madrid,2.94945,74013,3.0,0.08794,3.0,0.08794,1.0,2017-04-02 20:41
CBKV,6.0,0.0,0.0,1.51857,-12.0,G,0.0,0.0,0.0,1.0,570,6.0,0.0,0.0,0.0,0.0,Club Brugge,1.02543,72883,0.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
BAS,4.0,2.0,0.0,1.31309,-9.0,A,0.0,0.0,0.0,1.0,989,4.0,0.0,0.0,0.0,0.0,Basel,1.85505,93159,2.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
PSG,0.0,3.0,3.0,0.72231,6.0,A,0.0,1.0,0.0,0.0,160,0.0,0.0,0.0,1.0,0.0,Paris Saint-Germain,2.44381,74427,3.0,0.0,3.0,0.0,1.0,2017-04-02 20:41
DIN,6.0,0.0,0.0,1.22434,-15.0,H,0.0,0.0,0.0,1.0,597,6.0,0.0,0.0,0.0,0.0,Dinamo Zagreb,1.26939,72934,0.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
DOR,0.0,2.0,4.0,0.85107,12.0,F,1.0,0.0,0.0,0.0,124,0.0,0.22588,1.0,1.0,0.59294,Borussia Dortmund,2.47371,74050,2.0,0.08666,4.0,0.08666,1.0,2017-04-02 20:41
MON,1.0,2.0,3.0,0.90268,2.0,E,1.0,0.0,0.0,0.0,174,1.0,0.12678,1.0,1.0,0.40706,AS Monaco,2.42855,74430,2.0,0.04134,3.0,0.04134,1.0,2017-04-02 20:41
LEV,0.0,4.0,2.0,1.18403,4.0,E,0.0,1.0,0.0,0.0,131,0.0,0.0,0.0,1.0,0.0,Bayer Leverkusen,1.90502,74045,4.0,0.0,2.0,0.0,1.0,2017-04-02 20:41
MNC,1.0,3.0,2.0,0.74024,2.0,C,0.0,1.0,0.0,0.0,382,1.0,0.0,0.0,1.0,0.0,Manchester City,2.3964,73608,3.0,0.0,2.0,0.0,1.0,2017-04-02 20:41
ATL,1.0,0.0,5.0,0.69364,5.0,D,1.0,0.0,0.0,0.0,1068,1.0,0.23186,1.0,1.0,0.73402,Atletico Madrid,1.89729,74010,0.0,0.08172,5.0,0.08172,1.0,2017-04-02 20:41
LEI,1.0,1.0,4.0,1.21714,1.0,G,1.0,0.0,0.0,0.0,375,1.0,0.03842,1.0,1.0,0.26598,Leicester City,1.54856,73629,1.0,0.0075,4.0,0.0075,1.0,2017-04-02 20:41
BEN,2.0,2.0,2.0,1.04631,0.0,B,0.0,1.0,0.0,0.0,1929,2.0,0.0,0.0,1.0,0.0,Benfica,1.98603,74332,2.0,0.0,2.0,0.0,1.0,2017-04-02 20:41
CSKA,3.0,3.0,0.0,1.15499,-6.0,E,0.0,0.0,0.0,1.0,1963,3.0,0.0,0.0,0.0,0.0,CSKA Moscow,1.4571,74347,3.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
CEL,3.0,3.0,0.0,1.30243,-11.0,C,0.0,0.0,0.0,1.0,256,3.0,0.0,0.0,0.0,0.0,Celtic,2.40609,73714,3.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
NAP,1.0,2.0,3.0,0.88744,3.0,B,1.0,0.0,0.0,0.0,114,1.0,0.0,0.0,1.0,0.0,Napoli,2.38035,73848,2.0,0.0,3.0,0.0,1.0,2017-04-02 20:41
LUD,3.0,3.0,0.0,0.96754,-9.0,A,0.0,0.0,1.0,0.0,13018,3.0,0.0,0.0,0.0,0.0,Ludogorets,1.64795,103285,3.0,0.0,0.0,0.0,0.0,2017-04-02 20:41
BAR,1.0,0.0,5.0,0.72406,16.0,C,1.0,0.0,0.0,0.0,83,1.0,0.50392,1.0,1.0,0.67102,Barcelona,3.44746,74014,0.0,0.3018,5.0,0.3018,1.0,2017-04-02 20:41
JUV,0.0,2.0,4.0,0.51853,9.0,H,1.0,0.0,0.0,0.0,111,0.0,0.19038,1.0,1.0,0.32898,Juventus,2.20776,73847,2.0,0.09642,4.0,0.09642,1.0,2017-04-02 20:41
KIEV,3.0,2.0,1.0,0.80262,2.0,B,0.0,0.0,0.0,1.0,440,3.0,0.0,0.0,0.0,0.0,Dynamo Kiev,1.92951,74217,2.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
BMU,2.0,0.0,4.0,0.52435,8.0,D,0.0,1.0,0.0,0.0,132,2.0,0.505,1.0,1.0,0.68954,Bayern Munich,3.03243,74078,0.0,0.29662,4.0,0.29662,1.0,2017-04-02 20:41
COP,1.0,3.0,2.0,1.04018,5.0,G,0.0,0.0,1.0,0.0,909,1.0,0.0,0.0,0.0,0.0,FC Copenhagen,1.28719,72960,3.0,0.0,2.0,0.0,0.0,2017-04-02 20:41
MGB,3.0,2.0,1.0,1.01939,-7.0,C,0.0,0.0,1.0,0.0,268,3.0,0.0,0.0,0.0,0.0,Borussia Monchengladbach,1.55687,74048,2.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
WAR,4.0,1.0,1.0,1.53239,-15.0,F,0.0,0.0,1.0,0.0,555,4.0,0.0,0.0,0.0,0.0,Legia Warsaw,1.61261,73949,1.0,0.0,1.0,0.0,0.0,2017-04-02 20:41
